Season,Division,Team,No,Player,Role,Born,Height,Born Place,Nat. Sport.,Note1,Note2
2000/2001,A1,Bossini Wlf Montichiari,9,NUMMERDOR Reinder,Spiker,1976,193,NED,NED,-,-
2000/2001,A1,Bossini Wlf Montichiari,11,CAVALLINI Lorenzo,Middleblocker,1970,198,RE,ITA,from 14/11/2000,proveniente da Asystel Milano
2000/2001,A1,Bossini Wlf Montichiari,12,SIMEONOV Ventceslav,Spiker,1977,200,BUL,BUL,-,-
2000/2001,A1,Bossini Wlf Montichiari,13,BARTOLETTI Andrea,Spiker,1978,203,AN,ITA,-,-
2000/2001,A1,Bossini Wlf Montichiari,14,LOGLISCI Marco,Middleblocker,1975,196,PR,ITA,-,-
2000/2001,A1,Bossini Wlf Montichiari,15,MILONE Antonino,Middleblocker,1975,200,NA,ITA,until 30/10/2000,trasferito a Asystel Milano
2000/2001,A1,Bossini Wlf Montichiari,-,CAVALLARI Andrea,Libero,1974,180,MN,ITA,from 05/11/2000,-
2000/2001,A1,Casa Modena Salumi,1,BALL Lloy,Setter,1972,203,USA,USA,-,-
2000/2001,A1,Casa Modena Salumi,2,BIDEGAIN Jeronimo,Spiker,1977,200,ARG,ARG,-,-
2000/2001,A1,Casa Modena Salumi,3,FORNI Marcello,Middleblocker,1980,200,MO,ITA,-,-
2000/2001,A1,Casa Modena Salumi,3,TAGLIATTI Marco,Middleblocker,1975,200,FE,ITA,-,-
2000/2001,A1,Casa Modena Salumi,5,GORTZEN Guido,Spiker,1970,198,NED,NED,-,-
2000/2001,A1,Casa Modena Salumi,6,MAZZONELLI Nicola,Setter,1969,193,VR,ITA,-,-
2000/2001,A1,Casa Modena Salumi,10,CANTAGALLI Luca,Spiker,1965,199,RE,ITA,-,-
2000/2001,A1,Casa Modena Salumi,11,FROSINI Andrea,Spiker,1976,198,FI,ITA,-,-
2000/2001,A1,Casa Modena Salumi,12,PIPPI Damiano,Libero,1971,194,PG,ITA,-,-
2000/2001,A1,Casa Modena Salumi,13,GIANI Andrea,Spiker,1970,196,NA,ITA,-,-
2000/2001,A1,Casa Modena Salumi,15,IAKOVLEV Roman,Spiker,1976,201,RUS,RUS,-,-
2000/2001,A1,Casa Modena Salumi,16,BOVOLENTA Vigor,Middleblocker,1974,202,RO,ITA,-,-
2000/2001,A1,Conad Volley Forlì,1,ROUMAIN George,Spiker,1976,200,USA,USA,-,-
2000/2001,A1,Conad Volley Forlì,2,MILLAR Ryan,Middleblocker,1978,200,USA,USA,-,-
2000/2001,A1,Conad Volley Forlì,3,LAURILA Lassepetteri,Setter,1973,187,FIN,FIN,-,-
2000/2001,A1,Conad Volley Forlì,4,MARGUTTI Stefano,Spiker,1968,198,RA,ITA,-,-
2000/2001,A1,Conad Volley Forlì,5,SINTINI Giacomo,Setter,1979,196,RA,ITA,-,-
2000/2001,A1,Conad Volley Forlì,6,DONATI Cristian,Spiker,1981,194,FC,ITA,-,-
2000/2001,A1,Conad Volley Forlì,7,PATRIARCA Giuseppe,Spiker,1977,199,FR,ITA,-,-
2000/2001,A1,Conad Volley Forlì,8,BOTTI Massimo,Middleblocker,1973,196,PC,ITA,-,-
2000/2001,A1,Conad Volley Forlì,9,RINALDI Pietro,Spiker,1972,197,RM,ITA,-,-
2000/2001,A1,Conad Volley Forlì,10,BLANZIERI Simone,Middleblocker,1979,196,TO,ITA,-,-
2000/2001,A1,Conad Volley Forlì,11,PRIDDY Reid William,Spiker,1977,193,USA,USA,-,-
2000/2001,A1,Conad Volley Forlì,12,RUSSO Massimiliano,Middleblocker,1976,196,TO,ITA,-,-
2000/2001,A1,Conad Volley Forlì,13,GASPARI Enrico,Spiker,1977,186,-,-,-,-
2000/2001,A1,Domino Palermo Volley,2,FERRO Nicola,Setter,1969,191,PA,ITA,-,-
2000/2001,A1,Domino Palermo Volley,3,DI FRANCO Massimiliano,Middleblocker,1978,203,CL,ITA,-,-
2000/2001,A1,Domino Palermo Volley,3,DAQUIN Dominique,Middleblocker,1972,197,FRA,FRA,-,-
2000/2001,A1,Domino Palermo Volley,4,WITT Andrew,Spiker,1978,200,USA,USA,-,-
2000/2001,A1,Domino Palermo Volley,5,DE SALVE Marco,Spiker,1977,194,LE,ITA,-,-
2000/2001,A1,Domino Palermo Volley,6,MANCINI Marco,Spiker,1975,190,AQ,ITA,-,-
2000/2001,A1,Domino Palermo Volley,8,VICINI Marco,Libero,1974,193,AN,ITA,-,-
2000/2001,A1,Domino Palermo Volley,9,GRAZIETTI Alexander,Middleblocker,1972,208,BUL,ITA,-,-
2000/2001,A1,Domino Palermo Volley,10,HYDEN John,Spiker,1972,196,USA,USA,-,-
2000/2001,A1,Domino Palermo Volley,11,DE KERGRET Loic,Setter,1970,197,FRA,FRA,-,-
2000/2001,A1,Domino Palermo Volley,12,BIRIBANTI Francesco,Spiker,1976,198,TR,ITA,-,-
2000/2001,A1,Domino Palermo Volley,15,COSKOVIC Tomislav,Spiker,1979,198,CRO,CRO,-,-
2000/2001,A1,European Padova,1,SANTUZ Stefano,Setter,1964,190,PN,ITA,-,-
2000/2001,A1,European Padova,2,BATTE Alexis,Spiker,1971,198,CUB,ITA,from 21/01/2001,-
2000/2001,A1,European Padova,3,MOLTENI Marco,Spiker,1976,196,BS,ITA,from 10/11/2000,proveniente da Bossini Wlf Montichiari
2000/2001,A1,European Padova,4,TOMALINO Massimo,Middleblocker,1976,205,GE,ITA,-,-
2000/2001,A1,European Padova,5,ZAGUMNY Pavel,Setter,1977,200,POL,POL,-,-
2000/2001,A1,European Padova,9,BORSELLI Paolo,Spiker,1978,196,PD,ITA,-,-
2000/2001,A1,European Padova,10,NOWAK Marcin,Middleblocker,1975,215,POL,POL,-,-
2000/2001,A1,European Padova,11,MORETTI Luca,Libero,1962,190,AN,ITA,-,-
2000/2001,A1,European Padova,12,MORSUT Leonardo,Spiker,1980,196,PD,ITA,-,-
2000/2001,A1,European Padova,12,SHADCHIN Alexander,Middleblocker,1969,203,UKR,UKR,-,-
2000/2001,A1,European Padova,13,PASINATO Michele,Spiker,1969,196,PD,ITA,-,-
2000/2001,A1,European Padova,14,HARDY Benjamin Kirk,Spiker,1974,199,AUS,AUS,until 06/11/2000,trasferito a Bossini Wlf Montichiari
2000/2001,A1,European Padova,15,MESZAROS Domotor,Spiker,1976,199,HUN,HUN,-,-
2000/2001,A1,European Padova,-,GARGHELLA Andrea,Spiker,1982,192,PD,ITA,-,-
2000/2001,A1,Ford per il Bambino Gesù Roma Volley,1,GARDINI Andrea,Middleblocker,1965,202,RA,ITA,-,-
2000/2001,A1,Ford per il Bambino Gesù Roma Volley,3,GRBIC Vladimir,Spiker,1970,193,SRB,SRB,-,-
2000/2001,A1,Ford per il Bambino Gesù Roma Volley,4,DECIO Massimiliano,Spiker,1971,194,VA,ITA,-,-
2000/2001,A1,Ford per il Bambino Gesù Roma Volley,5,TOFOLI Paolo,Setter,1966,188,FM,ITA,-,-
2000/2001,A1,Ford per il Bambino Gesù Roma Volley,6,SARACENI Gianluca,Spiker,1979,200,RM,ITA,-,-
2000/2001,A1,Ford per il Bambino Gesù Roma Volley,7,KLOK Marko,Libero,1968,194,NED,NED,-,-
2000/2001,A1,Ford per il Bambino Gesù Roma Volley,8,BRACCI Marco,Spiker,1966,197,FI,ITA,-,-
2000/2001,A1,Ford per il Bambino Gesù Roma Volley,9,FORTUNATO Francesco,Middleblocker,1977,201,VI,ITA,-,-
2000/2001,A1,Ford per il Bambino Gesù Roma Volley,10,GIOVANNETTI Matteo,Spiker,1981,201,RM,ITA,-,-
2000/2001,A1,Ford per il Bambino Gesù Roma Volley,11,VUSUROVIC Igor,Middleblocker,1974,200,SRB,SRB,-,-
2000/2001,A1,Ford per il Bambino Gesù Roma Volley,12,SOTTOCORONA Francesco,Middleblocker,1973,195,RM,ITA,-,-
2000/2001,A1,Ford per il Bambino Gesù Roma Volley,13,TSANKOV Tsanko,Spiker,1979,214,BUL,-,-,-
2000/2001,A1,Ford per il Bambino Gesù Roma Volley,15,TRIMARCHI Alessandro,Libero,1972,184,CT,ITA,-,-
2000/2001,A1,Ford per il Bambino Gesù Roma Volley,16,PAOLUCCI Adriano,Setter,1979,190,RM,ITA,-,-
2000/2001,A1,Itas Gruppo Diatec Trentino,1,USHAKOV Konstantin,Setter,1970,198,RUS,RUS,-,-
2000/2001,A1,Itas Gruppo Diatec Trentino,2,FENILI Riccardo,Libero,1975,192,LU,ITA,-,-
2000/2001,A1,Itas Gruppo Diatec Trentino,4,BURGSTHALER Matteo,Spiker,1981,198,TN,ITA,-,-
2000/2001,A1,Itas Gruppo Diatec Trentino,5,GORIOUCHEV Valeri,Spiker,1973,198,RUS,RUS,-,-
2000/2001,A1,Itas Gruppo Diatec Trentino,6,MARCOLINI Alberto,Middleblocker,1969,198,TN,-,-,-
2000/2001,A1,Itas Gruppo Diatec Trentino,7,MESTER Dula,Middleblocker,1972,203,SRB,SRB,-,-
2000/2001,A1,Itas Gruppo Diatec Trentino,8,DEL FEDERICO Horacio,Setter,1966,179,ARG,ARG,-,-
2000/2001,A1,Itas Gruppo Diatec Trentino,9,LAVORATO Francesco,Middleblocker,1969,198,GR,ITA,-,-
2000/2001,A1,Itas Gruppo Diatec Trentino,11,GIOMBINI Leondino,Spiker,1975,205,AN,ITA,-,-
2000/2001,A1,Itas Gruppo Diatec Trentino,12,SANGUANINI Davide,Spiker,1963,190,MN,ITA,-,-
2000/2001,A1,Itas Gruppo Diatec Trentino,13,BOSKAN Slobodan,Spiker,1975,197,SRB,SRB,-,-
2000/2001,A1,Itas Gruppo Diatec Trentino,15,PECORARI Massimo,Middleblocker,1974,197,GO,ITA,-,-
2000/2001,A1,Itas Gruppo Diatec Trentino,17,DE LA FUENTE Enrique,Spiker,1975,194,ESP,ESP,-,-
2000/2001,A1,La Cascina Taranto,1,GIRETTO Giacomo,Middleblocker,1973,205,IM,ITA,-,-
2000/2001,A1,La Cascina Taranto,2,DE MORI Bruno,Middleblocker,1965,200,FG,ITA,-,-
2000/2001,A1,La Cascina Taranto,3,VERDERIO Vittorio,Setter,1967,190,MB,ITA,-,-
2000/2001,A1,La Cascina Taranto,4,KOVAC Slobodan,Spiker,1967,196,SRB,SRB,-,-
2000/2001,A1,La Cascina Taranto,5,BROGIONI Andrea,Setter,1968,195,FI,ITA,-,-
2000/2001,A1,La Cascina Taranto,8,GAVRILOV Ivaylo,Spiker,1970,199,BUL,BUL,-,-
2000/2001,A1,La Cascina Taranto,9,MANCINI Corrado,Spiker,1979,201,BA,ITA,-,-
2000/2001,A1,La Cascina Taranto,10,GUGLIELMI Francesco,Spiker,1972,191,TA,ITA,-,-
2000/2001,A1,La Cascina Taranto,10,BRUNO Marcello,Spiker,1972,192,BA,ITA,-,-
2000/2001,A1,La Cascina Taranto,11,GIOSA Alessandro,Middleblocker,1977,198,TA,ITA,-,-
2000/2001,A1,La Cascina Taranto,13,VUJEVIC Goran,Spiker,1973,192,MNE,SRB,-,-
2000/2001,A1,La Cascina Taranto,14,FANULI Fabio,Spiker,1985,190,TA,ITA,-,-
2000/2001,A1,La Cascina Taranto,15,MARIC Ivan,Middleblocker,1974,196,CRO,CRO,-,-
2000/2001,A1,Lube Banca Marche Macerata,1,RAVELLINO Manuele,Middleblocker,1974,201,NA,ITA,-,-
2000/2001,A1,Lube Banca Marche Macerata,2,ROSALBA Simone,Spiker,1976,197,CS,ITA,-,-
2000/2001,A1,Lube Banca Marche Macerata,3,FEI Alessandro,Middleblocker,1978,204,VA,ITA,-,-
2000/2001,A1,Lube Banca Marche Macerata,4,BRDJOVIC Dejan,Spiker,1966,196,SRB,SRB,-,-
2000/2001,A1,Lube Banca Marche Macerata,5,MEONI Marco,Setter,1973,196,PD,ITA,-,-
2000/2001,A1,Lube Banca Marche Macerata,7,FERRIOLI Paolo,Setter,1967,183,FE,ITA,-,-
2000/2001,A1,Lube Banca Marche Macerata,8,PAPARONI Alessandro,Spiker,1981,191,MC,ITA,-,-
2000/2001,A1,Lube Banca Marche Macerata,9,MARQUET Luc,Spiker,1970,193,FRA,FRA,-,-
2000/2001,A1,Lube Banca Marche Macerata,12,NALBERT Betancourt,Spiker,1974,195,BRA,BRA,-,-
2000/2001,A1,Lube Banca Marche Macerata,13,CORSANO Mirko,Libero,1973,191,LE,ITA,-,-
2000/2001,A1,Lube Banca Marche Macerata,14,MILJKOVIC Ivan,Spiker,1979,206,SRB,SRB,-,-
2000/2001,A1,Lube Banca Marche Macerata,16,SALVADOR Juan Josè,Middleblocker,1975,200,ESP,ESP,-,-
2000/2001,A1,Maxicono Parma,1,DINEIKIN Stanislav,Spiker,1973,216,RUS,RUS,-,-
2000/2001,A1,Maxicono Parma,2,RINIERI Massimiliano,Libero,1974,196,RA,ITA,-,-
2000/2001,A1,Maxicono Parma,3,GRANVORKA Frantz,Middleblocker,1976,195,FRA,FRA,-,-
2000/2001,A1,Maxicono Parma,4,RAMBELLI Lorenzo,Setter,1975,190,RA,ITA,-,-
2000/2001,A1,Maxicono Parma,5,VERMIGLIO Valerio,Setter,1976,189,ME,ITA,-,-
2000/2001,A1,Maxicono Parma,6,CHOULEPOV Igor,Spiker,1972,203,RUS,RUS,-,-
2000/2001,A1,Maxicono Parma,7,CONTE Hugo,Spiker,1963,198,ARG,ARG,-,-
2000/2001,A1,Maxicono Parma,7,DIZ Alejandro,Libero,1965,195,ARG,ITA,-,-
2000/2001,A1,Maxicono Parma,8,LO RE Luca,Spiker,1976,200,BR,ITA,-,-
2000/2001,A1,Maxicono Parma,9,TETIOUKHINE Serguei,Spiker,1975,197,RUS,RUS,-,-
2000/2001,A1,Maxicono Parma,11,AMORETTI Andrea,Spiker,-,-,-,ITA,from 15/10/2000,-
2000/2001,A1,Maxicono Parma,12,SPADA Pietro,Middleblocker,1971,203,TA,ITA,-,-
2000/2001,A1,Maxicono Parma,-,AIELLO Andrea,Spiker,1970,192,PR,ITA,-,-
2000/2001,A1,Noicom Alpitour Cuneo,1,TORRE Paolo,Setter,1976,201,LU,ITA,-,-
2000/2001,A1,Noicom Alpitour Cuneo,2,FERRUA Francesco,Middleblocker,1965,196,CN,ITA,-,-
2000/2001,A1,Noicom Alpitour Cuneo,3,MASTRANGELO Luigi,Middleblocker,1975,202,TA,ITA,-,-
2000/2001,A1,Noicom Alpitour Cuneo,4,DE GIORGI Ferdinando,Setter,1961,178,LE,ITA,-,-
2000/2001,A1,Noicom Alpitour Cuneo,5,OMRCEN Igor,Middleblocker,1980,208,CRO,CRO,-,-
2000/2001,A1,Noicom Alpitour Cuneo,6,SAMMELVUO Tuomas,Spiker,1976,193,FIN,FIN,-,-
2000/2001,A1,Noicom Alpitour Cuneo,7,CARDONA Maikel Cristobal,Middleblocker,1976,202,CUB,CUB,-,-
2000/2001,A1,Noicom Alpitour Cuneo,8,SARTORETTI Andrea,Spiker,1971,194,PG,ITA,-,-
2000/2001,A1,Noicom Alpitour Cuneo,9,MANASSERO Davide,Middleblocker,1979,197,CN,ITA,-,-
2000/2001,A1,Noicom Alpitour Cuneo,9,COSCIONE Manuel,Setter,1980,188,CN,ITA,-,-
2000/2001,A1,Noicom Alpitour Cuneo,10,SORCINELLI Giuseppe,Libero,1971,195,PU,ITA,-,-
2000/2001,A1,Noicom Alpitour Cuneo,11,KANTOR Sandor,Spiker,1971,196,HUN,HUN,-,-
2000/2001,A1,Noicom Alpitour Cuneo,12,CASOLI Cristian,Spiker,1975,192,VA,ITA,-,-
2000/2001,A1,Noicom Alpitour Cuneo,15,MATTERA Giordano,Setter,1983,198,RM,ITA,from 11/02/2001,-
2000/2001,A1,Sisley Treviso,3,GRAVINA Pasquale,Middleblocker,1970,202,CB,ITA,-,-
2000/2001,A1,Sisley Treviso,4,LASKO Michal,Spiker,1981,202,POL,ITA,-,-
2000/2001,A1,Sisley Treviso,5,VULLO Fabio,Setter,1964,198,MS,ITA,-,-
2000/2001,A1,Sisley Treviso,6,PAPI Samuele,Spiker,1973,191,AN,ITA,-,-
2000/2001,A1,Sisley Treviso,7,FARINA Alessandro,Libero,1976,182,PR,ITA,-,-
2000/2001,A1,Sisley Treviso,8,CASTELLANO Maurizio,Spiker,1971,193,NA,ITA,-,-
2000/2001,A1,Sisley Treviso,9,BERNARDI Lorenzo,Spiker,1968,199,TN,ITA,-,-
2000/2001,A1,Sisley Treviso,11,BONINFANTE Dante,Setter,1977,188,SA,ITA,-,-
2000/2001,A1,Sisley Treviso,12,FOMIN Dmitry,Spiker,1968,200,UKR,UKR,-,-
2000/2001,A1,Sisley Treviso,13,TENCATI Luca,Middleblocker,1979,200,CR,ITA,-,-
2000/2001,A1,Sisley Treviso,14,VAN DE GOOR Bas,Middleblocker,1971,209,NED,NED,-,-
2000/2001,A1,Sisley Treviso,15,CISOLLA Alberto,Spiker,1977,197,TV,ITA,-,-
2000/2001,A1,Sisley Treviso,15,SEMENZATO Andrea,Middleblocker,1981,208,VE,ITA,-,-
2000/2001,A1,Sisley Treviso,-,DELTCHEV Nedialko,Spiker,1982,-,BUL,ITA,from 05/11/2000,-
2000/2001,A1,Sisley Treviso,-,VISENTIN Marco,Setter,1982,196,TV,ITA,from 05/01/2001,-
2000/2001,A1,Yahoo! Italia Volley Ferrara,1,STELMACH Andrey,Setter,1972,200,POL,POL,-,-
2000/2001,A1,Yahoo! Italia Volley Ferrara,2,KUNDA Gabriel,Spiker,1968,197,ARG,ITA,-,-
2000/2001,A1,Yahoo! Italia Volley Ferrara,6,MARTINELLI Marco,Middleblocker,1965,200,TN,ITA,-,-
2000/2001,A1,Yahoo! Italia Volley Ferrara,7,WIJSMANS Wout,Spiker,1977,200,BEL,BEL,-,-
2000/2001,A1,Yahoo! Italia Volley Ferrara,8,RIMONDI Manuel,Setter,1976,187,BO,ITA,-,-
2000/2001,A1,Yahoo! Italia Volley Ferrara,9,VERES Peter,Spiker,1979,200,HUN,HUN,-,-
2000/2001,A1,Yahoo! Italia Volley Ferrara,10,SBORGIA Emanuele,Middleblocker,1981,198,PE,ITA,-,-
2000/2001,A1,Yahoo! Italia Volley Ferrara,11,CERNIC Matej,Spiker,1978,194,GO,ITA,-,-
2000/2001,A1,Yahoo! Italia Volley Ferrara,12,CUMINETTI Juan Carlos,Spiker,1967,202,ARG,ARG,-,-
2000/2001,A1,Yahoo! Italia Volley Ferrara,13,FANGAREGGI Mario,Middleblocker,1973,202,PD,ITA,-,-
2000/2001,A1,Yahoo! Italia Volley Ferrara,14,CHECCHIN Roberto,Libero,1972,175,VE,ITA,-,-
2000/2001,A1,Yahoo! Italia Volley Ferrara,15,HOWARD Daniel Allan,Middleblocker,1976,209,AUS,AUS,-,-
2000/2001,A2,Aesse Isola Della Scala Verona,1,GELLI Massimo,Middleblocker,1978,200,MO,ITA,-,-
2000/2001,A2,Aesse Isola Della Scala Verona,2,TOTOLO Alessandro,Setter,1968,185,VR,ITA,-,-
2000/2001,A2,Aesse Isola Della Scala Verona,3,AMBROSO Andrea,Spiker,1980,192,VR,ITA,-,-
2000/2001,A2,Aesse Isola Della Scala Verona,4,ROSSETTI Sebastiano,Spiker,1981,194,VR,ITA,-,-
2000/2001,A2,Aesse Isola Della Scala Verona,5,JERONCIC Gregor,Middleblocker,1974,200,SLO,SLO,-,-
2000/2001,A2,Aesse Isola Della Scala Verona,6,FRANCESCHELLI Fabrizio,Middleblocker,1973,197,MO,ITA,-,-
2000/2001,A2,Aesse Isola Della Scala Verona,7,LIRUTTI Kristian,Spiker,1975,190,UD,ITA,-,-
2000/2001,A2,Aesse Isola Della Scala Verona,8,TOGNAZZONI Carlo Alberto,Spiker,1976,195,MN,ITA,-,-
2000/2001,A2,Aesse Isola Della Scala Verona,10,CAVALIERE Rodolfo,Setter,1974,195,VA,ITA,-,-
2000/2001,A2,Aesse Isola Della Scala Verona,11,PEREIRA Pablo,Spiker,1974,190,ARG,ARG,-,-
2000/2001,A2,Aesse Isola Della Scala Verona,14,CAPPELLOTTO Stefano,Libero,1967,187,TV,ITA,-,-
2000/2001,A2,Aesse Isola Della Scala Verona,15,BRY Fabrice,Spiker,1972,202,FRA,FRA,-,-
2000/2001,A2,Alimenti Sardi Cagliari,1,GRUSZKA Piotr,Spiker,1977,205,POL,POL,-,-
2000/2001,A2,Alimenti Sardi Cagliari,2,ARDU Alessandro,Setter,1978,186,OR,ITA,-,-
2000/2001,A2,Alimenti Sardi Cagliari,3,MASCIA Alessandro,Spiker,1975,196,CI,ITA,-,-
2000/2001,A2,Alimenti Sardi Cagliari,4,RINOLDO Jerry,Spiker,1977,196,AG,ITA,-,-
2000/2001,A2,Alimenti Sardi Cagliari,5,CORVETTA Antonio,Setter,1977,188,AN,ITA,-,-
2000/2001,A2,Alimenti Sardi Cagliari,6,CABRAS Nicola,Spiker,1972,194,CI,ITA,-,-
2000/2001,A2,Alimenti Sardi Cagliari,7,IVANOV Evgueni,Middleblocker,1974,209,BUL,BUL,-,-
2000/2001,A2,Alimenti Sardi Cagliari,8,CRISTIANO Gabriele,Spiker,1981,204,RM,ITA,-,-
2000/2001,A2,Alimenti Sardi Cagliari,10,CHOCHOLAK Gabriel,Spiker,1978,203,SVK,SVK,-,-
2000/2001,A2,Alimenti Sardi Cagliari,11,SCILÌ Giacomo,Middleblocker,1976,199,CA,ITA,-,-
2000/2001,A2,Alimenti Sardi Cagliari,13,BOY Gianluca,Libero,1963,194,CA,ITA,-,-
2000/2001,A2,Alimenti Sardi Cagliari,14,MASIERO Valerio,Middleblocker,1981,203,PD,ITA,-,-
2000/2001,A2,Alimenti Sardi Cagliari,15,FRANCESCONI Luca,Spiker,1983,194,CA,ITA,-,-
2000/2001,A2,Alimenti Sardi Cagliari,-,VERONA Walter,Spiker,-,-,-,-,-,-
2000/2001,A2,ALVER Lamezia,1,LATELLI Maurizio,Libero,1974,190,CZ,ITA,-,-
2000/2001,A2,ALVER Lamezia,2,ROMANO Greg,Spiker,1973,196,USA,USA,-,-
2000/2001,A2,ALVER Lamezia,3,LOCANTO Diego,Spiker,1972,193,FR,ITA,-,-
2000/2001,A2,ALVER Lamezia,4,JENNEWEIN Axel,Setter,1973,190,GER,GER,-,-
2000/2001,A2,ALVER Lamezia,6,BUA Giuseppe,Middleblocker,1972,193,TP,ITA,-,-
2000/2001,A2,ALVER Lamezia,7,FERRAIUOLO Fabrizio,Setter,1980,193,CZ,ITA,-,-
2000/2001,A2,ALVER Lamezia,9,SACCO Giovanni,Spiker,1982,192,CZ,ITA,-,-
2000/2001,A2,ALVER Lamezia,10,MARINI Daniele,Spiker,1976,199,RM,ITA,-,-
2000/2001,A2,ALVER Lamezia,11,INSALATA Vito,Middleblocker,1977,194,BA,ITA,-,-
2000/2001,A2,ALVER Lamezia,12,PICCIONI Francesco,Spiker,1976,192,CZ,ITA,-,-
2000/2001,A2,ALVER Lamezia,13,FERRARO Pasquale,Spiker,1983,185,CZ,ITA,-,-
2000/2001,A2,ALVER Lamezia,15,KARABEC Petr,Spiker,1970,207,CZE,CZE,-,-
2000/2001,A2,ALVER Lamezia,18,VALENTE Daniele,Spiker,1983,189,VV,ITA,-,-
2000/2001,A2,ALVER Lamezia,-,PATITUCCI Luigi,Spiker,1977,195,CS,ITA,-,-
2000/2001,A2,BM2 Asti,1,ZOBO LEBAY Gabriel,Spiker,1979,193,CGO,FRA,-,-
2000/2001,A2,BM2 Asti,2,ANGELOV Svetoslav,Spiker,1983,192,BUL,ITA,-,-
2000/2001,A2,BM2 Asti,3,VEGA Juan Carlos,Spiker,1975,196,ESP,ESP,-,-
2000/2001,A2,BM2 Asti,4,BENDANDI Simone,Setter,1976,196,RA,ITA,-,-
2000/2001,A2,BM2 Asti,5,AIELLO Marco,Spiker,1977,198,TO,ITA,-,-
2000/2001,A2,BM2 Asti,6,CAVALLO Fabio,Spiker,1974,193,AT,ITA,-,-
2000/2001,A2,BM2 Asti,7,CUSSOTTO Stefano,Middleblocker,1978,206,AT,ITA,-,-
2000/2001,A2,BM2 Asti,8,ROBLES Juan Carlos,Middleblocker,1967,206,ESP,ESP,-,-
2000/2001,A2,BM2 Asti,9,COSTA Carmelo,Middleblocker,1975,195,VV,ITA,-,-
2000/2001,A2,BM2 Asti,15,RABEZZANA Edoardo,Setter,1975,192,AT,ITA,-,-
2000/2001,A2,BM2 Asti,20,BOTTERO Mauro,Libero,1976,193,CN,ITA,-,-
2000/2001,A2,BM2 Asti,-,ZAMPONI Matteo,Spiker,1978,198,MC,ITA,-,-
2000/2001,A2,Cinecity Mantova,2,BARBIERI Stefano,Middleblocker,1965,200,MN,ITA,-,-
2000/2001,A2,Cinecity Mantova,3,DE BELLIS Michele,Spiker,1978,199,MN,ITA,-,-
2000/2001,A2,Cinecity Mantova,4,SPESCHA Simone,Spiker,1979,200,RM,ITA,-,-
2000/2001,A2,Cinecity Mantova,5,COCO Emanuele,Setter,1974,185,BS,ITA,-,-
2000/2001,A2,Cinecity Mantova,7,PAVAN Diego,Middleblocker,1981,188,MN,ITA,-,-
2000/2001,A2,Cinecity Mantova,8,GULMINELLI Emanuele,Libero,1973,187,RA,ITA,until 16/12/2000,trasferito a Copra Junior Volley 90 Piacenza
2000/2001,A2,Cinecity Mantova,9,ANTONIAZZI Stefano,Spiker,1978,199,MN,ITA,-,-
