Season,Division,Team,No,Player,Role,Born,Height,Nat. Sport.,Note
2000/2001,A1,Radio 105 Foppapedretti Bergamo,14,CARNE STEFANIA,Spiker,-,-,-,from 18/03/2001
2000/2001,A1,Rio Marsì Pa,1,ARIAS DONE NURIS,Spiker,1973,190,DOM,from 11/11/2000
2000/2001,A1,Rio Marsì Pa,2,BUTNARU ELENA,Middleblocker,1975,184,ROM,-
2000/2001,A1,Rio Marsì Pa,3,TROMBITAS LUMINITA,Setter,1971,181,ROM,-
2000/2001,A1,Rio Marsì Pa,4,PICHARDO CARRERA EVELYN,Libero,1971,174,DOM,from 12/11/2000
2000/2001,A1,Rio Marsì Pa,5,IVANIUSHKINA TATIANA,Spiker,1966,198,UKR,-
2000/2001,A1,Rio Marsì Pa,6,MANCINO ANA PAULA,Setter,1971,170,ITA,-
2000/2001,A1,Rio Marsì Pa,7,MENICHETTI CHIARA,Middleblocker,1977,180,ITA,-
2000/2001,A1,Rio Marsì Pa,8,CZAKO MARIA,Spiker,1974,187,HUN,-
2000/2001,A1,Rio Marsì Pa,9,WOUTERS VANESSA,Spiker,-,182,BEL,until 01/11/2000
2000/2001,A1,Rio Marsì Pa,10,ELFIMOVA ELENA,Spiker,1972,191,RUS,from 24/02/2001
2000/2001,A1,Rio Marsì Pa,10,CADÈ ANNALISA,Libero,1967,178,ITA,until 05/11/2000
2000/2001,A1,Rio Marsì Pa,11,RIMAC BETI,Spiker,1976,191,CRO,from 16/12/2000
2000/2001,A1,Rio Marsì Pa,11,ARTMENKO SHAPOSHNIKOV TATIANA,Spiker,1976,184,ISR,until 05/11/2000
2000/2001,A1,Rio Marsì Pa,12,BECCARIA VANIA,Spiker,1973,194,ITA,-
2000/2001,A1,Rio Marsì Pa,13,BOZKOVA KATERINA,Middleblocker,1973,193,CZE,until 25/11/2000
2000/2001,A1,Rio Marsì Pa,14,PERONA CINZIA,Middleblocker,1973,184,ITA,-
2000/2001,A1,Romanelli Firenze,1,SAVOSTIANOVA ELVIRA,Spiker,1974,191,RUS,-
2000/2001,A1,Romanelli Firenze,2,RANIERI ILARIA,Setter,1977,172,ITA,-
2000/2001,A1,Romanelli Firenze,4,COSTA DE CONCEICAO EDILMA,Spiker,1972,180,BRA,-
2000/2001,A1,Romanelli Firenze,5,GERMANOVA ANETA,Spiker,1975,186,BUL,-
2000/2001,A1,Romanelli Firenze,6,BARAZZA JENNY,Middleblocker,1981,185,ITA,-
2000/2001,A1,Romanelli Firenze,7,MARINOVA NELI,Setter,1971,175,BUL,-
2000/2001,A1,Romanelli Firenze,8,BANCHIERI MOIRA,Libero,1979,178,ITA,-
2000/2001,A1,Romanelli Firenze,9,NIEMCZYK MALGORZATA,Spiker,1969,181,POL,from 23/10/2000
2000/2001,A1,Romanelli Firenze,10,ROMANÒ MARIA PIA,Middleblocker,1976,180,ITA,-
2000/2001,A1,Romanelli Firenze,12,WAGNER MEIKA,Middleblocker,1973,182,USA,-
2000/2001,A1,Romanelli Firenze,15,DE LUCA BARBARA,Spiker,1975,180,ITA,-
2000/2001,A2,Agil Volley Trecate,1,ANZANELLO SARA,Middleblocker,1980,192,ITA,-
2000/2001,A2,Agil Volley Trecate,2,VIGANÒ NATALIA,Spiker,1979,178,ITA,-
2000/2001,A2,Agil Volley Trecate,3,ROSSO VALERIA,Middleblocker,1981,184,ITA,-
2000/2001,A2,Agil Volley Trecate,6,ZONCA CRISTIANA,Middleblocker,1982,184,ITA,-
2000/2001,A2,Agil Volley Trecate,7,ROCCA ENRICA,Setter,1984,174,ITA,-
2000/2001,A2,Agil Volley Trecate,8,VENTURINI LAURA,Setter,1977,172,ITA,-
2000/2001,A2,Agil Volley Trecate,9,DE CARNE VIRGINIE,Spiker,1977,190,BEL,-
2000/2001,A2,Agil Volley Trecate,10,CARDULLO PAOLA,Libero,1982,162,ITA,-
2000/2001,A2,Agil Volley Trecate,13,PORZIO NOEMI,Libero,1984,176,ITA,from 01/11/2000
2000/2001,A2,Agil Volley Trecate,16,NORIEGA SARAH,Spiker,1976,190,USA,-
2000/2001,A2,Agil Volley Trecate,18,WESTON ALLISON ELISABETH,Spiker,1974,184,USA,-
2000/2001,A2,Brums Busto Arsizio,1,FRIGERIO NICOLETTA,Setter,1970,175,ITA,-
2000/2001,A2,Brums Busto Arsizio,2,TABONI SABRINA,Spiker,1982,186,ITA,-
2000/2001,A2,Brums Busto Arsizio,3,RATTI MARIANA JUDITH,Spiker,1976,-,-,-
2000/2001,A2,Brums Busto Arsizio,4,LEUCHI FEDERICA,Spiker,1985,180,ITA,-
2000/2001,A2,Brums Busto Arsizio,7,DALL'IGNA STEFANIA,Setter,1984,176,ITA,-
2000/2001,A2,Brums Busto Arsizio,8,MARTINO KATIA,Middleblocker,1977,185,ITA,-
2000/2001,A2,Brums Busto Arsizio,10,PEREGO CLAUDIA,Middleblocker,1979,180,ITA,-
2000/2001,A2,Brums Busto Arsizio,12,KLEMEZ MARINA,Spiker,1970,187,RUS,from 10/12/2000
2000/2001,A2,Brums Busto Arsizio,14,BUFFON VERONICA,Middleblocker,1975,183,ITA,-
2000/2001,A2,Brums Busto Arsizio,15,MARIANI ROSELLA,Libero,1974,178,ITA,-
2000/2001,A2,Brums Busto Arsizio,16,ALVES EVARISTO ANDREIA,Spiker,1971,195,BRA,-
2000/2001,A2,Fiam ITA Meta Pesaro,1,CANCELLIERI ELISA,Middleblocker,1984,182,ITA,-
2000/2001,A2,Fiam ITA Meta Pesaro,2,PERUGINI ROMINA,Libero,1972,175,ITA,-
2000/2001,A2,Fiam ITA Meta Pesaro,3,ALESSANDRINI ERIKA,Spiker,1979,188,ITA,-
2000/2001,A2,Fiam ITA Meta Pesaro,5,FUMAGALLI ORNELLA,Middleblocker,1973,183,ITA,-
2000/2001,A2,Fiam ITA Meta Pesaro,6,CARNESECCHI DORIA,Setter,1965,173,ITA,-
2000/2001,A2,Fiam ITA Meta Pesaro,7,HOXHA EGLA,Middleblocker,1981,184,ITA,-
2000/2001,A2,Fiam ITA Meta Pesaro,8,WIEGERS SANDRA,Spiker,1974,186,NED,-
2000/2001,A2,Fiam ITA Meta Pesaro,9,PIRONI ANNET,Spiker,1973,181,ITA,-
2000/2001,A2,Fiam ITA Meta Pesaro,10,MORI EMILY,Setter,1975,181,ITA,-
2000/2001,A2,Fiam ITA Meta Pesaro,11,SIRACUSA VINCENZA,Spiker,1973,182,ITA,-
2000/2001,A2,Fiam ITA Meta Pesaro,12,BUFFON GUENDALINA,Spiker,1973,185,ITA,-
2000/2001,A2,Fiam ITA Meta Pesaro,13,MENGARDA GIORGETE CRISTINA,Spiker,1972,184,BRA,from 01/04/2001
2000/2001,A2,Fiam ITA Meta Pesaro,14,GENNARI MICHELA,Spiker,1974,178,ITA,-
2000/2001,A2,Figurella Firenze,2,QUARANTA ANNAMARIA,Spiker,1981,183,ITA,-
2000/2001,A2,Figurella Firenze,3,PELUZZI ELISA,Spiker,1980,178,ITA,-
2000/2001,A2,Figurella Firenze,4,MARQUES LUCIANA REGINA,Spiker,1975,184,BRA,from 14/04/2001
2000/2001,A2,Figurella Firenze,6,MULLER IVANA ELOISA,Middleblocker,1974,183,ARG,-
2000/2001,A2,Figurella Firenze,7,MALUCCHI MERY,Libero,1967,170,ITA,until 03/12/2000
2000/2001,A2,Figurella Firenze,8,CECCHI CLAUDIA,Middleblocker,1979,182,ITA,-
2000/2001,A2,Figurella Firenze,10,LJUNGQUIST ANGELICA,Spiker,1974,195,ITA,-
2000/2001,A2,Figurella Firenze,11,STOLFI CLAUDIA,Setter,1977,163,ITA,-
2000/2001,A2,Figurella Firenze,12,VANNINI FRANCESCA,Setter,1973,172,ITA,-
2000/2001,A2,Figurella Firenze,13,CENTONI NADIA,Spiker,1981,185,ITA,-
2000/2001,A2,Figurella Firenze,15,RUZKOVA VAKLAVIKOVA LUCIE,Spiker,1964,186,CZE,until 28/01/2001
2000/2001,A2,Figurella Firenze,18,MIKUSOVA IVETA,Middleblocker,1969,183,ITA,-
2000/2001,A2,Forme Cucine Veca Soliera,1,SPREAFICO ANNA,Middleblocker,1973,185,ITA,-
2000/2001,A2,Forme Cucine Veca Soliera,2,IANNICIELLO ANTONELLA,Libero,1978,175,ITA,-
2000/2001,A2,Forme Cucine Veca Soliera,4,NENKOVSKA ELENA,Spiker,1977,186,BUL,from 06/05/2001
2000/2001,A2,Forme Cucine Veca Soliera,5,CREMONESI CRISTIANA,Setter,1974,178,ITA,-
2000/2001,A2,Forme Cucine Veca Soliera,6,CIMOLAI FEDERICA,Spiker,1976,180,ITA,-
2000/2001,A2,Forme Cucine Veca Soliera,7,BODZIAK ERICLEIA FILHO,Spiker,1969,185,BRA,from 19/11/2000 AL 22/04/2001
2000/2001,A2,Forme Cucine Veca Soliera,8,DULMIERI STEFANIA,Libero,1978,170,ITA,-
2000/2001,A2,Forme Cucine Veca Soliera,9,NICOLINI LAURA,Middleblocker,1979,187,ITA,-
2000/2001,A2,Forme Cucine Veca Soliera,10,MARC DIANA RAMONA,Spiker,1979,183,ROM,-
2000/2001,A2,Forme Cucine Veca Soliera,11,LUGLI LARA,Spiker,1980,181,ITA,-
2000/2001,A2,Forme Cucine Veca Soliera,12,COTTI MILA,Setter,1983,176,ITA,-
2000/2001,A2,Forme Cucine Veca Soliera,15,CROZZOLIN ALESSANDRA,Middleblocker,1977,186,ITA,-
2000/2001,A2,Forme Cucine Veca Soliera,15,ANSALDI MIRNA EUGENIA,Spiker,1977,182,ARG,-
2000/2001,A2,Icot Forlì,1,MAESTRI LISA,Middleblocker,1976,183,ITA,-
2000/2001,A2,Icot Forlì,2,VENTURA ALESSANDRA,Spiker,1983,-,-,from 01/04/2001
2000/2001,A2,Icot Forlì,3,SERAFINI FRANCESCA,Middleblocker,1974,182,ITA,-
2000/2001,A2,Icot Forlì,3,TOLDO GIULIANA,Middleblocker,1975,180,ITA,-
2000/2001,A2,Icot Forlì,4,POLI TANIA,Spiker,1978,181,ITA,-
2000/2001,A2,Icot Forlì,6,ZAMPILLI SARA,Spiker,1980,170,ITA,-
2000/2001,A2,Icot Forlì,7,BENZONI ELENA,Spiker,1981,181,ITA,-
2000/2001,A2,Icot Forlì,8,SECOLO MANUELA,Spiker,1977,181,ITA,-
2000/2001,A2,Icot Forlì,9,ALVES GOMES ANA PAULA,Spiker,1975,181,BRA,-
2000/2001,A2,Icot Forlì,10,CALLEGARO CINZIA,Setter,1975,171,ITA,-
2000/2001,A2,Icot Forlì,11,LANZONI ANNAMARIA,Spiker,1975,-,-,from 26/04/2001
2000/2001,A2,Icot Forlì,12,DE MORAES ANDREA LEOPOLDINA,Spiker,1969,186,BRA,-
2000/2001,A2,Icot Forlì,13,RUGGIERO RAFFAELLA,Setter,1982,180,ITA,-
2000/2001,A2,Icot Forlì,14,PARENTI DARIA,Middleblocker,1977,185,ITA,-
2000/2001,A2,Icot Forlì,15,SPAZZOLI MICHELA,Libero,1975,175,ITA,-
2000/2001,A2,Las Fly Tortoreto,1,BUSSO ELENA,Middleblocker,1976,194,ITA,-
2000/2001,A2,Las Fly Tortoreto,2,GIALLETTI PAOLA,Libero,1976,168,ITA,-
2000/2001,A2,Las Fly Tortoreto,3,SISCOVICH INGRID,Spiker,1980,184,CRC,-
2000/2001,A2,Las Fly Tortoreto,4,BRINKMAN ERNA,Spiker,1972,187,NED,-
2000/2001,A2,Las Fly Tortoreto,5,CELANI FEDERICA,Middleblocker,1975,175,ITA,-
2000/2001,A2,Las Fly Tortoreto,6,TRIVARELLI MARIA FRANCESCA,Spiker,-,-,ITA,-
2000/2001,A2,Las Fly Tortoreto,7,VACCARINI ILENIA,Spiker,-,-,-,from 05/11/2000
2000/2001,A2,Las Fly Tortoreto,8,PETRINI SIMONA,Setter,1983,175,ITA,-
2000/2001,A2,Las Fly Tortoreto,9,GRANDO SAMANTHA,Middleblocker,1975,185,ITA,-
2000/2001,A2,Las Fly Tortoreto,11,RICCIUTELLI SERENA,Libero,1982,175,ITA,-
2000/2001,A2,Las Fly Tortoreto,12,SWIDEREK ANNA,Setter,1981,186,ITA,-
2000/2001,A2,Las Fly Tortoreto,14,D'AMBROSIO GIORGIA,Spiker,-,-,ITA,-
2000/2001,A2,Moreschi Vigevano,1,POLATO ILARIA,Libero,1984,165,ITA,-
2000/2001,A2,Moreschi Vigevano,3,SILVA BIANCA,Spiker,1986,173,ITA,-
2000/2001,A2,Moreschi Vigevano,4,DRAGICEVIC VESNA,Spiker,-,190,SCG,from 14/01/2001
2000/2001,A2,Moreschi Vigevano,5,OTT-VAL- VALENTINA,Spiker,1983,177,ITA,-
2000/2001,A2,Moreschi Vigevano,5,ZERBINATI IRENE,Setter,1981,165,ITA,-
2000/2001,A2,Moreschi Vigevano,6,SPADA SIMONA,Middleblocker,1974,180,ITA,-
2000/2001,A2,Moreschi Vigevano,9,DE SOLE SILVIA,Setter,1973,176,ITA,until 17/12/2000
2000/2001,A2,Moreschi Vigevano,10,VENTURA NICOLETTA,Middleblocker,1976,180,ITA,from 13/12/2000
2000/2001,A2,Moreschi Vigevano,13,DA SILVA JULIANA LEITE,Spiker,1975,175,BRA,-
2000/2001,A2,Moreschi Vigevano,13,RICCI ILARIA,Spiker,1984,165,ITA,-
2000/2001,A2,Moreschi Vigevano,14,SPASSOVA ANTONIA,Spiker,1979,181,ITA,-
2000/2001,A2,Moreschi Vigevano,15,STEFANI ANNA MARIA,Middleblocker,1972,182,ITA,-
2000/2001,A2,Omega San Donà,1,MONARI MICHELA,Middleblocker,1973,185,ITA,-
2000/2001,A2,Omega San Donà,5,TONON VALENTINA,Spiker,1981,183,ITA,-
2000/2001,A2,Omega San Donà,6,MASER INA,Spiker,1977,183,GER,-
2000/2001,A2,Omega San Donà,7,SANGIULIANO RACHELE,Setter,1981,182,ITA,-
2000/2001,A2,Omega San Donà,8,PINHEIRO DA SILVA LESLIE,Spiker,1978,184,BRA,-
2000/2001,A2,Omega San Donà,10,MEDVEDEVA KARINA,Spiker,1967,190,LAT,-
