Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2000/2001,A1,Coppa_Italia,3rd_Place,1,1,0,28/1/2001,15:30,-,-,C,Edison Modena,Modena,1,Phipps Keba,-,C,6.5,3,3,3,-,-,12,5,11,20,-,-,2,-,1,0.5,20,1,-,11,0.55,-,1
2000/2001,A1,Coppa_Italia,3rd_Place,1,1,0,28/1/2001,15:30,-,-,C,Edison Modena,Modena,3,Conde Mariana Isabel,-,-,5.8,5,5,5,-,-,8,4,4,18,1,3,-,-,-,-,16,2,1,5,0.31,-,-
2000/2001,A1,Coppa_Italia,3rd_Place,1,1,0,28/1/2001,15:30,-,-,C,Edison Modena,Modena,4,Leggeri Manuela,-,-,6.9,1,1,1,-,-,11,6,9,9,1,2,6,1,0.83,0.67,9,-,-,5,0.56,-,4
2000/2001,A1,Coppa_Italia,3rd_Place,1,1,0,28/1/2001,15:30,-,-,C,Edison Modena,Modena,5,Bertini Sabrina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000/2001,A1,Coppa_Italia,3rd_Place,1,1,0,28/1/2001,15:30,-,-,C,Edison Modena,Modena,6,Donelli Stefania,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000/2001,A1,Coppa_Italia,3rd_Place,1,1,0,28/1/2001,15:30,-,-,C,Edison Modena,Modena,7,Zhukova Iryna,-,-,6.9,2,2,2,-,-,7,6,7,10,-,2,-,-,-,-,5,-,-,4,0.8,-,1
2000/2001,A1,Coppa_Italia,3rd_Place,1,1,0,28/1/2001,15:30,-,-,C,Edison Modena,Modena,10,Bruschini Laura,L,-,-,*,*,*,-,-,-,-,-1,-,-,-,13,1,0.69,0.62,-,-,-,-,-,-,-
2000/2001,A1,Coppa_Italia,3rd_Place,1,1,0,28/1/2001,15:30,-,-,C,Edison Modena,Modena,11,Pachale Hanka,-,-,6.1,6,6,6,-,-,5,2,3,8,-,-,20,1,0.7,0.65,15,-,1,5,0.33,-,-
2000/2001,A1,Coppa_Italia,3rd_Place,1,1,0,28/1/2001,15:30,-,-,C,Edison Modena,Modena,12,Romanò Maria del Rosario,-,-,-,-,-,4,-,-,4,1,4,2,-,-,3,-,1,0.67,3,-,-,3,1,-,1
2000/2001,A1,Coppa_Italia,3rd_Place,1,1,0,28/1/2001,15:30,-,-,C,Edison Modena,Modena,13,Sanglard Ana Flavia,-,-,6.3,4,4,-,-,-,8,4,7,6,-,-,5,-,0.8,0.6,5,-,-,4,0.8,1,4
