Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2000/2001,A1,Play_Out,1st,1,1,0,20/4/2001,16:00,-,-,C,Pallavolo Reggio Emilia,Reggio Emilia,3,2,8,16,21,25,2,12,17,22,8,16,21,25,7,13,17,20,6,12,15,21,8,16,21,25,5,10,16,18,8,16,21,25,5,10,12,15,4,8,9,10,82,28,49,103,6,5,92,-,0.84,0.68,156,15,11,76,0.49,1,1
2000/2001,A1,Play_Out,1st,1,1,0,20/4/2001,16:00,-,-,O,Rio Marsì PA,Palermo,2,3,2,12,17,22,8,16,21,25,7,13,17,20,8,16,21,25,8,16,21,25,6,12,15,21,8,16,21,25,5,10,16,18,4,8,9,10,5,10,12,15,77,22,47,103,11,-,97,9,0.7,0.52,126,8,1,66,0.52,1,11
2000/2001,A1,Play_Out,1st,2,1,0,21/4/2001,20:30,200,1000000,C,Rio Marsì PA,Palermo,3,2,7,13,14,18,8,16,21,25,4,12,15,18,8,16,21,25,8,16,21,25,4,13,16,19,8,16,21,25,7,10,17,22,4,7,8,16,5,10,12,14,80,25,39,101,10,5,95,2,0.82,0.55,136,13,16,65,0.48,-,10
2000/2001,A1,Play_Out,1st,2,1,0,21/4/2001,20:30,200,1000000,O,Ain Napoli,Napoli,2,3,8,16,21,25,7,13,14,18,8,16,21,25,4,12,15,18,4,13,16,19,8,16,21,25,7,10,17,22,8,16,21,25,5,10,12,14,4,7,8,16,80,27,44,105,10,1,91,6,0.78,0.45,123,10,10,63,0.51,-,16
2000/2001,A1,Play_Out,1st,3,1,0,22/4/2001,20:45,630,1800000,C,Pallavolo Reggio Emilia,Reggio Emilia,3,1,7,16,21,25,8,13,14,23,6,16,20,27,8,13,21,25,5,12,15,15,8,16,21,25,8,15,18,26,7,16,21,24,-,-,-,-,-,-,-,-,70,24,26,92,9,-,93,3,0.84,0.56,165,15,13,66,0.4,4,4
2000/2001,A1,Play_Out,1st,3,1,0,22/4/2001,20:45,630,1800000,O,Ain Napoli,Napoli,1,3,8,13,14,23,7,16,21,25,8,13,21,25,6,16,20,27,8,16,21,25,5,12,15,15,7,16,21,24,8,15,18,26,-,-,-,-,-,-,-,-,68,28,44,98,5,3,83,1,0.82,0.57,131,13,4,52,0.4,1,13
2000/2001,A1,Play_Out,2nd,1,1,0,27/4/2001,20:30,800,-,C,Rio Marsì PA,Palermo,2,3,6,12,13,14,8,16,21,25,8,15,21,27,5,16,20,25,8,16,21,25,5,11,15,19,8,13,15,22,6,16,21,25,1,10,12,13,5,9,10,15,76,28,38,101,9,4,104,6,0.65,0.38,165,9,14,59,0.36,-,13
2000/2001,A1,Play_Out,2nd,1,1,0,27/4/2001,20:30,800,-,O,Ain Napoli,Napoli,3,2,8,16,21,25,6,12,13,14,5,16,20,25,8,15,21,27,5,11,15,19,8,16,21,25,6,16,21,25,8,13,15,22,5,9,10,15,1,10,12,13,88,36,48,109,5,6,92,6,0.6,0.35,148,13,13,68,0.46,3,14
2000/2001,A1,Play_Out,2nd,2,1,0,28/4/2001,20:30,169,-,C,Pallavolo Reggio Emilia,Reggio Emilia,0,3,8,16,19,23,6,15,21,25,5,12,14,17,8,16,21,25,3,12,15,16,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,9,12,57,6,2,67,5,0.66,0.52,95,6,10,33,0.35,1,5
2000/2001,A1,Play_Out,2nd,2,1,0,28/4/2001,20:30,169,-,O,Ain Napoli,Napoli,3,0,6,15,21,25,8,16,19,23,8,16,21,25,5,12,14,17,8,16,21,25,3,12,15,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,25,40,74,7,4,51,2,0.71,0.43,90,4,5,46,0.51,2,10
2000/2001,A1,Play_Out,2nd,3,1,0,29/4/2001,17:00,600,-,C,Rio Marsì PA,Palermo,1,3,8,16,21,25,2,13,17,20,8,15,19,21,5,16,21,25,4,12,16,23,8,16,21,25,6,11,17,22,8,16,21,25,-,-,-,-,-,-,-,-,77,25,33,92,6,3,90,6,0.67,0.42,144,13,16,67,0.47,3,7
2000/2001,A1,Play_Out,2nd,3,1,0,29/4/2001,17:00,600,-,O,Pallavolo Reggio Emilia,Reggio Emilia,3,1,2,13,17,20,8,16,21,25,5,16,21,25,8,15,19,21,8,16,21,25,4,12,16,23,8,16,21,25,6,11,17,22,-,-,-,-,-,-,-,-,70,24,45,94,4,4,86,4,0.69,0.37,119,9,7,50,0.42,1,16
2000/2001,A1,Play_Out,3rd,1,1,0,4/5/2001,20:30,-,-,C,Ain Napoli,Napoli,3,0,8,16,21,25,5,15,18,20,8,16,21,25,7,12,17,18,8,16,19,25,5,14,21,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,23,28,72,7,3,56,3,0.82,0.75,93,11,4,43,0.46,2,9
2000/2001,A1,Play_Out,3rd,1,1,0,4/5/2001,20:30,-,-,O,Pallavolo Reggio Emilia,Reggio Emilia,0,3,5,15,18,20,8,16,21,25,7,12,17,18,8,16,21,25,5,14,21,23,8,16,19,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,11,7,62,6,2,65,5,0.68,0.63,105,11,9,34,0.32,2,4
2000/2001,A1,Play_Out,3rd,2,1,0,5/5/2001,20:30,-,-,C,Pallavolo Reggio Emilia,Reggio Emilia,3,2,8,16,21,25,7,12,19,19,7,16,21,24,8,13,19,26,8,16,20,23,5,11,21,25,8,16,21,25,4,11,15,23,3,10,12,15,5,7,8,10,81,32,46,112,4,1,97,5,0.74,0.39,152,13,11,64,0.42,2,16
2000/2001,A1,Play_Out,3rd,2,1,0,5/5/2001,20:30,-,-,O,Rio Marsì PA,Palermo,2,3,7,12,19,19,8,16,21,25,8,13,19,26,7,16,21,24,5,11,21,25,8,16,20,23,4,11,15,23,8,16,21,25,5,7,8,10,3,10,12,15,82,31,35,102,5,2,108,5,0.67,0.44,164,17,16,69,0.42,4,11
2000/2001,A1,Play_Out,3rd,3,1,0,6/5/2001,18:00,-,-,C,Ain Napoli,Napoli,3,1,8,14,20,23,7,16,21,25,3,16,21,25,8,9,12,13,8,16,21,25,1,8,13,17,7,16,21,26,8,13,19,24,-,-,-,-,-,-,-,-,80,40,38,98,12,9,74,9,0.65,0.34,115,8,12,54,0.47,1,17
2000/2001,A1,Play_Out,3rd,3,1,0,6/5/2001,18:00,-,-,O,Rio Marsì PA,Palermo,1,3,7,16,21,25,8,14,20,23,8,9,12,13,3,16,21,25,1,8,13,17,8,16,21,25,8,13,19,24,7,16,21,26,-,-,-,-,-,-,-,-,56,28,7,80,6,7,86,13,0.57,0.3,105,11,17,37,0.35,2,12
2000/2001,A1,Regular_Season,1st,1,1,1,21/10/2000,15:30,1700,-,C,Edison Modena,Modena,2,3,7,16,21,25,8,14,17,19,5,16,21,25,8,12,18,21,4,12,15,20,8,16,21,25,8,16,19,22,7,15,21,25,3,5,8,10,5,10,12,15,67,25,19,103,7,1,91,4,0.7,0.44,157,17,19,51,0.32,1,15
2000/2001,A1,Regular_Season,1st,1,1,1,21/10/2000,15:30,1700,-,O,Minetti Vicenza,Vicenza,3,2,8,14,17,19,7,16,21,25,8,12,18,21,5,16,21,25,8,16,21,25,4,12,15,20,7,15,21,25,8,16,19,22,5,10,12,15,3,5,8,10,77,31,29,104,13,4,96,1,0.74,0.48,176,18,15,54,0.31,1,19
2000/2001,A1,Regular_Season,1st,1,2,2,21/10/2000,18:00,1700,-,C,Romanellli Firenze,Firenze Romanelli,3,0,8,16,21,25,4,11,16,20,8,16,21,25,2,12,16,22,8,16,21,25,4,11,13,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,23,29,74,3,4,45,2,0.8,0.38,86,10,6,39,0.45,-,7
2000/2001,A1,Regular_Season,1st,1,2,2,21/10/2000,18:00,1700,-,O,Ain Napoli,Napoli,0,3,4,11,16,20,8,16,21,25,2,12,16,22,8,16,21,25,4,11,13,13,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,9,9,55,10,1,71,4,0.83,0.28,86,11,7,34,0.4,-,6
