Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2001/2002,A1,Coppa_Italia,8th,1,1,0,13/10/2001,17:00,-,-,C,Pallavolo Palermo,Palermo,0,3,5,16,21,22,8,12,14,25,2,9,15,27,8,16,21,29,4,11,17,21,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,18,27,81,4,2,83,5,0.75,0.61,118,10,11,50,0.42,-,5
2001/2002,A1,Coppa_Italia,8th,1,1,0,13/10/2001,17:00,-,-,O,Famila Imola,Imola,3,0,8,12,14,25,5,16,21,22,8,16,21,29,2,9,15,27,8,16,21,25,4,11,17,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76,28,48,92,9,4,77,3,0.81,0.68,122,10,5,61,0.5,1,11
2001/2002,A1,Coppa_Italia,8th,1,2,0,13/10/2001,20:30,-,-,C,Cerdisa Reggio Emilia,Reggio Emilia,2,3,8,16,20,23,5,14,21,25,4,15,19,25,8,16,21,23,5,13,20,26,8,16,21,24,1,12,16,20,8,16,21,25,4,9,11,11,5,10,12,15,77,26,33,105,10,6,101,5,0.85,0.63,154,13,14,59,0.38,2,12
2001/2002,A1,Coppa_Italia,8th,1,2,0,13/10/2001,20:30,-,-,O,Romanelli Firenze,Firenze Romanelli,3,2,5,14,21,25,8,16,20,23,8,16,21,23,4,15,19,25,8,16,21,24,5,13,20,26,8,16,21,25,1,12,16,20,5,10,12,15,4,9,11,11,82,27,39,112,11,2,95,6,0.83,0.64,157,10,12,66,0.42,4,14
2001/2002,A1,Coppa_Italia,8th,1,3,0,14/10/2001,15:30,-,-,C,Monte Schiavo Banca Marche,Jesi,2,3,5,12,19,19,8,16,21,25,8,15,20,25,7,16,21,19,8,16,21,18,3,15,18,25,4,16,21,25,8,13,17,20,-,-,-,16,-,-,-,18,59,23,32,95,4,-,79,9,0.67,0.56,112,7,7,50,0.45,-,9
2001/2002,A1,Coppa_Italia,8th,1,3,0,14/10/2001,15:30,-,-,O,Despar Perugia,Perugia,3,2,8,16,21,25,5,12,19,19,7,16,21,19,8,15,20,25,3,15,18,25,8,16,21,18,8,13,17,20,4,16,21,25,-,-,-,18,-,-,-,16,77,32,38,91,12,8,91,1,0.86,0.78,144,17,9,62,0.43,-,7
2001/2002,A1,Coppa_Italia,8th,1,4,0,14/10/2001,18:00,-,-,C,Asystel Novara,Novara Trecate,3,1,4,10,14,17,8,16,21,25,8,16,19,25,7,13,21,20,8,14,15,25,7,16,21,19,-,-,-,25,-,-,-,22,-,-,-,-,-,-,-,-,35,9,9,55,7,1,54,7,0.7,0.61,75,5,7,29,0.39,-,5
2001/2002,A1,Coppa_Italia,8th,1,4,0,14/10/2001,18:00,-,-,O,Minetti Cia Vicenza,Vicenza,1,3,8,16,21,25,4,10,14,17,7,13,21,20,8,16,19,25,7,16,21,19,8,14,15,25,-,-,-,22,-,-,-,25,-,-,-,-,-,-,-,-,54,23,31,65,11,6,48,3,0.75,0.71,80,5,4,41,0.51,-,7
2001/2002,A1,Coppa_Italia,Final,1,1,0,24/2/2002,18:30,2300,-,C,Radio 105 Foppapedretti Bergamo,Volley Bergamo,0,3,2,10,14,15,8,16,21,25,5,10,14,19,8,16,21,25,5,14,18,23,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,17,16,58,4,4,70,6,0.71,0.49,91,8,15,36,0.4,-,9
2001/2002,A1,Coppa_Italia,Final,1,1,0,24/2/2002,18:30,2300,-,O,Edison Modena,Modena,3,0,8,16,21,25,2,10,14,15,8,16,21,25,5,10,14,19,8,16,21,25,5,14,18,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,30,42,74,4,3,54,4,0.76,0.39,94,4,9,45,0.48,-,15
2001/2002,A1,Coppa_Italia,Semifinal,1,1,0,23/2/2002,15:30,2100,-,C,Radio 105 Foppapedretti Bergamo,Volley Bergamo,3,0,8,16,21,25,5,14,19,21,8,16,21,25,5,12,17,22,8,16,21,25,1,11,14,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,21,27,74,7,4,49,1,0.67,0.57,90,5,8,40,0.44,-,4
2001/2002,A1,Coppa_Italia,Semifinal,1,1,0,23/2/2002,15:30,2100,-,O,Capo Sud Reggio Calabria,Reggio Calabria,0,3,5,14,19,21,8,16,21,25,5,12,17,22,8,16,21,25,1,11,14,17,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,13,13,61,12,1,67,6,0.67,0.57,80,10,4,38,0.48,2,8
2001/2002,A1,Coppa_Italia,Semifinal,1,2,0,23/2/2002,18:45,2100,-,C,Edison Modena,Modena,3,0,8,16,21,25,2,7,13,15,8,16,21,25,5,8,13,14,7,15,21,25,8,16,19,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,28,39,73,1,4,40,2,0.83,0.63,75,5,7,39,0.52,-,11
2001/2002,A1,Coppa_Italia,Semifinal,1,2,0,23/2/2002,18:45,2100,-,O,Simap Ravenna,Ravenna,0,3,2,7,13,15,8,16,21,25,5,8,13,14,8,16,21,25,8,16,19,19,7,15,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,9,6,50,10,2,72,6,0.67,0.54,85,8,11,32,0.38,-,7
2001/2002,A1,Play_Off,Final,1,1,0,1/5/2002,17:30,5100,-,C,Asystel Novara,Novara Trecate,3,2,8,16,21,25,5,13,19,22,8,12,16,21,7,16,21,25,8,16,21,25,3,13,17,21,6,16,17,18,8,15,21,25,5,10,12,15,3,9,11,13,70,25,31,104,6,3,92,5,0.83,0.61,139,10,17,53,0.38,1,14
2001/2002,A1,Play_Off,Final,1,1,0,1/5/2002,17:30,5100,-,O,Radio 105 Foppapedretti Bergamo,Volley Bergamo,2,3,5,13,19,22,8,16,21,25,7,16,21,25,8,12,16,21,3,13,17,21,8,16,21,25,8,15,21,25,6,16,17,18,3,9,11,13,5,10,12,15,87,35,37,106,14,4,98,5,0.77,0.52,155,17,14,66,0.43,-,17
2001/2002,A1,Play_Off,Final,2,1,0,5/5/2002,18:30,3300,-,C,Radio 105 Foppapedretti Bergamo,Volley Bergamo,3,1,6,15,21,25,8,16,18,21,8,16,21,25,6,13,17,20,8,15,19,22,7,16,21,25,8,16,21,25,3,10,14,18,-,-,-,-,-,-,-,-,71,21,46,96,8,5,75,2,0.8,0.67,131,6,8,53,0.4,1,13
2001/2002,A1,Play_Off,Final,2,1,0,5/5/2002,18:30,3300,-,O,Asystel Novara,Novara Trecate,1,3,8,16,18,21,6,15,21,25,6,13,17,20,8,16,21,25,7,16,21,25,8,15,19,22,3,10,14,18,8,16,21,25,-,-,-,-,-,-,-,-,66,14,27,85,10,3,88,5,0.73,0.57,138,10,12,55,0.4,2,8
2001/2002,A1,Play_Off,Final,3,1,0,9/5/2002,20:30,-,-,C,Radio 105 Foppapedretti Bergamo,Volley Bergamo,3,0,8,16,21,25,3,7,13,15,8,16,0,25,6,11,0,18,8,16,21,25,4,11,15,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,26,28,73,6,3,45,4,0.71,0.53,76,5,7,41,0.54,1,7
2001/2002,A1,Play_Off,Final,3,1,0,9/5/2002,20:30,-,-,O,Asystel Novara,Novara Trecate,0,3,3,7,13,15,8,16,21,25,6,11,0,18,8,16,0,25,4,11,15,18,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,9,4,54,9,2,67,3,0.66,0.48,87,11,8,26,0.3,-,7
2001/2002,A1,Play_Off,Final,4,1,0,12/5/2002,18:30,-,-,C,Asystel Novara,Novara Trecate,0,3,8,14,21,23,5,16,19,25,2,8,13,18,8,16,21,25,3,7,10,10,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,8,2,53,6,2,72,2,0.83,0.56,94,12,11,31,0.33,2,2
2001/2002,A1,Play_Off,Final,4,1,0,12/5/2002,18:30,-,-,O,Radio 105 Foppapedretti Bergamo,Volley Bergamo,3,0,5,16,19,25,8,14,21,23,8,16,21,25,2,8,13,18,8,16,21,25,3,7,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,28,37,73,1,1,47,2,0.66,0.43,85,11,2,42,0.49,1,11
2001/2002,A1,Play_Off,Quarter,1,1,0,9/4/2002,20:30,700,2200,C,Radio 105 Foppapedretti Bergamo,Volley Bergamo,3,1,3,13,21,25,8,16,19,22,8,16,21,25,4,12,19,27,6,13,21,25,8,16,19,19,8,16,21,25,2,9,13,17,-,-,-,-,-,-,-,-,74,30,44,99,3,6,74,5,0.73,0.5,127,8,12,58,0.46,2,10
2001/2002,A1,Play_Off,Quarter,1,1,0,9/4/2002,20:30,700,2200,O,Caffè Sesso Reggio Calabria,Reggio Calabria,1,3,8,16,19,22,3,13,21,25,4,12,19,27,8,16,21,25,8,16,19,19,6,13,21,25,2,9,13,17,8,16,21,25,-,-,-,-,-,-,-,-,69,22,27,85,11,3,96,9,0.58,0.44,130,11,10,54,0.42,1,12
2001/2002,A1,Play_Off,Quarter,1,2,0,10/4/2002,20:30,2100,-,C,Despar Colussi Perugia,Perugia,3,0,4,16,21,28,8,14,17,26,6,16,21,29,8,13,18,27,2,15,21,25,8,16,17,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62,24,27,81,4,4,65,5,0.77,0.52,109,13,12,51,0.47,1,7
2001/2002,A1,Play_Off,Quarter,1,2,0,10/4/2002,20:30,2100,-,O,Starfin Ravenna,Ravenna,0,3,8,14,17,26,4,16,21,28,8,13,18,27,6,16,21,29,8,16,17,21,2,15,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,16,22,75,10,4,77,5,0.55,0.36,97,6,7,38,0.39,4,12
2001/2002,A1,Play_Off,Quarter,1,3,0,10/4/2002,20:30,600,-,C,Edison Modena,Modena,1,3,6,13,17,23,8,16,21,25,8,13,20,25,6,16,21,23,6,16,19,20,8,15,21,25,6,16,20,23,8,12,21,25,-,-,-,-,-,-,-,-,66,20,31,92,6,3,87,5,0.8,0.45,126,11,13,51,0.4,-,12
2001/2002,A1,Play_Off,Quarter,1,3,0,10/4/2002,20:30,600,-,O,Metodo Minetti Vicenza,Vicenza,3,1,8,16,21,25,6,13,17,23,6,16,21,23,8,13,20,25,8,15,21,25,6,16,19,20,8,12,21,25,6,16,20,23,-,-,-,-,-,-,-,-,79,26,37,97,10,3,86,5,0.76,0.38,147,15,12,63,0.43,-,13
2001/2002,A1,Play_Off,Quarter,1,4,0,10/4/2002,20:30,1600,6300,C,Asystel Novara,Novara Trecate,3,1,8,16,21,25,2,9,14,14,5,16,19,22,8,15,21,25,8,16,21,25,5,9,13,17,8,16,21,25,5,13,19,23,-,-,-,-,-,-,-,-,82,31,51,96,8,6,76,4,0.84,0.67,128,6,9,63,0.49,4,13
2001/2002,A1,Play_Off,Quarter,1,4,0,10/4/2002,20:30,1600,6300,O,Monte Schiavo Banca Marche Jesi,Jesi,1,3,2,9,14,14,8,16,21,25,8,15,21,25,5,16,19,22,5,9,13,17,8,16,21,25,5,13,19,23,8,16,21,25,-,-,-,-,-,-,-,-,61,16,24,80,4,3,88,9,0.76,0.58,134,9,13,49,0.37,2,9
2001/2002,A1,Play_Off,Quarter,2,1,0,13/4/2002,18:00,350,850,C,Caffè Sesso Reggio Calabria,Reggio Calabria,1,3,8,15,19,22,4,16,21,25,8,15,15,17,8,16,21,25,2,16,21,25,8,15,19,21,8,13,19,23,5,16,21,25,-,-,-,-,-,-,-,-,64,19,28,89,8,2,90,4,0.88,0.77,133,11,12,52,0.39,1,10
2001/2002,A1,Play_Off,Quarter,2,1,0,13/4/2002,18:00,350,850,O,Radio 105 Foppapedretti Bergamo,Volley Bergamo,3,1,4,16,21,25,8,15,19,22,8,16,21,25,8,15,15,17,8,15,19,21,2,16,21,25,5,16,21,25,8,13,19,23,-,-,-,-,-,-,-,-,75,24,42,94,4,4,81,2,0.89,0.78,127,11,10,59,0.46,6,12
2001/2002,A1,Play_Off,Quarter,2,2,0,14/4/2002,18:30,1600,-,C,Starfin Ravenna,Ravenna,1,3,8,16,21,25,7,11,17,18,5,13,14,17,8,16,21,25,8,16,21,23,7,14,20,25,8,16,21,21,7,15,20,25,-,-,-,-,-,-,-,-,66,20,34,87,11,3,83,4,0.49,0.31,118,8,8,52,0.44,1,11
2001/2002,A1,Play_Off,Quarter,2,2,0,14/4/2002,18:30,1600,-,O,Despar Colussi Perugia,Perugia,3,1,7,11,17,18,8,16,21,25,8,16,21,25,5,13,14,17,7,14,20,25,8,16,21,23,7,15,20,25,8,16,21,21,-,-,-,-,-,-,-,-,70,23,35,92,9,3,76,4,0.67,0.43,125,10,11,59,0.47,1,8
2001/2002,A1,Play_Off,Quarter,2,3,0,14/4/2002,17:30,2300,7500,C,Metodo Minetti Vicenza,Vicenza,3,2,8,16,21,25,6,10,13,17,8,16,21,25,6,11,14,15,6,12,16,17,8,16,21,25,8,14,17,20,5,16,21,25,5,10,12,15,3,7,7,8,82,27,49,102,10,4,82,3,0.74,0.51,122,13,6,64,0.52,1,14
2001/2002,A1,Play_Off,Quarter,2,3,0,14/4/2002,17:30,2300,7500,O,Edison Modena,Modena,2,3,6,10,13,17,8,16,21,25,6,11,14,15,8,16,21,25,8,16,21,25,6,12,16,17,5,16,21,25,8,14,17,20,3,7,7,8,5,10,12,15,63,14,24,90,8,2,92,7,0.71,0.53,131,8,14,55,0.42,2,6
2001/2002,A1,Play_Off,Quarter,2,4,0,13/4/2002,20:30,-,-,C,Monte Schiavo Banca Marche Jesi,Jesi,3,0,8,15,21,28,5,16,20,26,8,16,21,25,5,15,16,19,8,16,21,25,4,8,11,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,24,27,76,6,3,48,2,0.77,0.31,91,9,5,39,0.43,1,8
2001/2002,A1,Play_Off,Quarter,2,4,0,13/4/2002,20:30,-,-,O,Asystel Novara,Novara Trecate,0,3,5,16,20,26,8,15,21,28,5,15,16,19,8,16,21,25,4,8,11,14,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,11,2,61,13,1,70,4,0.81,0.33,98,14,8,37,0.38,2,5
2001/2002,A1,Play_Off,Quarter,3,1,0,17/4/2002,20:30,2100,8400,C,Asystel Novara,Novara Trecate,3,1,8,16,21,25,7,13,15,22,6,16,18,21,8,14,21,25,6,14,18,28,8,16,21,26,8,16,21,25,7,10,12,15,-,-,-,-,-,-,-,-,78,31,50,98,9,7,82,2,0.84,0.71,136,11,3,53,0.39,3,18
2001/2002,A1,Play_Off,Quarter,3,1,0,17/4/2002,20:30,2100,8400,O,Monte Schiavo Banca Marche Jesi,Jesi,1,3,7,13,15,22,8,16,21,25,8,14,21,25,6,16,18,21,8,16,21,26,6,14,18,28,7,10,12,15,8,16,21,25,-,-,-,-,-,-,-,-,65,19,19,89,7,2,89,7,0.88,0.71,158,12,18,60,0.38,2,3
2001/2002,A1,Play_Off,Semifinal,1,1,0,21/4/2002,17:30,2100,8000,C,Radio 105 Foppapedretti Bergamo,Volley Bergamo,3,1,8,16,21,25,4,9,12,13,3,10,14,17,8,16,21,25,8,16,21,25,1,8,11,12,8,16,21,25,2,9,13,14,-,-,-,-,-,-,-,-,67,32,40,91,9,5,58,3,0.76,0.66,102,8,4,51,0.5,3,11
2001/2002,A1,Play_Off,Semifinal,1,1,0,21/4/2002,17:30,2100,8000,O,Despar Colussi Perugia,Perugia,1,3,4,9,12,13,8,16,21,25,8,16,21,25,3,10,14,17,1,8,11,12,8,16,21,25,2,9,13,14,8,16,21,25,-,-,-,-,-,-,-,-,45,11,6,65,7,2,82,7,0.59,0.51,112,12,11,39,0.35,2,4
2001/2002,A1,Play_Off,Semifinal,1,2,0,20/4/2002,15:15,2300,9500,C,Asystel Novara,Novara Trecate,3,2,8,16,21,25,6,13,15,19,8,13,17,29,6,16,21,31,8,10,13,15,6,16,21,25,8,16,21,25,6,14,18,21,1,10,12,15,5,9,11,11,85,29,44,108,12,4,104,4,0.89,0.71,159,17,8,72,0.45,-,9
2001/2002,A1,Play_Off,Semifinal,1,2,0,20/4/2002,15:15,2300,9500,O,Metodo Minetti Vicenza,Vicenza,2,3,6,13,15,19,8,16,21,25,6,16,21,31,8,13,17,29,6,16,21,25,8,10,13,15,6,14,18,21,8,16,21,25,5,9,11,11,1,10,12,15,79,30,41,108,4,3,96,6,0.81,0.63,163,16,9,68,0.42,3,8
2001/2002,A1,Play_Off,Semifinal,2,1,0,24/4/2002,20:30,3400,-,C,Despar Colussi Perugia,Perugia,2,3,4,11,21,25,8,16,20,21,2,8,10,13,8,16,21,25,8,16,21,25,7,10,15,16,8,14,17,18,7,16,21,25,1,4,6,9,5,10,12,15,74,23,28,91,13,2,93,5,0.8,0.52,161,20,8,63,0.39,-,9
2001/2002,A1,Play_Off,Semifinal,2,1,0,24/4/2002,20:30,3400,-,O,Radio 105 Foppapedretti Bergamo,Volley Bergamo,3,2,8,16,20,21,4,11,21,25,8,16,21,25,2,8,10,13,7,10,15,16,8,16,21,25,7,16,21,25,8,14,17,18,5,10,12,15,1,4,6,9,69,27,41,101,8,5,78,5,0.6,0.37,128,5,9,56,0.44,1,8
2001/2002,A1,Play_Off,Semifinal,2,2,0,24/4/2002,20:30,2600,9100,C,Metodo Minetti Vicenza,Vicenza,3,0,5,16,21,25,8,15,18,19,8,16,21,25,5,13,18,22,8,15,21,25,5,16,20,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,27,38,73,1,-,61,6,0.52,0.38,107,8,5,44,0.41,1,15
2001/2002,A1,Play_Off,Semifinal,2,2,0,24/4/2002,20:30,2600,9100,O,Asystel Novara,Novara Trecate,0,3,8,15,18,19,5,16,21,25,5,13,18,22,8,16,21,25,5,16,20,23,8,15,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,17,22,66,5,4,72,1,0.9,0.71,128,10,15,45,0.35,1,5
