Season,Division,Team,No,Player,Role,Born,Height,Born Place,Nat. Sport.,Note1,Note2
2001/2002,A1,Itas Diatec Trentino,15,MESZAROS Domotor,Spiker,1976,199,HUN,HUN,-,-
2001/2002,A1,Lube Banca Marche Macerata,1,RAVELLINO Manuele,Middleblocker,1974,201,NA,ITA,-,-
2001/2002,A1,Lube Banca Marche Macerata,2,SKORIC Edin,Spiker,1975,-,-,-,from 26/03/2002,-
2001/2002,A1,Lube Banca Marche Macerata,2,BARNETT Kevin,Spiker,1974,198,USA,USA,-,-
2001/2002,A1,Lube Banca Marche Macerata,3,GRAVINA Pasquale,Middleblocker,1970,202,CB,ITA,-,-
2001/2002,A1,Lube Banca Marche Macerata,5,MEONI Marco,Setter,1973,196,PD,ITA,-,-
2001/2002,A1,Lube Banca Marche Macerata,6,GERIC Andrija,Middleblocker,1977,203,SRB,SRB,-,-
2001/2002,A1,Lube Banca Marche Macerata,7,WIJSMANS Wout,Spiker,1977,200,BEL,BEL,-,-
2001/2002,A1,Lube Banca Marche Macerata,8,BRACCI Marco,Spiker,1966,197,FI,ITA,-,-
2001/2002,A1,Lube Banca Marche Macerata,9,MAZZONELLI Nicola,Setter,1969,193,VR,ITA,-,-
2001/2002,A1,Lube Banca Marche Macerata,10,PAPARONI Alessandro,Spiker,1981,191,MC,ITA,-,-
2001/2002,A1,Lube Banca Marche Macerata,12,CORSANO Mirko,Libero,1973,191,LE,ITA,-,-
2001/2002,A1,Lube Banca Marche Macerata,14,MILJKOVIC Ivan,Spiker,1979,206,SRB,SRB,-,-
2001/2002,A1,Lube Banca Marche Macerata,15,PAOLETTI Matteo,Spiker,1982,203,AN,ITA,-,-
2001/2002,A1,Lube Banca Marche Macerata,16,NICOLAI Carlo,Spiker,-,192,-,ITA,from 10/03/2002,-
2001/2002,A1,Maxicono Parma,1,DINEIKIN Stanislav,Spiker,1973,216,RUS,RUS,-,-
2001/2002,A1,Maxicono Parma,2,ABBATI Michele,Libero,1981,182,-,ITA,-,-
2001/2002,A1,Maxicono Parma,3,DI FRANCO Massimiliano,Middleblocker,1978,203,CL,ITA,-,-
2001/2002,A1,Maxicono Parma,5,VERMIGLIO Valerio,Setter,1976,189,ME,ITA,-,-
2001/2002,A1,Maxicono Parma,6,CHOULEPOV Igor,Spiker,1972,203,RUS,RUS,-,-
2001/2002,A1,Maxicono Parma,7,LIRUTTI Kristian,Spiker,1975,190,UD,ITA,-,-
2001/2002,A1,Maxicono Parma,8,HUPKA Robert,Spiker,1981,202,SVK,SVK,-,-
2001/2002,A1,Maxicono Parma,9,RAMBELLI Lorenzo,Setter,1975,190,RA,ITA,-,-
2001/2002,A1,Maxicono Parma,10,AIELLO Andrea,Spiker,1970,192,PR,ITA,-,-
2001/2002,A1,Maxicono Parma,11,SORCINELLI Giuseppe,Libero,1971,195,PU,ITA,-,-
2001/2002,A1,Maxicono Parma,13,TENCATI Luca,Middleblocker,1979,200,CR,ITA,-,-
2001/2002,A1,Maxicono Parma,16,SALVADOR Juan Josè,Middleblocker,1975,200,ESP,ESP,-,-
2001/2002,A1,Noicom Brebanca Cuneo,1,SPESCHA Simone,Spiker,1979,200,RM,ITA,-,-
2001/2002,A1,Noicom Brebanca Cuneo,2,FERRUA Francesco,Middleblocker,1965,196,CN,ITA,-,-
2001/2002,A1,Noicom Brebanca Cuneo,3,MASTRANGELO Luigi,Middleblocker,1975,202,TA,ITA,-,-
2001/2002,A1,Noicom Brebanca Cuneo,4,DE GIORGI Ferdinando,Setter,1961,178,LE,ITA,-,-
2001/2002,A1,Noicom Brebanca Cuneo,5,OMRCEN Igor,Middleblocker,1980,208,CRO,CRO,-,-
2001/2002,A1,Noicom Brebanca Cuneo,6,SAMMELVUO Tuomas,Spiker,1976,193,FIN,FIN,-,-
2001/2002,A1,Noicom Brebanca Cuneo,7,CARDONA Maikel Cristobal,Middleblocker,1976,202,CUB,CUB,-,-
2001/2002,A1,Noicom Brebanca Cuneo,8,SARTORETTI Andrea,Spiker,1971,194,PG,ITA,-,-
2001/2002,A1,Noicom Brebanca Cuneo,9,RINALDI Pietro,Libero,1972,197,RM,ITA,-,-
2001/2002,A1,Noicom Brebanca Cuneo,10,COSCIONE Manuel,Setter,1980,188,CN,ITA,-,-
2001/2002,A1,Noicom Brebanca Cuneo,11,KANTOR Sandor,Spiker,1971,196,HUN,HUN,-,-
2001/2002,A1,Noicom Brebanca Cuneo,12,LATTANZI Niccolò,Spiker,1983,196,PG,ITA,-,-
2001/2002,A1,Noicom Brebanca Cuneo,12,CASOLI Cristian,Spiker,1975,194,VA,ITA,-,-
2001/2002,A1,Roma Volley,1,DECIO Massimiliano,Spiker,1971,194,VA,ITA,-,-
2001/2002,A1,Roma Volley,1,TRIMARCHI Alessandro,Libero,1972,184,CT,ITA,-,-
2001/2002,A1,Roma Volley,2,OGGIANO Andrea,Setter,1982,191,-,ITA,-,-
2001/2002,A1,Roma Volley,3,MAZZOLENA Marco,Spiker,-,187,-,ITA,-,-
2001/2002,A1,Roma Volley,4,DESPAIGNE Joel,Spiker,1966,191,CUB,CUB,-,-
2001/2002,A1,Roma Volley,6,SARACENI Gianluca,Spiker,1979,200,RM,ITA,-,-
2001/2002,A1,Roma Volley,7,JABIF Sebastian,Spiker,1973,190,ARG,-,-,-
2001/2002,A1,Roma Volley,9,ALBERTI Matteo,Middleblocker,1973,-,-,ITA,-,-
2001/2002,A1,Roma Volley,11,DI MANNO Enzo,Spiker,1982,198,USA,ITA,-,-
2001/2002,A1,Roma Volley,11,HERNANDEZ Osvaldo,Spiker,1970,198,CUB,CUB,from 13/01/2002,-
2001/2002,A1,Roma Volley,15,SOTTOCORONA Francesco,Middleblocker,1973,195,RM,ITA,-,-
2001/2002,A1,Roma Volley,16,PAOLUCCI Adriano,Setter,1979,190,RM,ITA,-,-
2001/2002,A1,Roma Volley,18,VUSUROVIC Igor,Middleblocker,1974,200,SRB,SRB,-,-
2001/2002,A1,Roma Volley,-,MIGLIORANZA Marco,Setter,1984,190,RM,ITA,-,-
2001/2002,A1,Sempre Volley Padova,1,CAMPORESE Fabio,Setter,-,-,-,ITA,from 28/10/2001,-
2001/2002,A1,Sempre Volley Padova,1,HANNI Arto,Setter,1973,188,FIN,FIN,-,-
2001/2002,A1,Sempre Volley Padova,3,CAVALLINI Lorenzo,Middleblocker,1970,198,RE,ITA,-,-
2001/2002,A1,Sempre Volley Padova,4,TOMALINO Massimo,Middleblocker,1976,205,GE,ITA,-,-
2001/2002,A1,Sempre Volley Padova,5,ZAGUMNY Pavel,Setter,1977,200,POL,POL,-,-
2001/2002,A1,Sempre Volley Padova,6,MOGENTALE Roberto,Spiker,1979,192,VI,ITA,-,-
2001/2002,A1,Sempre Volley Padova,7,MODNICKI Dawid,Middleblocker,1975,205,POL,ITA,-,-
2001/2002,A1,Sempre Volley Padova,8,VIANELLO Maurizio,Spiker,1972,193,PD,ITA,-,-
2001/2002,A1,Sempre Volley Padova,9,GRANVORKA Frantz,Spiker,1976,195,FRA,FRA,-,-
2001/2002,A1,Sempre Volley Padova,10,DESIDERIO Daniele,Spiker,1979,198,CT,ITA,-,-
2001/2002,A1,Sempre Volley Padova,11,MORETTI Luca,Libero,1962,190,AN,ITA,-,-
2001/2002,A1,Sempre Volley Padova,12,MORSUT Leonardo,Spiker,1980,196,PD,ITA,-,-
2001/2002,A1,Sempre Volley Padova,13,GAVRILOV Ivaylo,Spiker,1970,199,BUL,BUL,-,-
2001/2002,A1,Sira Cucine Falconara,1,ROSSETTI Giacomo,Setter,1971,195,AN,ITA,-,-
2001/2002,A1,Sira Cucine Falconara,3,STELMACH Krzystof,Spiker,1967,198,POL,POL,-,-
2001/2002,A1,Sira Cucine Falconara,4,DELLA LUNGA Dore,Spiker,1984,187,AN,ITA,-,-
2001/2002,A1,Sira Cucine Falconara,5,FILIPPONI Francesco,Libero,1966,188,AN,ITA,-,-
2001/2002,A1,Sira Cucine Falconara,6,DE MARCO Massimo,Spiker,1982,195,RM,ITA,from 17/02/2002,-
2001/2002,A1,Sira Cucine Falconara,6,BRUSCHI Leonardo,Spiker,1984,194,AN,ITA,from 06/01/2002,-
2001/2002,A1,Sira Cucine Falconara,6,VIGILANTE Cristian,Spiker,1983,193,AN,ITA,-,-
2001/2002,A1,Sira Cucine Falconara,7,GATIN Oleksij,Spiker,1974,200,UKR,UKR,-,-
2001/2002,A1,Sira Cucine Falconara,8,LAMBERT Michael Allen,Spiker,1974,198,USA,USA,-,-
2001/2002,A1,Sira Cucine Falconara,9,FICOSECCO Paolo,Setter,1979,198,AN,ITA,-,-
2001/2002,A1,Sira Cucine Falconara,11,CARBONETTI Jonathan,Middleblocker,1969,198,AN,ITA,-,-
2001/2002,A1,Sira Cucine Falconara,12,SHADCHIN Alexander,Middleblocker,1969,203,UKR,UKR,-,-
2001/2002,A1,Sira Cucine Falconara,13,BIRARELLI Emanuele,Middleblocker,1981,200,AN,ITA,-,-
2001/2002,A1,Sira Cucine Falconara,14,D'ANGELO Roberto,Spiker,1978,196,CE,ITA,-,-
2001/2002,A1,Sira Cucine Falconara,16,MOSCA Roberto,Spiker,1972,193,FE,ITA,-,-
2001/2002,A1,Sisley Treviso,1,SINTINI Giacomo,Setter,1979,196,RA,ITA,-,-
2001/2002,A1,Sisley Treviso,2,SABO Julius,Middleblocker,1983,208,SVK,SVK,-,-
2001/2002,A1,Sisley Treviso,3,FEI Alessandro,Middleblocker,1978,204,VA,ITA,-,-
2001/2002,A1,Sisley Treviso,4,VISENTIN Marco,Setter,1982,196,TV,ITA,-,-
2001/2002,A1,Sisley Treviso,5,VULLO Fabio,Setter,1964,198,MS,ITA,-,-
2001/2002,A1,Sisley Treviso,6,PAPI Samuele,Spiker,1973,191,AN,ITA,-,-
2001/2002,A1,Sisley Treviso,7,FARINA Alessandro,Libero,1976,182,PR,ITA,-,-
2001/2002,A1,Sisley Treviso,8,CASTELLANO Maurizio,Spiker,1971,193,NA,ITA,-,-
2001/2002,A1,Sisley Treviso,9,BERNARDI Lorenzo,Spiker,1968,199,TN,ITA,-,-
2001/2002,A1,Sisley Treviso,10,NEMEC Richard,Middleblocker,1972,202,SVK,SVK,-,-
2001/2002,A1,Sisley Treviso,11,DELTCHEV Nedialko,Spiker,1982,-,BUL,ITA,from 30/09/2001,-
2001/2002,A1,Sisley Treviso,11,SEIFFERT Eric,Spiker,1975,-,-,-,from 16/03/2002,-
2001/2002,A1,Sisley Treviso,12,FOMIN Dmitry,Spiker,1968,200,UKR,UKR,-,-
2001/2002,A1,Sisley Treviso,14,VAN DE GOOR Bas,Middleblocker,1971,209,NED,NED,-,-
2001/2002,A1,Sisley Treviso,15,CISOLLA Alberto,Spiker,1977,197,TV,ITA,-,-
2001/2002,A1,Yahoo! Italia Volley Ferrara,1,CALDAS Fabio,Middleblocker,1976,200,BRA,BRA,from 16/12/2001,-
2001/2002,A1,Yahoo! Italia Volley Ferrara,2,GRAPPA Giovanni,Spiker,1981,188,FE,ITA,from 10/03/2002,-
2001/2002,A1,Yahoo! Italia Volley Ferrara,3,FANGAREGGI Mario,Middleblocker,1973,202,PD,ITA,-,-
2001/2002,A1,Yahoo! Italia Volley Ferrara,4,DE TOGNI Giorgio,Middleblocker,1985,202,FE,ITA,from 10/03/2002,-
2001/2002,A1,Yahoo! Italia Volley Ferrara,6,CERNIC Matej,Spiker,1978,194,GO,ITA,-,-
2001/2002,A1,Yahoo! Italia Volley Ferrara,7,GODOY FILHO Gilberto Amauri Giba,Spiker,1976,194,BRA,BRA,-,-
2001/2002,A1,Yahoo! Italia Volley Ferrara,8,FERRIOLI Paolo,Setter,1967,183,FE,ITA,-,-
2001/2002,A1,Yahoo! Italia Volley Ferrara,9,BONINFANTE Dante,Setter,1977,188,SA,ITA,-,-
2001/2002,A1,Yahoo! Italia Volley Ferrara,10,BRUNO Marcello,Spiker,1972,192,BA,ITA,-,-
2001/2002,A1,Yahoo! Italia Volley Ferrara,11,MARTINELLI Marco,Middleblocker,1965,200,TN,ITA,-,-
2001/2002,A1,Yahoo! Italia Volley Ferrara,12,CUMINETTI Juan Carlos,Spiker,1967,202,ARG,ITA,-,-
2001/2002,A1,Yahoo! Italia Volley Ferrara,13,ENDRES Gustavo,Middleblocker,1975,203,BRA,BRA,-,-
2001/2002,A1,Yahoo! Italia Volley Ferrara,14,CHECCHIN Roberto,Libero,1972,175,VE,ITA,-,-
2001/2002,A1,Yahoo! Italia Volley Ferrara,15,HOWARD Daniel Allan,Middleblocker,1976,209,AUS,AUS,until 10/10/2001,trasferito a Asystel Milano
2001/2002,A1,Yahoo! Italia Volley Ferrara,16,RODRIGUES Rodrigo Gil,Spiker,1978,196,BRA,BRA,-,-
2001/2002,A2,Aesse Vrb Verona,1,PATRIARCA Giuseppe,Spiker,1977,199,FR,ITA,-,-
2001/2002,A2,Aesse Vrb Verona,2,SEMENZATO Andrea,Middleblocker,1981,208,VE,ITA,-,-
2001/2002,A2,Aesse Vrb Verona,3,RIGATELLI Alessandro,Spiker,1967,191,VR,ITA,-,-
2001/2002,A2,Aesse Vrb Verona,4,LASKO Michal,Spiker,1981,202,POL,ITA,-,-
2001/2002,A2,Aesse Vrb Verona,5,JERONCIC Gregor,Middleblocker,1974,200,SLO,SLO,-,-
2001/2002,A2,Aesse Vrb Verona,8,PISTOVIC Branko,Spiker,1976,191,SVK,SVK,-,-
2001/2002,A2,Aesse Vrb Verona,9,MATTIOLI Francesco,Spiker,1975,194,FI,ITA,-,-
2001/2002,A2,Aesse Vrb Verona,10,CAVALIERE Rodolfo,Setter,1974,195,VA,ITA,-,-
2001/2002,A2,Aesse Vrb Verona,11,PEREIRA Pablo,Spiker,1974,190,ARG,ARG,-,-
2001/2002,A2,Aesse Vrb Verona,12,TOTOLO Alessandro,Setter,1968,185,VR,ITA,-,-
2001/2002,A2,Aesse Vrb Verona,14,CAPPELLOTTO Stefano,Libero,1967,187,TV,ITA,-,-
2001/2002,A2,Aesse Vrb Verona,15,PECORARI Massimo,Middleblocker,1974,197,GO,ITA,-,-
2001/2002,A2,Alimenti Sardi Cagliari,1,GRUSZKA Piotr,Spiker,1977,205,POL,POL,-,-
2001/2002,A2,Alimenti Sardi Cagliari,3,MASCIA Alessandro,Spiker,1975,196,CI,ITA,-,-
2001/2002,A2,Alimenti Sardi Cagliari,4,RINOLDO Jerry,Spiker,1977,196,AG,ITA,-,-
2001/2002,A2,Alimenti Sardi Cagliari,5,MANGO Antonio,Setter,1979,198,CE,ITA,-,-
2001/2002,A2,Alimenti Sardi Cagliari,6,CABRAS Nicola,Spiker,1972,194,CI,ITA,-,-
2001/2002,A2,Alimenti Sardi Cagliari,7,COLELLA Alessandro,Middleblocker,1980,201,MO,ITA,-,-
2001/2002,A2,Alimenti Sardi Cagliari,7,ROUMELIOTIS Nicolas,Spiker,1978,201,GRE,GRE,-,-
2001/2002,A2,Alimenti Sardi Cagliari,9,FRANCESCONI Luca,Setter,1983,194,CA,ITA,-,-
2001/2002,A2,Alimenti Sardi Cagliari,10,MONTAGNANI Paolo,Setter,1968,190,LI,ITA,-,-
2001/2002,A2,Alimenti Sardi Cagliari,11,SCILÌ Giacomo,Middleblocker,1976,199,CA,ITA,-,-
2001/2002,A2,Alimenti Sardi Cagliari,12,MILONE Antonino,Middleblocker,1975,200,NA,ITA,from 12/12/2001,proveniente da Asystel Milano
2001/2002,A2,Alimenti Sardi Cagliari,13,BOY Gianluca,Libero,1963,193,CA,ITA,-,-
2001/2002,A2,Alimenti Sardi Cagliari,15,GRASSINI Riccardo,Middleblocker,1974,202,PI,ITA,-,-
2001/2002,A2,Codyeco Lupi Santa Croce,1,ZOBO LEBAY Gabriel,Spiker,1979,193,CGO,FRA,-,-
2001/2002,A2,Codyeco Lupi Santa Croce,2,SABATINI Sergio,Spiker,1978,197,PG,ITA,-,-
2001/2002,A2,Codyeco Lupi Santa Croce,3,HEITMANN Oliver,Middleblocker,1969,198,GER,GER,from 09/12/2001,-
2001/2002,A2,Codyeco Lupi Santa Croce,4,BERTELLI Maurizio,Libero,1972,188,LU,ITA,-,-
2001/2002,A2,Codyeco Lupi Santa Croce,5,DANI Marco,Middleblocker,1975,205,FI,ITA,-,-
2001/2002,A2,Codyeco Lupi Santa Croce,7,PAGNI Marco,Middleblocker,1983,197,FI,ITA,from 14/10/2001,-
2001/2002,A2,Codyeco Lupi Santa Croce,9,NUTI Marco,Setter,1970,190,PI,ITA,-,-
2001/2002,A2,Codyeco Lupi Santa Croce,10,CIAPPI Alessandro,Spiker,1982,199,PI,ITA,-,-
2001/2002,A2,Codyeco Lupi Santa Croce,11,D'ELIA Domenico,Setter,1980,192,CZ,ITA,-,-
2001/2002,A2,Codyeco Lupi Santa Croce,12,GERBI Mirko,Spiker,1978,192,PO,ITA,-,-
2001/2002,A2,Codyeco Lupi Santa Croce,13,FRANCESCONI Andrea,Spiker,1979,195,PT,ITA,-,-
2001/2002,A2,Codyeco Lupi Santa Croce,15,MAHMOUDI Benham,Spiker,1980,-,IRI,IRI,-,-
2001/2002,A2,Codyeco Lupi Santa Croce,16,REZAEI Saeid,Middleblocker,1976,202,IRI,IRI,-,-
2001/2002,A2,Codyeco Lupi Santa Croce,18,DURANTE Gianluca,Spiker,1976,194,LE,ITA,-,-
2001/2002,A2,Com Cavi Multimedia Napoli,1,TUCCI Nicola,Middleblocker,1981,195,NA,ITA,-,-
2001/2002,A2,Com Cavi Multimedia Napoli,3,CUOMO Ivan,Middleblocker,1983,193,NA,ITA,-,-
2001/2002,A2,Com Cavi Multimedia Napoli,5,CHADALA Michal,Spiker,1977,196,-,-,-,-
2001/2002,A2,Com Cavi Multimedia Napoli,6,FERRO Nicola,Setter,1969,191,PA,ITA,-,-
2001/2002,A2,Com Cavi Multimedia Napoli,6,DE BENEDETT Anibal,Spiker,1974,195,ARG,ARG,from 11/11/2001,-
2001/2002,A2,Com Cavi Multimedia Napoli,7,ALAIA Giuseppe,Middleblocker,1978,192,NA,ITA,-,-
2001/2002,A2,Com Cavi Multimedia Napoli,8,LIBRARO Enrico,Spiker,1983,191,NA,ITA,-,-
2001/2002,A2,Com Cavi Multimedia Napoli,9,FIGLIOLIA Diego,Spiker,1980,194,NA,ITA,-,-
2001/2002,A2,Com Cavi Multimedia Napoli,10,LIBRARO Antonio,Setter,1981,193,NA,ITA,-,-
2001/2002,A2,Com Cavi Multimedia Napoli,12,MUZIO Fabio,Spiker,1980,198,NA,ITA,-,-
2001/2002,A2,Com Cavi Multimedia Napoli,12,SARTI Ronald,Spiker,1971,195,ARG,ARG,from 01/11/2001,-
2001/2002,A2,Com Cavi Multimedia Napoli,14,FIERRO Luigi,Middleblocker,1979,195,SA,ITA,-,-
2001/2002,A2,Com Cavi Multimedia Napoli,15,BELTRAN Angel,Middleblocker,1973,202,CUB,CUB,-,-
2001/2002,A2,Com Cavi Multimedia Napoli,16,CANZANELLA Mario,Spiker,1981,194,NA,ITA,-,-
2001/2002,A2,Com Cavi Multimedia Napoli,16,IOVINE Antonio,Libero,1982,193,-,ITA,-,-
2001/2002,A2,Com Cavi Multimedia Napoli,18,BALDASSERONI Simone,Spiker,1977,196,RM,ITA,from 01/11/2001,proveniente da Icom Latina
2001/2002,A2,Conad Volley Forlì,1,GUEMART Michel,Setter,1983,192,FC,ITA,-,-
