Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2001/2002,A1,Coppa_Italia,8th,1,3,0,14/10/2001,0.645833333,-,-,C,Monte Schiavo Banca Marche,Jesi,11,Weersing Henriette,-,-,6.4,4,6,6,6,-,26,8,19,17,-,-,-,-,-,-,45,4,3,23,0.51,-,3
2001/2002,A1,Coppa_Italia,8th,1,3,0,14/10/2001,0.645833333,-,-,C,Monte Schiavo Banca Marche,Jesi,12,Fiorentini Stefania,-,-,5.7,3,5,5,5,-,4,2,-5,14,1,-,38,5,0.68,0.61,17,2,1,3,0.18,-,1
2001/2002,A1,Coppa_Italia,8th,1,3,0,14/10/2001,0.645833333,-,-,C,Monte Schiavo Banca Marche,Jesi,14,Fledderus Riette,-,-,6.4,1,3,3,3,-,3,1,2,14,1,-,-,-,-,-,3,-,-,3,1,-,-
2001/2002,A1,Coppa_Italia,8th,1,3,0,14/10/2001,0.645833333,-,-,C,Monte Schiavo Banca Marche,Jesi,15,Roll Sylvia,-,-,6,6,2,2,2,-,14,8,10,18,1,-,17,1,0.59,0.29,27,1,1,13,0.48,-,1
2001/2002,A1,Coppa_Italia,8th,1,3,0,14/10/2001,0.645833333,-,-,O,Despar Perugia,Perugia,1,Golubovic Mira,-,-,6,6,6,6,5,-,10,6,6,10,-,-,-,-,-,-,17,3,1,6,0.35,-,4
2001/2002,A1,Coppa_Italia,8th,1,3,0,14/10/2001,0.645833333,-,-,O,Despar Perugia,Perugia,2,Croce Paola,L,-,-,*,*,*,*,*,-,-,-,-,-,-,37,-,0.81,0.78,-,-,-,-,-,-,-
2001/2002,A1,Coppa_Italia,8th,1,3,0,14/10/2001,0.645833333,-,-,O,Despar Perugia,Perugia,3,Swieniewicz Dorota,-,-,6.8,2,2,2,1,-,17,7,9,13,4,-,26,1,0.85,0.73,35,2,1,17,0.49,-,-
2001/2002,A1,Coppa_Italia,8th,1,3,0,14/10/2001,0.645833333,-,-,O,Despar Perugia,Perugia,4,Ferretti Francesca,-,-,6.1,1,1,1,6,-,4,1,-3,14,5,-,-,-,-,-,10,1,1,4,0.4,-,-
2001/2002,A1,Coppa_Italia,8th,1,3,0,14/10/2001,0.645833333,-,-,O,Despar Perugia,Perugia,5,Boricic Alexandra,-,-,-,-,-,-,*,-,1,-,1,-,-,-,-,-,-,-,2,-,-,1,0.5,-,-
2001/2002,A1,Coppa_Italia,8th,1,3,0,14/10/2001,0.645833333,-,-,O,Despar Perugia,Perugia,8,Zeppoloni Elisa,-,-,-,*,-,-,*,-,-,-,-1,2,-,-,7,-,0.71,0.57,1,1,-,-,-,-,-
2001/2002,A1,Coppa_Italia,8th,1,3,0,14/10/2001,0.645833333,-,-,O,Despar Perugia,Perugia,9,Gilioli Elisabetta,-,-,6.9,5,5,5,4,-,10,4,4,12,-,1,21,-,1,0.9,25,3,3,9,0.36,-,-
2001/2002,A1,Coppa_Italia,8th,1,3,0,14/10/2001,0.645833333,-,-,O,Despar Perugia,Perugia,10,Zanotti Beatrice,-,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2001/2002,A1,Coppa_Italia,8th,1,3,0,14/10/2001,0.645833333,-,-,O,Despar Perugia,Perugia,11,Chebukina Elena,-,C,6.2,3,3,3,*,-,11,6,9,20,-,3,-,-,-,-,16,-,2,7,0.44,-,1
2001/2002,A1,Coppa_Italia,8th,1,3,0,14/10/2001,0.645833333,-,-,O,Despar Perugia,Perugia,12,Aguero Taismary,-,-,6.2,4,4,4,3,-,24,8,13,20,3,4,-,-,-,-,38,7,1,18,0.47,-,2
2001/2002,A1,Coppa_Italia,8th,1,4,0,14/10/2001,0.75,-,-,C,Asystel Novara,Novara Trecate,1,Anzanello Sara,-,-,6,2,2,3,-,-,5,1,4,11,-,-,1,-,1,1,10,-,1,4,0.4,-,1
2001/2002,A1,Coppa_Italia,8th,1,4,0,14/10/2001,0.75,-,-,C,Asystel Novara,Novara Trecate,2,Viganò Natalia,-,-,6.1,1,1,2,-,-,4,-,-1,13,1,-,17,2,0.76,0.65,12,2,-,4,0.33,-,-
2001/2002,A1,Coppa_Italia,8th,1,4,0,14/10/2001,0.75,-,-,C,Asystel Novara,Novara Trecate,4,Costa De Conceicao Edilma,-,-,5.5,4,4,5,-,-,4,2,-3,7,2,-,16,3,0.56,0.5,18,-,2,3,0.17,-,1
2001/2002,A1,Coppa_Italia,8th,1,4,0,14/10/2001,0.75,-,-,C,Asystel Novara,Novara Trecate,8,Venturini Laura,-,C,6,6,6,1,-,-,-,-,-1,8,1,-,-,-,-,-,-,-,-,-,-,-,-
2001/2002,A1,Coppa_Italia,8th,1,4,0,14/10/2001,0.75,-,-,C,Asystel Novara,Novara Trecate,10,Cardullo Paola,L,-,-,*,*,*,-,-,-,-,-2,-,-,-,14,2,0.71,0.71,-,-,-,-,-,-,-
2001/2002,A1,Coppa_Italia,8th,1,4,0,14/10/2001,0.75,-,-,C,Asystel Novara,Novara Trecate,13,Centoni Nadia,-,-,6.8,3,3,4,-,-,16,4,12,10,2,1,4,-,1,0.75,19,-,2,13,0.68,-,2
2001/2002,A1,Coppa_Italia,8th,1,4,0,14/10/2001,0.75,-,-,C,Asystel Novara,Novara Trecate,14,Guiggi Martina,-,-,5.5,5,5,6,-,-,6,2,-,6,1,-,-,-,-,-,16,3,2,5,0.31,-,1
2001/2002,A1,Coppa_Italia,8th,1,4,0,14/10/2001,0.75,-,-,C,Asystel Novara,Novara Trecate,16,Calloni Raffaella,-,-,-,-,*,-,-,-,-,-,-,-,-,-,2,-,0.5,-,-,-,-,-,-,-,-
2001/2002,A1,Coppa_Italia,8th,1,4,0,14/10/2001,0.75,-,-,O,Minetti Cia Vicenza,Vicenza,3,Dirickx Frauke,-,-,6.8,1,1,1,-,-,1,1,-2,10,3,1,-,-,-,-,-,-,-,-,-,-,-
2001/2002,A1,Coppa_Italia,8th,1,4,0,14/10/2001,0.75,-,-,O,Minetti Cia Vicenza,Vicenza,4,Mijalic Iskra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2001/2002,A1,Coppa_Italia,8th,1,4,0,14/10/2001,0.75,-,-,O,Minetti Cia Vicenza,Vicenza,5,Paggi Paola,-,C,6.1,3,3,3,-,-,5,4,4,9,-,-,-,-,-,-,6,1,-,2,0.33,-,3
2001/2002,A1,Coppa_Italia,8th,1,4,0,14/10/2001,0.75,-,-,O,Minetti Cia Vicenza,Vicenza,7,Mangifesta Consuelo,L,-,-,*,*,*,-,-,-,-,-2,-,-,-,22,2,0.73,0.68,-,-,-,-,-,-,-
2001/2002,A1,Coppa_Italia,8th,1,4,0,14/10/2001,0.75,-,-,O,Minetti Cia Vicenza,Vicenza,9,Glinka Malgorzata,-,-,6.7,2,2,2,-,-,11,6,7,9,3,1,10,-,0.8,0.7,20,1,-,8,0.4,-,2
2001/2002,A1,Coppa_Italia,8th,1,4,0,14/10/2001,0.75,-,-,O,Minetti Cia Vicenza,Vicenza,10,Togut Elisa,-,-,6.5,4,4,4,-,-,19,5,12,10,3,1,-,-,-,-,27,2,2,18,0.67,-,-
2001/2002,A1,Coppa_Italia,8th,1,4,0,14/10/2001,0.75,-,-,O,Minetti Cia Vicenza,Vicenza,11,Mifkova Darina,-,-,6.5,5,5,5,-,-,9,3,5,11,1,1,13,1,0.77,0.77,19,1,1,8,0.42,-,-
2001/2002,A1,Coppa_Italia,8th,1,4,0,14/10/2001,0.75,-,-,O,Minetti Cia Vicenza,Vicenza,15,Fiorin Valentina,-,-,-,*,*,-,-,-,1,1,1,5,-,1,3,-,0.67,0.67,1,-,-,-,-,-,-
2001/2002,A1,Coppa_Italia,8th,1,4,0,14/10/2001,0.75,-,-,O,Minetti Cia Vicenza,Vicenza,18,Poljak Maja,-,-,6.8,6,6,6,-,-,8,3,6,11,1,1,-,-,-,-,7,-,1,5,0.71,-,2
2001/2002,A1,Coppa_Italia,Final,1,1,0,24/2/2002,0.770833333,2300,-,C,Radio 105 Foppapedretti Bergamo,Volley Bergamo,1,Phipps Keba,-,-,6.2,6,6,4,-,-,13,6,7,7,-,-,5,1,0.2,0.2,29,3,2,12,0.41,-,1
2001/2002,A1,Coppa_Italia,Final,1,1,0,24/2/2002,0.770833333,2300,-,C,Radio 105 Foppapedretti Bergamo,Volley Bergamo,2,Marinkovic Dragana,-,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2001/2002,A1,Coppa_Italia,Final,1,1,0,24/2/2002,0.770833333,2300,-,C,Radio 105 Foppapedretti Bergamo,Volley Bergamo,3,Mello Anna Vania,-,-,5.6,2,2,6,-,-,7,2,-,10,2,1,6,1,0.67,0.33,13,1,3,5,0.38,-,1
2001/2002,A1,Coppa_Italia,Final,1,1,0,24/2/2002,0.770833333,2300,-,C,Radio 105 Foppapedretti Bergamo,Volley Bergamo,4,Baldelli Giorgia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2001/2002,A1,Coppa_Italia,Final,1,1,0,24/2/2002,0.770833333,2300,-,C,Radio 105 Foppapedretti Bergamo,Volley Bergamo,5,Sliwa Magdalena,-,-,6.3,*,1,-,-,-,1,-,-,4,-,-,-,-,-,-,2,1,-,1,0.5,-,-
2001/2002,A1,Coppa_Italia,Final,1,1,0,24/2/2002,0.770833333,2300,-,C,Radio 105 Foppapedretti Bergamo,Volley Bergamo,6,Turlea Carmen,-,-,6.2,3,3,1,-,-,11,4,5,17,-,2,-,-,-,-,19,1,5,7,0.37,-,2
2001/2002,A1,Coppa_Italia,Final,1,1,0,24/2/2002,0.770833333,2300,-,C,Radio 105 Foppapedretti Bergamo,Volley Bergamo,7,Cacciatori Maurizia,-,C,5.3,1,*,5,-,-,-,-,-,3,-,-,-,-,-,-,1,-,-,-,-,-,-
2001/2002,A1,Coppa_Italia,Final,1,1,0,24/2/2002,0.770833333,2300,-,C,Radio 105 Foppapedretti Bergamo,Volley Bergamo,8,Wu Dan,L,-,-,*,*,*,-,-,-,-,-2,-,-,-,35,2,0.77,0.54,-,-,-,-,-,-,-
2001/2002,A1,Coppa_Italia,Final,1,1,0,24/2/2002,0.770833333,2300,-,C,Radio 105 Foppapedretti Bergamo,Volley Bergamo,9,Ritschelova Marcela,-,-,6.7,5,5,3,-,-,10,4,8,9,-,1,-,-,-,-,12,-,2,6,0.5,-,3
2001/2002,A1,Coppa_Italia,Final,1,1,0,24/2/2002,0.770833333,2300,-,C,Radio 105 Foppapedretti Bergamo,Volley Bergamo,12,Piccinini Francesca,-,-,7.3,4,-,-,-,-,1,-,-4,2,1,-,9,1,0.89,0.56,5,1,2,-,-,-,1
2001/2002,A1,Coppa_Italia,Final,1,1,0,24/2/2002,0.770833333,2300,-,C,Radio 105 Foppapedretti Bergamo,Volley Bergamo,13,Cross Battle Tara,-,-,5.9,*,4,2,-,-,6,1,2,6,1,-,15,1,0.67,0.47,10,1,1,5,0.5,-,1
2001/2002,A1,Coppa_Italia,Final,1,1,0,24/2/2002,0.770833333,2300,-,O,Edison Modena,Modena,1,Busso Elena,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2001/2002,A1,Coppa_Italia,Final,1,1,0,24/2/2002,0.770833333,2300,-,O,Edison Modena,Modena,2,Gruen Angelina,-,-,6.3,1,2,1,-,-,10,6,5,22,2,1,9,-,0.78,0.44,17,1,2,7,0.41,-,2
2001/2002,A1,Coppa_Italia,Final,1,1,0,24/2/2002,0.770833333,2300,-,O,Edison Modena,Modena,3,Ramiri Daniela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2001/2002,A1,Coppa_Italia,Final,1,1,0,24/2/2002,0.770833333,2300,-,O,Edison Modena,Modena,4,Leggeri Manuela,-,C,6,2,3,2,-,-,9,4,4,10,-,-,16,2,0.69,0.38,15,-,3,6,0.4,-,3
2001/2002,A1,Coppa_Italia,Final,1,1,0,24/2/2002,0.770833333,2300,-,O,Edison Modena,Modena,5,Zetova Antonina,-,-,6.3,3,4,3,-,-,17,7,12,11,1,-,-,-,-,-,30,1,3,13,0.43,-,4
2001/2002,A1,Coppa_Italia,Final,1,1,0,24/2/2002,0.770833333,2300,-,O,Edison Modena,Modena,6,Wu Yong Mei,-,-,5.9,5,6,5,-,-,7,1,3,13,-,-,13,2,0.62,0.38,11,1,1,6,0.55,-,1
2001/2002,A1,Coppa_Italia,Final,1,1,0,24/2/2002,0.770833333,2300,-,O,Edison Modena,Modena,7,Marinova Neli,-,-,6.2,6,1,6,-,-,2,2,1,7,1,-,-,-,-,-,-,-,-,-,-,-,2
2001/2002,A1,Coppa_Italia,Final,1,1,0,24/2/2002,0.770833333,2300,-,O,Edison Modena,Modena,8,Homma Eri,L,-,-,*,*,*,-,-,-,-,-,-,-,-,11,-,0.91,0.27,-,-,-,-,-,-,-
2001/2002,A1,Coppa_Italia,Final,1,1,0,24/2/2002,0.770833333,2300,-,O,Edison Modena,Modena,9,Tovo Ilaria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2001/2002,A1,Coppa_Italia,Final,1,1,0,24/2/2002,0.770833333,2300,-,O,Edison Modena,Modena,10,Fogalesi Simona,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2001/2002,A1,Coppa_Italia,Final,1,1,0,24/2/2002,0.770833333,2300,-,O,Edison Modena,Modena,11,Yin Yin,-,-,6.9,4,5,4,-,-,18,10,17,11,-,2,5,-,1,0.6,21,1,-,13,0.62,-,3
2001/2002,A1,Coppa_Italia,Final,1,1,0,24/2/2002,0.770833333,2300,-,O,Edison Modena,Modena,12,Crawford Therese,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2001/2002,A1,Coppa_Italia,Semifinal,1,1,0,23/2/2002,0.645833333,2100,-,C,Radio 105 Foppapedretti Bergamo,Volley Bergamo,1,Phipps Keba,-,-,5.8,6,6,6,-,-,8,3,5,11,-,-,5,-,0.6,0.4,21,1,2,8,0.38,-,-
2001/2002,A1,Coppa_Italia,Semifinal,1,1,0,23/2/2002,0.645833333,2100,-,C,Radio 105 Foppapedretti Bergamo,Volley Bergamo,2,Marinkovic Dragana,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2001/2002,A1,Coppa_Italia,Semifinal,1,1,0,23/2/2002,0.645833333,2100,-,C,Radio 105 Foppapedretti Bergamo,Volley Bergamo,3,Mello Anna Vania,-,-,6.7,2,2,2,-,-,9,6,7,14,2,3,6,-,0.83,0.67,11,-,-,4,0.36,-,2
