Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2001/2002,A1,Regular_Season,1st,1,1,0,30/9/2001,17:30,2182,9634,C,Sisley Treviso,Treviso,3,1,8,16,21,25,5,11,17,22,8,16,21,25,5,14,19,21,6,13,21,30,8,16,20,32,8,16,21,25,2,6,10,11,-,-,-,-,-,-,-,-,74,30,35,104,17,4,70,6,0.74,0.49,104,3,11,57,0.55,2,13
2001/2002,A1,Regular_Season,1st,1,1,0,30/9/2001,17:30,2182,9634,O,Itas Diatec Trentino,Trento,1,3,5,11,17,22,8,16,21,25,5,14,19,21,8,16,21,25,8,16,20,32,6,13,21,30,2,6,10,11,8,16,21,25,-,-,-,-,-,-,-,-,60,17,12,88,18,6,87,6,0.67,0.46,112,9,13,43,0.38,2,11
2001/2002,A1,Regular_Season,1st,1,2,0,30/9/2001,17:30,1206,1765,C,Roma Volley,Roma Piaggio,2,3,7,13,16,20,8,16,21,25,8,16,21,25,4,10,19,23,8,16,21,25,7,15,18,20,1,8,11,13,8,16,21,25,2,10,12,14,5,8,9,16,71,18,16,98,21,4,99,9,0.68,0.58,127,13,10,58,0.46,2,9
2001/2002,A1,Regular_Season,1st,1,2,0,30/9/2001,17:30,1206,1765,O,Asystel Milano,Milano Volley,3,2,8,16,21,25,7,13,16,20,4,10,19,23,8,16,21,25,7,15,18,20,8,16,21,25,8,16,21,25,1,8,11,13,5,8,9,16,2,10,12,14,71,27,32,108,9,5,77,5,0.74,0.58,117,11,9,56,0.48,5,10
2001/2002,A1,Regular_Season,1st,1,3,0,29/9/2001,18:00,1358,8603,C,Borgocanale Taranto,Taranto,2,3,8,14,18,22,7,16,21,25,3,11,21,23,8,16,20,25,8,15,21,28,6,16,20,26,8,16,21,25,2,8,14,17,4,8,10,12,5,10,12,15,85,36,34,111,15,11,95,13,0.63,0.53,131,11,12,63,0.48,-,12
2001/2002,A1,Regular_Season,1st,1,3,0,29/9/2001,18:00,1358,8603,O,Casa Modena Salumi,Modena,3,2,7,16,21,25,8,14,18,22,8,16,20,25,3,11,21,23,6,16,20,26,8,15,21,28,2,8,14,17,8,16,21,25,5,10,12,15,4,8,10,12,82,35,34,106,11,11,96,12,0.61,0.51,124,12,12,59,0.48,1,12
2001/2002,A1,Regular_Season,1st,1,4,0,30/9/2001,18:45,974,4132,C,Icom Latina,Latina,1,3,5,12,19,20,8,16,21,25,8,14,21,31,7,16,20,29,8,13,17,23,7,16,21,25,6,10,16,23,8,16,21,25,-,-,-,-,-,-,-,-,65,17,20,98,22,4,85,6,0.73,0.49,100,7,8,51,0.51,2,10
2001/2002,A1,Regular_Season,1st,1,4,0,30/9/2001,18:45,974,4132,O,Noicom Brebanca Cuneo,Cuneo,3,1,8,16,21,25,5,12,19,20,7,16,20,29,8,14,21,31,7,16,21,25,8,13,17,23,8,16,21,25,6,10,16,23,-,-,-,-,-,-,-,-,71,26,25,102,17,5,76,5,0.62,0.5,106,13,10,58,0.55,1,8
2001/2002,A1,Regular_Season,1st,1,5,0,30/9/2001,17:30,1284,5761,C,Lube Banca Marche Macerata,Lube,3,2,7,14,20,24,8,16,21,26,7,16,19,22,8,15,21,25,4,16,21,25,8,15,19,19,8,16,21,25,4,14,17,19,5,10,12,15,3,5,7,11,95,38,49,111,13,9,95,7,0.77,0.56,126,10,13,70,0.56,3,16
2001/2002,A1,Regular_Season,1st,1,5,0,30/9/2001,17:30,1284,5761,O,Sempre Volley Padova,Padova,2,3,8,16,21,26,7,14,20,24,8,15,21,25,7,16,19,22,8,15,19,19,4,16,21,25,4,14,17,19,8,16,21,25,3,5,7,11,5,10,12,15,72,25,28,100,5,5,98,14,0.72,0.59,110,6,16,54,0.49,3,13
2001/2002,A1,Regular_Season,1st,1,6,0,30/9/2001,17:30,1825,6207,C,Maxicono Parma,Parma,3,2,8,13,19,28,10,16,21,26,8,16,21,25,7,11,14,16,8,16,20,23,6,14,21,25,4,14,20,28,8,16,21,30,4,10,12,15,5,9,10,12,95,36,55,117,16,7,97,4,0.85,0.49,140,8,10,76,0.54,2,12
