Season,Division,Team,No,Player,Role,Born,Height,Nat. Sport.,Note
2001/2002,A2,Figurella Firenze,8,CECCHI CLAUDIA,Middleblocker,1979,182,ITA,-
2001/2002,A2,Figurella Firenze,9,BRUNI SIMONA,Middleblocker,1975,180,ITA,-
2001/2002,A2,Figurella Firenze,10,BECONI BARBARA,Spiker,1978,182,ITA,-
2001/2002,A2,Figurella Firenze,11,DONELLI STEFANIA,Setter,1980,181,ITA,-
2001/2002,A2,Figurella Firenze,12,SECCHI FRANCESCA,Spiker,1977,177,ITA,-
2001/2002,A2,Figurella Firenze,13,STOLFI CLAUDIA,Setter,1977,163,ITA,-
2001/2002,A2,Figurella Firenze,16,NORIEGA SARAH,Spiker,1976,190,USA,-
2001/2002,A2,Icot Forlì,1,BRINKMAN ERNA,Spiker,1972,187,NED,-
2001/2002,A2,Icot Forlì,2,QUARANTA ANNAMARIA,Spiker,1981,183,ITA,-
2001/2002,A2,Icot Forlì,3,MILAN KATIA,Setter,1979,173,ITA,-
2001/2002,A2,Icot Forlì,4,POLI TANIA,Spiker,1978,181,ITA,-
2001/2002,A2,Icot Forlì,5,SOUCY BRIGITTE,Spiker,1972,181,CAN,-
2001/2002,A2,Icot Forlì,6,CELLA ELISA,Middleblocker,1982,186,ITA,-
2001/2002,A2,Icot Forlì,7,ZAMBELLI ALESSANDRA,Middleblocker,1967,180,ITA,-
2001/2002,A2,Icot Forlì,8,BALLARDINI SARA,Middleblocker,1979,177,ITA,-
2001/2002,A2,Icot Forlì,10,VENTURA ALESSANDRA,Spiker,1983,182,ITA,-
2001/2002,A2,Icot Forlì,11,SANGIULIANO RACHELE,Setter,1981,182,ITA,-
2001/2002,A2,Icot Forlì,14,PARENTI DARIA,Middleblocker,1977,185,ITA,-
2001/2002,A2,Icot Forlì,15,SPAZZOLI MICHELA,Libero,1975,175,ITA,-
2001/2002,A2,Johnson Matthey Spezzano,3,CONDE MARIANA ISABEL,Spiker,1973,184,ARG,-
2001/2002,A2,Johnson Matthey Spezzano,4,PACE FULVIA,Middleblocker,1982,184,ITA,-
2001/2002,A2,Johnson Matthey Spezzano,5,FERRARA CLAUDIA,Libero,1983,174,ITA,-
2001/2002,A2,Johnson Matthey Spezzano,7,ARLETTI CATERINA,Spiker,1981,182,ITA,-
2001/2002,A2,Johnson Matthey Spezzano,8,MACULEWICZ KINGA,Middleblocker,1978,188,FRA,-
2001/2002,A2,Johnson Matthey Spezzano,9,MARI FRANCESCA,Setter,1983,182,ITA,-
2001/2002,A2,Johnson Matthey Spezzano,10,BORRELLI VALENTINA,Spiker,1978,188,ITA,-
2001/2002,A2,Johnson Matthey Spezzano,12,VANNINI FRANCESCA,Setter,1973,172,ITA,-
2001/2002,A2,Johnson Matthey Spezzano,13,INNOCENTI DANIA,Spiker,1972,178,ITA,-
2001/2002,A2,Johnson Matthey Spezzano,14,MINATI VERONICA,Spiker,1983,186,ITA,-
2001/2002,A2,Johnson Matthey Spezzano,15,NORATO SIMONA,Middleblocker,1976,185,ITA,-
2001/2002,A2,Pasta Primeluci Marsala,1,SILHANOVA EVA,Spiker,1974,186,CZE,-
2001/2002,A2,Pasta Primeluci Marsala,2,CARUSO TIZIANA,Libero,1979,168,ITA,-
2001/2002,A2,Pasta Primeluci Marsala,4,SCOLLO FRANCESCA,Setter,1971,177,ITA,-
2001/2002,A2,Pasta Primeluci Marsala,6,KISS KATALIN,Spiker,1979,186,HUN,-
2001/2002,A2,Pasta Primeluci Marsala,7,KOVACOVA KATARINA,Spiker,1981,186,CZE,-
2001/2002,A2,Pasta Primeluci Marsala,9,BOCCIA SILVINA,Middleblocker,1969,178,ITA,-
2001/2002,A2,Pasta Primeluci Marsala,10,LUCIANI NICOLETTA,Middleblocker,1979,183,ITA,-
2001/2002,A2,Pasta Primeluci Marsala,11,GOTTE CARINA LAURA,Setter,1971,175,ITA,-
2001/2002,A2,Pasta Primeluci Marsala,12,GATTI ELISA,Spiker,1971,180,ITA,-
2001/2002,A2,Pasta Primeluci Marsala,14,ZEBRI LUCIA,Spiker,1973,176,ITA,-
2001/2002,A2,Pasta Primeluci Marsala,15,GUERRINI ANNALISA,Middleblocker,1979,183,ITA,-
2001/2002,A2,Renauto Bari,1,IVANIUSHKINA TATIANA,Spiker,1966,198,UKR,-
2001/2002,A2,Renauto Bari,2,MILILLO LIVIANA,Spiker,1985,181,ITA,-
2001/2002,A2,Renauto Bari,3,STABILE DANIELA,Middleblocker,1977,180,ITA,-
2001/2002,A2,Renauto Bari,4,MILILLO SERENA,Middleblocker,1984,181,ITA,-
2001/2002,A2,Renauto Bari,6,CAPUANO PAOLA,Spiker,1978,180,ITA,-
2001/2002,A2,Renauto Bari,7,CADÈ ANNALISA,Libero,1967,178,ITA,until 07/01/2002
2001/2002,A2,Renauto Bari,8,MIKUSOVA IVETA,Middleblocker,1969,183,ITA,-
2001/2002,A2,Renauto Bari,9,MARASCO SIMONA,Spiker,1984,175,ITA,-
2001/2002,A2,Renauto Bari,10,DE SOLE SILVIA,Setter,1973,176,ITA,-
2001/2002,A2,Renauto Bari,11,BARAKOVIC AMELA,Spiker,1981,185,BIH,-
2001/2002,A2,Renauto Bari,13,MASINO SERENA,Setter,1983,177,ITA,-
2001/2002,A2,Renauto Bari,15,BETCHEVA TEODORA PEEVA,Spiker,1971,180,BUL,from 11/01/2002
2001/2002,A2,Sartori Mercedes Padova,1,MELEGA MONICA,Spiker,1981,180,ITA,-
2001/2002,A2,Sartori Mercedes Padova,2,BANO MARILISA,Spiker,1978,180,ITA,-
2001/2002,A2,Sartori Mercedes Padova,3,SEGATO LUISA,Setter,1979,181,ITA,-
2001/2002,A2,Sartori Mercedes Padova,4,DI IULIO CHIARA,Spiker,1985,185,ITA,from 23/12/2001
2001/2002,A2,Sartori Mercedes Padova,5,MOMOLI GIULIA,Spiker,1981,180,ITA,-
2001/2002,A2,Sartori Mercedes Padova,6,MOKOTUPU CHRISTIE,Spiker,1983,183,AUS,from 01/11/2001
2001/2002,A2,Sartori Mercedes Padova,7,TIRIBELLI SILVIA,Middleblocker,1975,187,ITA,-
2001/2002,A2,Sartori Mercedes Padova,8,TORRI ALESSIA,Spiker,1975,180,ITA,-
2001/2002,A2,Sartori Mercedes Padova,10,LODOLO GIULIA,Libero,1978,177,ITA,-
2001/2002,A2,Sartori Mercedes Padova,11,TROMBITAS LUMINITA,Setter,1971,181,ROM,-
2001/2002,A2,Sartori Mercedes Padova,13,SCHUCH SYBILLA,Middleblocker,1973,180,ITA,-
2001/2002,A2,Sartori Mercedes Padova,14,SERAFIN MARIKA,Spiker,1977,180,ITA,-
2001/2002,A2,Sartori Mercedes Padova,15,CROZZOLIN ALESSANDRA,Middleblocker,1977,186,ITA,-
2001/2002,A2,Siram Roma,2,FOKKENS JETTIE,Setter,1975,178,NED,-
2001/2002,A2,Siram Roma,2,POPOVA ELENA,Spiker,1971,191,RUS,-
2001/2002,A2,Siram Roma,3,CICOLA GAIA,Spiker,1977,180,ITA,-
2001/2002,A2,Siram Roma,4,FRONTINI DORIANA,Middleblocker,1972,178,ITA,-
2001/2002,A2,Siram Roma,5,CELANI FEDERICA,Middleblocker,1975,175,ITA,-
2001/2002,A2,Siram Roma,6,BALLARDINI VIVIANA,Spiker,1976,176,ITA,-
2001/2002,A2,Siram Roma,8,MUSTI DE GENNARO LULAMA,Middleblocker,1983,184,ITA,-
2001/2002,A2,Siram Roma,10,MARTELLI ROMINA,Libero,1975,175,ITA,until 20/11/2001
2001/2002,A2,Siram Roma,12,GIORDANA LINDA,Spiker,1982,186,ITA,-
2001/2002,A2,Siram Roma,14,POLIZZOTTO MARYNA,Setter,1976,184,ITA,-
2001/2002,A2,Siram Roma,15,BO ANNA,Libero,1974,182,ITA,from 10/11/2001 PROVENIENTE DA PALLAVOLO PALERMO
2001/2002,A2,Tra.De.Co. Altamura,1,MARULLI MONICA,Middleblocker,1975,196,ITA,-
2001/2002,A2,Tra.De.Co. Altamura,3,RICCI ROSA,Setter,1973,172,ITA,-
2001/2002,A2,Tra.De.Co. Altamura,4,SOTO DELPHIN PATRICIA,Spiker,1980,184,PER,until 26/02/2002
2001/2002,A2,Tra.De.Co. Altamura,5,SINFONIA SIMONA,Middleblocker,1978,177,ITA,-
2001/2002,A2,Tra.De.Co. Altamura,6,MAZZONI CLAUDIA,Libero,1980,170,ITA,-
2001/2002,A2,Tra.De.Co. Altamura,7,DALOISIO ANGELA,Spiker,1980,173,ITA,-
2001/2002,A2,Tra.De.Co. Altamura,8,CZAKO MARIA,Spiker,1974,186,HUN,-
2001/2002,A2,Tra.De.Co. Altamura,9,PELLECCHIA ALESSIA,Middleblocker,1975,182,ITA,-
2001/2002,A2,Tra.De.Co. Altamura,10,MONTENEGRO MARIA,Setter,1979,173,ITA,-
2001/2002,A2,Tra.De.Co. Altamura,11,CORVINO LOREDANA,Spiker,1974,183,ITA,-
2001/2002,A2,Tra.De.Co. Altamura,17,MARQUES LUCIANA REGINA,Spiker,1975,184,BRA,from 14/12/2001 PROVENIENTE DA ELDOR CANTÙ
2001/2002,A2,Vitrifrigo Fiam Italia Pesaro,1,CANCELLIERI ELISA,Middleblocker,1984,182,ITA,-
2001/2002,A2,Vitrifrigo Fiam Italia Pesaro,3,ALESSANDRINI ERIKA,Spiker,1979,188,ITA,-
2001/2002,A2,Vitrifrigo Fiam Italia Pesaro,5,FUMAGALLI ORNELLA,Middleblocker,1973,182,ITA,-
2001/2002,A2,Vitrifrigo Fiam Italia Pesaro,6,MARCEKOVA ADRIANA,Middleblocker,1975,188,SVK,-
2001/2002,A2,Vitrifrigo Fiam Italia Pesaro,7,ROSELLI ENRICA,Spiker,1974,180,ITA,-
2001/2002,A2,Vitrifrigo Fiam Italia Pesaro,9,PIRONI ANNET,Spiker,1973,180,ITA,-
2001/2002,A2,Vitrifrigo Fiam Italia Pesaro,10,MORI EMILY,Setter,1975,181,ITA,-
2001/2002,A2,Vitrifrigo Fiam Italia Pesaro,11,PERUGINI ROMINA,Spiker,1972,175,ITA,from 03/03/2002
2001/2002,A2,Vitrifrigo Fiam Italia Pesaro,12,SWIDEREK ANNA,Setter,1981,186,ITA,-
2001/2002,A2,Vitrifrigo Fiam Italia Pesaro,13,MENGARDA GIORGETE CRISTINA,Spiker,1972,184,BRA,-
2001/2002,A2,Vitrifrigo Fiam Italia Pesaro,14,FURIASSI GIOVANNA,Libero,1985,166,ITA,-
2001/2002,A2,Vitrifrigo Fiam Italia Pesaro,15,DEL CORE ANTONELLA,Spiker,1980,182,ITA,-
