Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2014/2015,A1,Supercoppa,Semifinal,-,-,1,22/10/2014,20:30,-,-,C,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,3,1,8,16,20,29,7,14,21,27,6,8,18,22,8,16,21,25,7,16,21,25,8,14,19,22,8,16,21,25,6,12,15,21,-,-,-,-,-,-,-,-,70,31,22,98,14,4,83,5,0.63,0.45,150,13,13,56,0.37,-,10
2014/2015,A1,Supercoppa,Semifinal,-,-,1,22/10/2014,20:30,-,-,O,Foppapedretti Bergamo,Volley Bergamo,1,3,7,14,21,27,8,16,20,29,8,16,21,25,6,8,18,22,8,14,19,22,7,16,21,25,6,12,15,21,8,16,21,25,-,-,-,-,-,-,-,-,66,28,31,93,9,4,77,3,0.65,0.39,135,9,10,49,0.36,-,13
2014/2015,A1,Supercoppa,Final,-,-,2,25/10/2014,20:30,2800,-,C,Nordmeccanica Rebecchi Piacenza,River Volley Piacenza,3,2,4,7,9,15,8,16,21,25,8,16,21,25,5,11,13,16,8,15,19,25,7,16,21,27,7,16,21,25,8,12,15,19,5,10,12,15,2,5,6,11,84,29,56,104,6,2,91,3,0.75,0.27,153,13,5,69,0.45,-,13
2014/2015,A1,Supercoppa,Final,-,-,2,25/10/2014,20:30,2800,-,O,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,2,3,8,16,21,25,4,7,9,15,5,11,13,16,8,16,21,25,7,16,21,27,8,15,19,25,8,12,15,19,7,16,21,25,2,5,6,11,5,10,12,15,78,21,37,99,8,3,98,2,0.81,0.35,151,13,13,70,0.46,-,5
2014/2015,A1,Regular_Season,1st,1,-,3001,1/11/2014,20:30,2400,14,C,Nordmeccanica Rebecchi Piacenza,River Volley Piacenza,3,0,8,16,21,25,4,10,12,13,8,16,21,25,6,13,16,17,8,16,21,25,6,11,12,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,26,23,74,5,3,37,1,0.62,0.3,80,4,4,38,0.48,-,8
2014/2015,A1,Regular_Season,1st,1,-,3001,1/11/2014,20:30,2400,14,O,Metalleghe Sanitars Montichiari,Promoball Vbf,0,3,4,10,12,13,8,16,21,25,6,13,16,17,8,16,21,25,6,11,12,14,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,11,-14,45,8,1,69,3,0.49,0.25,95,14,8,27,0.28,-,4
2014/2015,A1,Regular_Season,1st,1,-,3002,2/11/2014,18:00,-,-,C,Il Bisonte Firenze,Azzurra Volley San Casciano,1,3,6,14,21,23,8,16,20,25,8,16,21,25,4,10,13,20,6,10,17,21,8,16,21,25,7,16,21,23,8,14,19,25,-,-,-,-,-,-,-,-,68,22,13,93,15,3,85,7,0.66,0.34,145,7,13,54,0.37,-,11
2014/2015,A1,Regular_Season,1st,1,-,3002,2/11/2014,18:00,-,-,O,Imoco Volley Conegliano,Imoco Volley Conegliano,3,1,8,16,20,25,6,14,21,23,4,10,13,20,8,16,21,25,8,16,21,25,6,10,17,21,8,14,19,25,7,16,21,23,-,-,-,-,-,-,-,-,76,29,25,94,8,7,78,4,0.59,0.24,142,14,11,56,0.39,-,13
2014/2015,A1,Regular_Season,1st,1,-,3003,2/11/2014,18:00,-,-,C,Zeta System Urbino Volley,Urbino,0,3,2,6,9,11,8,16,21,25,7,16,21,25,8,14,19,27,5,9,10,12,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,10,-17,49,5,1,69,13,0.42,0.25,119,7,8,21,0.18,-,6
2014/2015,A1,Regular_Season,1st,1,-,3003,2/11/2014,18:00,-,-,O,Foppapedretti Bergamo,Volley Bergamo,3,0,8,16,21,25,2,6,9,11,8,14,19,27,7,16,21,25,8,16,21,25,5,9,10,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,35,30,76,7,11,44,2,0.57,0.43,113,7,6,41,0.36,-,8
