Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2014/2015,A1,Supercoppa,Final,1,-,0,14/10/2014,20:30,3400,24000,C,Cucine Lube Banca Marche Treia,Lube,3,2,8,16,21,25,4,9,13,15,8,16,20,26,3,14,21,24,6,14,17,20,8,16,21,25,4,12,15,18,8,16,21,25,4,10,12,15,5,7,10,12,80,34,32,103,20,5,84,6,0.7,0.51,120,15,5,61,0.51,-,14
2014/2015,A1,Supercoppa,Final,1,-,0,14/10/2014,20:30,3400,24000,O,Copra Piacenza,Piacenza,2,3,4,9,13,15,8,16,21,25,3,14,21,24,8,16,20,26,8,16,21,25,6,14,17,20,8,16,21,25,4,12,15,18,5,7,10,12,4,10,12,15,64,24,22,102,18,6,83,6,0.52,0.28,108,3,14,53,0.49,-,5
2014/2015,A1,Regular_Season,1st,1,-,2,19/10/2014,18:00,2720,14832,C,Copra Piacenza,Piacenza,1,3,6,10,19,23,8,16,21,25,8,16,21,25,5,14,17,20,7,16,20,22,8,13,21,25,6,11,16,17,8,16,21,25,-,-,-,-,-,-,-,-,59,19,-4,87,12,3,77,16,0.55,0.3,97,9,6,45,0.46,-,11
2014/2015,A1,Regular_Season,1st,1,-,2,19/10/2014,18:00,2720,14832,O,CMC Ravenna,Ravenna Robur,3,1,8,16,21,25,6,10,19,23,5,14,17,20,8,16,21,25,8,13,21,25,7,16,20,22,8,16,21,25,6,11,16,17,-,-,-,-,-,-,-,-,70,26,13,94,17,8,75,8,0.57,0.29,109,7,11,56,0.51,-,6
2014/2015,A1,Regular_Season,1st,1,-,3,18/10/2014,17:30,1729,10216,C,Cucine Lube Banca Marche Treia,Lube,3,1,4,13,19,22,8,16,21,25,8,16,21,25,4,12,16,21,8,16,21,25,6,11,14,19,6,14,19,27,8,16,21,25,-,-,-,-,-,-,-,-,69,22,15,98,16,5,73,7,0.52,0.27,104,9,4,56,0.54,-,8
2014/2015,A1,Regular_Season,1st,1,-,3,18/10/2014,17:30,1729,10216,O,Calzedonia Verona,Verona,1,3,8,16,21,25,4,13,19,22,4,12,16,21,8,16,21,25,6,11,14,19,8,16,21,25,8,16,21,25,6,14,19,27,-,-,-,-,-,-,-,-,63,18,-,91,18,4,82,7,0.41,0.26,116,12,8,55,0.47,-,4
2014/2015,A1,Regular_Season,1st,1,-,4,19/10/2014,18:00,2888,4187,C,Revivre Milano,Milano Power,0,3,5,13,17,21,8,16,21,25,6,14,17,20,8,16,21,25,6,12,19,19,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39,8,-20,62,17,1,60,10,0.57,0.27,65,5,8,34,0.52,-,4
2014/2015,A1,Regular_Season,1st,1,-,4,19/10/2014,18:00,2888,4187,O,Exprivia Neldiritto Molfetta,Molfetta,3,0,8,16,21,25,5,13,17,21,8,16,21,25,6,14,17,20,8,16,21,25,6,12,19,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,19,15,73,13,2,45,2,0.71,0.42,73,6,4,43,0.59,-,8
2014/2015,A1,Regular_Season,1st,1,-,5,19/10/2014,18:00,3220,17611,C,Energy T.I. Diatec Trentino,Trento,3,0,8,16,21,25,6,11,16,19,8,16,21,25,2,6,13,15,8,16,21,25,5,8,10,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,30,33,73,8,5,40,3,0.6,0.33,66,1,5,43,0.65,-,11
2014/2015,A1,Regular_Season,1st,1,-,5,19/10/2014,18:00,3220,17611,O,Tonazzo Padova,Padova,0,3,6,11,16,19,8,16,21,25,2,6,13,15,8,16,21,25,5,8,10,13,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,10,-11,49,9,2,65,7,0.46,0.23,77,6,11,31,0.4,-,5
2014/2015,A1,Regular_Season,1st,1,-,6,19/10/2014,17:30,3433,42203,C,Parmareggio Modena,Modena,3,1,8,15,21,24,5,16,20,26,7,16,21,25,8,15,18,22,5,14,21,25,8,16,19,20,8,16,21,25,6,13,17,21,-,-,-,-,-,-,-,-,70,26,10,98,24,12,76,2,0.55,0.33,108,7,8,52,0.48,-,6
2014/2015,A1,Regular_Season,1st,1,-,6,19/10/2014,17:30,3433,42203,O,Sir Safety Perugia,Perugia,1,3,5,16,20,26,8,15,21,24,8,15,18,22,7,16,21,25,8,16,19,20,5,14,21,25,6,13,17,21,8,16,21,25,-,-,-,-,-,-,-,-,56,24,-6,90,14,2,74,12,0.47,0.3,105,11,6,46,0.44,-,8
2014/2015,A1,Regular_Season,1st,1,-,7,19/10/2014,18:00,966,4219,C,Top Volley Latina,Latina,3,1,8,12,15,17,7,16,21,25,8,16,21,25,3,7,16,20,8,16,21,25,6,12,15,20,8,16,21,25,6,12,18,23,-,-,-,-,-,-,-,-,60,26,2,91,16,3,68,5,0.51,0.28,111,8,9,40,0.36,-,17
2014/2015,A1,Regular_Season,1st,1,-,7,19/10/2014,18:00,966,4219,O,Vero Volley Monza,Monza Vero Volley,1,3,7,16,21,25,8,12,15,17,3,7,16,20,8,16,21,25,6,12,15,20,8,16,21,25,6,12,18,23,8,16,21,25,-,-,-,-,-,-,-,-,63,26,4,89,21,4,75,6,0.59,0.33,115,7,17,50,0.43,-,9
2014/2015,A1,Regular_Season,1st,2,-,9,26/10/2014,18:00,2350,10016,C,Calzedonia Verona,Verona,3,0,8,16,21,25,3,10,15,20,6,13,21,25,8,16,18,21,5,16,21,25,8,15,20,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,24,11,74,11,4,51,6,0.45,0.39,77,7,5,43,0.56,-,5
2014/2015,A1,Regular_Season,1st,2,-,9,26/10/2014,18:00,2350,10016,O,Revivre Milano,Milano Power,0,3,3,10,15,20,8,16,21,25,8,16,18,21,6,13,21,25,8,15,20,22,5,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,14,-7,64,13,4,63,12,0.37,0.29,75,8,5,33,0.44,-,5
2014/2015,A1,Regular_Season,1st,2,-,10,26/10/2014,18:00,1228,3870,C,Exprivia Neldiritto Molfetta,Molfetta,3,1,8,15,19,22,6,16,21,25,8,16,21,25,6,12,17,19,8,16,21,25,5,12,20,23,8,16,21,25,5,13,16,21,-,-,-,-,-,-,-,-,60,19,-8,96,18,5,68,7,0.54,0.31,92,5,12,48,0.52,-,7
2014/2015,A1,Regular_Season,1st,2,-,10,26/10/2014,18:00,1228,3870,O,Altotevere Città di Castello-Sansepolcro,Città di Castello,1,3,6,16,21,25,8,15,19,22,6,12,17,19,8,16,21,25,5,12,20,23,8,16,21,25,5,13,16,21,8,16,21,25,-,-,-,-,-,-,-,-,63,20,-5,89,21,3,78,7,0.51,0.31,96,12,7,48,0.5,-,12
2014/2015,A1,Regular_Season,1st,2,-,11,26/10/2014,18:00,2845,13125,C,Tonazzo Padova,Padova,0,3,6,8,13,15,8,16,21,25,7,16,20,22,8,14,21,25,2,13,20,20,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,12,-12,59,11,2,63,11,0.43,0.17,74,6,7,30,0.41,-,5
2014/2015,A1,Regular_Season,1st,2,-,11,26/10/2014,18:00,2845,13125,O,Parmareggio Modena,Modena,3,0,8,16,21,25,6,8,13,15,8,14,21,25,7,16,20,22,8,16,21,25,2,13,20,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,24,14,73,10,6,48,3,0.46,0.25,75,8,5,41,0.55,-,7
2014/2015,A1,Regular_Season,1st,2,-,12,26/10/2014,19:30,2888,18162,C,Sir Safety Perugia,Perugia,2,3,8,16,21,25,5,11,15,21,7,14,21,25,8,16,20,22,8,12,15,19,5,16,21,25,5,11,14,18,8,16,21,25,5,10,12,15,3,7,11,17,74,21,4,102,19,4,92,7,0.53,0.33,143,10,14,65,0.45,-,5
2014/2015,A1,Regular_Season,1st,2,-,12,26/10/2014,19:30,2888,18162,O,Energy T.I. Diatec Trentino,Trento,3,2,5,11,15,21,8,16,21,25,8,16,20,22,7,14,21,25,5,16,21,25,8,12,15,19,8,16,21,25,5,11,14,18,3,7,11,17,5,10,12,15,78,27,22,110,18,4,83,9,0.55,0.42,119,1,5,60,0.5,-,14
2014/2015,A1,Regular_Season,1st,2,-,13,26/10/2014,18:00,1913,5637,C,Vero Volley Monza,Monza Vero Volley,1,3,7,11,17,22,8,16,21,25,8,16,21,25,7,12,19,22,7,11,17,21,8,16,21,25,8,15,19,21,6,16,21,25,-,-,-,-,-,-,-,-,65,22,6,90,13,2,80,3,0.54,0.35,123,10,18,55,0.45,-,8
2014/2015,A1,Regular_Season,1st,2,-,13,26/10/2014,18:00,1913,5637,O,Copra Piacenza,Piacenza,3,1,8,16,21,25,7,11,17,22,7,12,19,22,8,16,21,25,8,16,21,25,7,11,17,21,6,16,21,25,8,15,19,21,-,-,-,-,-,-,-,-,70,27,19,96,16,2,77,2,0.6,0.31,111,7,8,50,0.45,-,18
2014/2015,A1,Regular_Season,1st,2,-,14,25/10/2014,17:30,1510,6893,C,CMC Ravenna,Ravenna Robur,3,1,8,16,20,26,7,15,21,28,8,16,20,25,6,15,21,23,7,16,21,25,8,11,17,19,8,16,21,25,7,13,17,21,-,-,-,-,-,-,-,-,85,35,25,100,15,2,81,7,0.49,0.25,127,8,10,69,0.54,-,14
2014/2015,A1,Regular_Season,1st,2,-,14,25/10/2014,17:30,1510,6893,O,Top Volley Latina,Latina,1,3,7,15,21,28,8,16,20,26,6,15,21,23,8,16,20,25,8,11,17,19,7,16,21,25,7,13,17,21,8,16,21,25,-,-,-,-,-,-,-,-,63,18,-4,92,11,6,85,7,0.44,0.24,130,4,14,47,0.36,-,10
2014/2015,A1,Regular_Season,1st,3,-,16,29/10/2014,20:30,1463,5862,C,Altotevere Città di Castello-Sansepolcro,Città di Castello,1,3,3,11,14,20,8,16,21,25,7,15,21,25,8,16,19,22,6,15,17,18,8,16,21,25,5,10,14,19,8,16,21,25,-,-,-,-,-,-,-,-,60,19,-8,83,7,8,81,6,0.42,0.2,108,10,19,46,0.43,-,6
2014/2015,A1,Regular_Season,1st,3,-,16,29/10/2014,20:30,1463,5862,O,CMC Ravenna,Ravenna Robur,3,1,8,16,21,25,3,11,14,20,8,16,19,22,7,15,21,25,8,16,21,25,6,15,17,18,8,16,21,25,5,10,14,19,-,-,-,-,-,-,-,-,75,30,18,96,14,7,76,10,0.42,0.22,104,8,6,49,0.47,-,19
2014/2015,A1,Regular_Season,1st,3,-,17,29/10/2014,20:30,1921,11557,C,Cucine Lube Banca Marche Treia,Lube,3,0,8,16,21,25,5,8,13,15,8,16,21,25,6,12,16,18,8,16,21,25,4,14,19,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,25,15,73,11,5,41,4,0.59,0.46,63,3,7,35,0.56,-,13
2014/2015,A1,Regular_Season,1st,3,-,17,29/10/2014,20:30,1921,11557,O,Tonazzo Padova,Padova,0,3,5,8,13,15,8,16,21,25,6,12,16,18,8,16,21,25,4,14,19,22,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,10,-3,57,16,2,62,6,0.53,0.32,83,5,13,32,0.39,-,7
2014/2015,A1,Regular_Season,1st,3,-,18,29/10/2014,20:30,2820,12399,C,Copra Piacenza,Piacenza,3,0,7,16,21,25,8,15,17,22,8,16,21,25,4,7,10,13,6,14,21,25,8,16,20,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,22,17,73,12,1,48,4,0.56,0.25,76,3,7,42,0.55,-,11
2014/2015,A1,Regular_Season,1st,3,-,18,29/10/2014,20:30,2820,12399,O,Calzedonia Verona,Verona,0,3,8,15,17,22,7,16,21,25,4,7,10,13,8,16,21,25,8,16,20,22,6,14,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,11,-5,59,11,4,61,2,0.44,0.2,83,6,11,29,0.35,-,7
2014/2015,A1,Regular_Season,1st,3,-,19,29/10/2014,20:30,836,3057,C,Top Volley Latina,Latina,0,3,4,11,14,21,8,16,21,25,8,16,19,25,7,14,21,27,4,13,17,23,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,15,2,71,9,4,60,7,0.58,0.33,91,6,13,38,0.42,-,7
2014/2015,A1,Regular_Season,1st,3,-,19,29/10/2014,20:30,836,3057,O,Sir Safety Perugia,Perugia,3,0,8,16,21,25,4,11,14,21,7,14,21,27,8,16,19,25,8,16,21,25,4,13,17,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,17,22,75,15,6,62,5,0.61,0.39,83,3,7,42,0.51,-,13
2014/2015,A1,Regular_Season,1st,3,-,20,29/10/2014,20:30,2504,18523,C,Parmareggio Modena,Modena,3,0,8,16,21,25,3,8,14,15,8,16,21,25,6,11,14,15,8,16,21,25,6,12,16,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,30,25,73,9,8,37,3,0.68,0.43,71,6,4,40,0.56,-,8
2014/2015,A1,Regular_Season,1st,3,-,20,29/10/2014,20:30,2504,18523,O,Vero Volley Monza,Monza Vero Volley,0,3,3,8,14,15,8,16,21,25,6,11,14,15,8,16,21,25,6,12,16,16,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31,8,-22,48,10,2,65,10,0.51,0.32,71,8,8,25,0.35,-,4
2014/2015,A1,Regular_Season,1st,3,-,21,29/10/2014,20:30,2321,14580,C,Energy T.I. Diatec Trentino,Trento,3,0,8,16,21,25,7,13,18,18,8,16,21,25,6,12,16,19,6,16,21,25,8,13,17,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,23,27,72,9,4,48,5,0.52,0.29,75,1,7,41,0.55,-,11
