Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2014/2015,A1,Supercoppa,Final,1,-,0,14/10/2014,20:30,3400,24000,C,Cucine Lube Banca Marche Treia,Lube,1,Fei Alessandro,-,-,-,*,*,*,*,5,8,4,4,5,1,-,-,-,-,-,18,1,2,6,0.33,-,2
2014/2015,A1,Supercoppa,Final,1,-,0,14/10/2014,20:30,3400,24000,C,Cucine Lube Banca Marche Treia,Lube,2,Henno Hubert,L,-,-,*,*,*,*,*,-,-,-,-,-,-,24,-,0.88,0.58,-,-,-,-,-,-,-
2014/2015,A1,Supercoppa,Final,1,-,0,14/10/2014,20:30,3400,24000,C,Cucine Lube Banca Marche Treia,Lube,3,Parodi Simone,-,-,5.9,1,1,6,4,6,12,5,1,17,2,2,35,4,0.69,0.51,22,4,1,9,0.41,-,1
2014/2015,A1,Supercoppa,Final,1,-,0,14/10/2014,20:30,3400,24000,C,Cucine Lube Banca Marche Treia,Lube,4,Paparoni Alessandro,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014/2015,A1,Supercoppa,Final,1,-,0,14/10/2014,20:30,3400,24000,C,Cucine Lube Banca Marche Treia,Lube,6,Vitelli Marco,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014/2015,A1,Supercoppa,Final,1,-,0,14/10/2014,20:30,3400,24000,C,Cucine Lube Banca Marche Treia,Lube,7,Stankovic Dragan,-,-,7.3,5,5,4,2,4,12,5,10,20,2,-,-,-,-,-,10,-,-,9,0.9,-,3
2014/2015,A1,Supercoppa,Final,1,-,0,14/10/2014,20:30,3400,24000,C,Cucine Lube Banca Marche Treia,Lube,9,Kovar Jiri,-,-,-,-,*,*,*,-,-,-,-1,-,-,-,4,-,0.25,-,1,1,-,-,-,-,-
2014/2015,A1,Supercoppa,Final,1,-,0,14/10/2014,20:30,3400,24000,C,Cucine Lube Banca Marche Treia,Lube,10,Sabbi Giulio,-,-,6.1,6,6,5,3,-,12,4,-2,11,6,-,-,-,-,-,19,5,2,10,0.53,-,2
2014/2015,A1,Supercoppa,Final,1,-,0,14/10/2014,20:30,3400,24000,C,Cucine Lube Banca Marche Treia,Lube,11,Monopoli Natale,-,-,-,*,*,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014/2015,A1,Supercoppa,Final,1,-,0,14/10/2014,20:30,3400,24000,C,Cucine Lube Banca Marche Treia,Lube,16,Kurek Bartosz,-,-,6.1,4,4,3,1,3,15,6,6,16,3,1,18,2,0.56,0.44,24,3,-,14,0.58,-,-
2014/2015,A1,Supercoppa,Final,1,-,0,14/10/2014,20:30,3400,24000,C,Cucine Lube Banca Marche Treia,Lube,17,Baranowicz Michele,-,-,6.4,3,3,2,6,2,1,1,-3,18,3,1,-,-,-,-,5,1,-,-,-,-,-
2014/2015,A1,Supercoppa,Final,1,-,0,14/10/2014,20:30,3400,24000,C,Cucine Lube Banca Marche Treia,Lube,18,Podrascanin Marko,-,-,6.9,2,2,1,5,1,20,9,17,16,3,1,3,-,1,1,21,-,-,13,0.62,-,6
