Season,Division,Team,No,Player,Role,Born,Height,Nat. Sport.,Note
2014/2015,A2,Obiettivo Risarcimento Vicenza,8,BAGGI LAURA,Spiker,1992,190,ITA,-
2014/2015,A2,Obiettivo Risarcimento Vicenza,9,FIORI SILVIA,Libero,1994,162,ITA,-
2014/2015,A2,Obiettivo Risarcimento Vicenza,11,SMIRNOVA IRINA,Spiker,1990,188,RUS,-
2014/2015,A2,Obiettivo Risarcimento Vicenza,12,PASTORELLO VALENTINA,Middleblocker,1993,190,ITA,-
2014/2015,A2,Obiettivo Risarcimento Vicenza,14,GHISELLINI SIMONA,Setter,1974,170,ITA,-
2014/2015,A2,Obiettivo Risarcimento Vicenza,17,FRONZA ELENA,Middleblocker,1992,183,ITA,-
2014/2015,A2,Riso Scotti Pavia,1,FLAVIA CRISTINA GONCALVES DE ASSIS,Spiker,1979,183,BRA,-
2014/2015,A2,Riso Scotti Pavia,2,BRUSSA NATALIA GUADALUPE,Spiker,1985,188,ITA,from 31/01/2015 PROVENIENTE DA NORDMECCANICA REBECCHI PIACENZA
2014/2015,A2,Riso Scotti Pavia,3,FERNANDINHA CRISTINA FERNANDA FERREIRA,Setter,1980,175,BRA,-
2014/2015,A2,Riso Scotti Pavia,4,NICOLINI CECILIA,Setter,1994,181,ITA,until 16/01/2015
2014/2015,A2,Riso Scotti Pavia,7,GARAVAGLIA LAURA,Spiker,1989,185,ITA,-
2014/2015,A2,Riso Scotti Pavia,8,POMA CELESTE,Libero,1991,168,ITA,-
2014/2015,A2,Riso Scotti Pavia,9,BIANCHI FEDERICA,Middleblocker,1993,175,ITA,-
2014/2015,A2,Riso Scotti Pavia,10,CATENA MICHELA,Spiker,1991,191,ITA,-
2014/2015,A2,Riso Scotti Pavia,11,DI BONIFACIO MARIANNA,Spiker,1994,185,ITA,-
2014/2015,A2,Riso Scotti Pavia,12,POMA GINEVRA,Libero,1995,170,ITA,-
2014/2015,A2,Riso Scotti Pavia,13,ASSIRELLI FLAVIA,Middleblocker,1990,183,ITA,-
2014/2015,A2,Riso Scotti Pavia,14,CIVARDI VALENTINA,Spiker,1998,182,ITA,-
2014/2015,A2,Riso Scotti Pavia,15,CAPPELLI ELENA,Spiker,1996,187,ITA,-
2014/2015,A2,Riso Scotti Pavia,16,COGLIANDRO ASIA,Middleblocker,1996,184,ITA,-
2014/2015,A2,Riso Scotti Pavia,17,PRANDI VITTORIA,Setter,1994,180,ITA,from 16/01/2015 PROVENIENTE DA CLUB ITALIA
2014/2015,A2,Saugella Team Monza,1,BRUNO BENEDETTA,Middleblocker,1984,192,ITA,-
2014/2015,A2,Saugella Team Monza,3,NOMIKOU MARIA,Spiker,1993,190,GRE,-
2014/2015,A2,Saugella Team Monza,5,BALBONI MARTINA,Setter,1991,180,ITA,-
2014/2015,A2,Saugella Team Monza,6,FALOTICO CHIARA SHANTI,Spiker,1995,175,ITA,-
2014/2015,A2,Saugella Team Monza,7,SAVERIANO FRANCESCA,Setter,1993,174,ITA,-
2014/2015,A2,Saugella Team Monza,8,MATUSZKOVA TEREZA,Spiker,1982,192,CZE,-
2014/2015,A2,Saugella Team Monza,9,COATTI ALICE,Spiker,1989,178,ITA,-
2014/2015,A2,Saugella Team Monza,10,BONETTI MARIKA,Spiker,1984,178,ITA,-
2014/2015,A2,Saugella Team Monza,11,ASTARITA GIUSY,Spiker,1988,183,ITA,from 09/01/2015 PROVENIENTE DA SAVINO DEL BENE SCANDICCI
2014/2015,A2,Saugella Team Monza,12,DEVETAG FRANCESCA,Middleblocker,1986,186,ITA,-
2014/2015,A2,Saugella Team Monza,13,FACCHINETTI FABIOLA,Middleblocker,1989,182,ITA,-
2014/2015,A2,Saugella Team Monza,14,MONETA SERENA,Spiker,1990,178,ITA,-
2014/2015,A2,Saugella Team Monza,18,BISCONTI VERONICA,Libero,1991,174,ITA,-
2014/2015,A2,Volalto Caserta,1,RICCIARDI MICHELA,Middleblocker,1991,178,ITA,until 27/01/2015
2014/2015,A2,Volalto Caserta,2,PERCAN SONJA,Spiker,1981,186,CRO,-
2014/2015,A2,Volalto Caserta,3,FANZINI CATERINA,Spiker,1985,186,ITA,from 02/02/2015
2014/2015,A2,Volalto Caserta,4,FIORE EMANUELA,Spiker,1986,185,ITA,until 17/01/2015
2014/2015,A2,Volalto Caserta,5,MARTINUZZO LINDA,Middleblocker,1992,186,ITA,-
2014/2015,A2,Volalto Caserta,6,GABBIADINI ANGELA,Spiker,1992,181,ITA,-
2014/2015,A2,Volalto Caserta,7,BORIASSI GIADA,Middleblocker,1992,188,ITA,from 25/01/2015
2014/2015,A2,Volalto Caserta,8,PERATA ISABELLA,Setter,1997,181,ITA,-
2014/2015,A2,Volalto Caserta,10,BARONE FEDERICA,Libero,1990,175,ITA,-
2014/2015,A2,Volalto Caserta,11,DE LELLIS SARA,Setter,1986,181,ITA,-
2014/2015,A2,Volalto Caserta,12,ARMONIA MARICA,Spiker,1990,185,ITA,-
2014/2015,A2,Volalto Caserta,13,ROCCHI GIULIA,Libero,1992,168,ITA,-
2014/2015,A2,Volalto Caserta,14,GAGLIARDI CARMEN,Middleblocker,1991,177,ITA,-
2014/2015,A2,Volalto Caserta,17,TORCHIA CLAUDIA,Middleblocker,1995,189,ITA,-
2014/2015,A2,Volalto Caserta,18,SORAIA NEUDIL DOS SANTOS,Spiker,1984,191,BRA,-
2014/2015,A2,Volksbank Sudtirol Bolzano,1,BRESCIANI GIULIA,Libero,1992,165,ITA,-
2014/2015,A2,Volksbank Sudtirol Bolzano,2,FILIPPIN GRETA,Libero,1998,167,ITA,-
2014/2015,A2,Volksbank Sudtirol Bolzano,3,BONAFINI AURORA,Setter,1993,171,ITA,-
2014/2015,A2,Volksbank Sudtirol Bolzano,4,TREVISAN FRANCESCA,Spiker,1995,180,ITA,-
2014/2015,A2,Volksbank Sudtirol Bolzano,5,GABRIELI ELENA,Middleblocker,1992,192,ITA,-
2014/2015,A2,Volksbank Sudtirol Bolzano,7,KAJALINA ANNA,Spiker,1991,205,EST,-
2014/2015,A2,Volksbank Sudtirol Bolzano,8,LUALDI GIUDITTA,Middleblocker,1995,186,ITA,-
2014/2015,A2,Volksbank Sudtirol Bolzano,9,PAPA VALERIA,Spiker,1989,183,ITA,-
2014/2015,A2,Volksbank Sudtirol Bolzano,10,BERTOLINI SARA,Middleblocker,1991,180,ITA,-
2014/2015,A2,Volksbank Sudtirol Bolzano,11,REPICE VITTORIA,Middleblocker,1986,185,ITA,-
2014/2015,A2,Volksbank Sudtirol Bolzano,12,BACCHI LUCIA,Spiker,1981,181,ITA,-
2014/2015,A2,Volksbank Sudtirol Bolzano,13,PORZIO NOEMI,Spiker,1984,177,ITA,-
2014/2015,A2,Volksbank Sudtirol Bolzano,15,MOLLERS LENA,Setter,1990,190,GER,-
2014/2015,A2,Volksbank Sudtirol Bolzano,16,VEGLIA TIZIANA,Middleblocker,1992,186,ITA,from 18/01/2015 PROVENIENTE DA CORPORA AVERSA
2014/2015,A2,Volksbank Sudtirol Bolzano,17,WALDTHALER KATHRIN,Spiker,1990,184,ITA,-
2014/2015,A2,Volley Soverato,1,BACCIOTTINI BARBARA,Setter,1994,181,ITA,-
2014/2015,A2,Volley Soverato,2,PARIS SARA,Libero,1985,165,ITA,-
2014/2015,A2,Volley Soverato,3,TRAVAGLINI ALESSIA,Middleblocker,1988,188,ITA,-
2014/2015,A2,Volley Soverato,4,PESUT TEA,Spiker,1990,182,CRO,from 02/03/2015
2014/2015,A2,Volley Soverato,6,ROANI MANUELA,Spiker,1983,186,ITA,-
2014/2015,A2,Volley Soverato,7,ALUIGI CHIARA,Spiker,1993,180,ITA,-
2014/2015,A2,Volley Soverato,8,BERTONE SERENA,Middleblocker,1995,185,ITA,-
2014/2015,A2,Volley Soverato,9,MINATI VERONICA,Spiker,1983,187,ITA,-
2014/2015,A2,Volley Soverato,10,GILI ELEONORA,Spiker,1988,185,ITA,-
2014/2015,A2,Volley Soverato,11,FRIGO LAURA,Middleblocker,1990,185,ITA,-
2014/2015,A2,Volley Soverato,12,BURDUJA NINA,Spiker,1996,188,ITA,-
2014/2015,A2,Volley Soverato,16,SMUTNA LUCIE,Setter,1991,180,CZE,-
2014/2015,A2,Volley Soverato,18,WERTH HANNAH,Spiker,1990,185,USA,from 30/12/2014 until 11/02/2015
