Season,Division,Team,No,Player,Role,Born,Height,Born Place,Nat. Sport.,Note1,Note2
2014/2015,A2,Centrale McDonald's Brescia,7,FUSCO Pasquale,Libero,1997,175,BS,ITA,-,-
2014/2015,A2,Centrale McDonald's Brescia,9,BELLINI Alberto,Spiker,1987,201,VE,ITA,-,-
2014/2015,A2,Centrale McDonald's Brescia,10,ZANARDINI Massimo,Middleblocker,1997,175,BS,ITA,-,-
2014/2015,A2,Centrale McDonald's Brescia,11,SORLINI Emanuele,Spiker,1998,182,BS,ITA,-,-
2014/2015,A2,Centrale McDonald's Brescia,12,QUARTARONE Davide,Setter,1986,196,RG,ITA,-,-
2014/2015,A2,Centrale McDonald's Brescia,13,CRUZ Nandy,Middleblocker,1996,181,DOM,ITA,-,-
2014/2015,A2,Centrale McDonald's Brescia,14,PAOLETTI Matteo,Spiker,1982,203,AN,ITA,-,-
2014/2015,A2,Centrale McDonald's Brescia,15,AGNELLINI Andrea,Middleblocker,1983,197,BS,ITA,-,-
2014/2015,A2,Centrale McDonald's Brescia,16,STRAOLZINI Nicola,Setter,1973,180,BS,ITA,-,-
2014/2015,A2,Centrale McDonald's Brescia,18,PELI Enrico,Libero,1985,180,BO,ITA,-,-
2014/2015,A2,Conad Reggio Emilia,1,DELLA CORTE Giuseppe,Spiker,1992,197,BA,ITA,-,-
2014/2015,A2,Conad Reggio Emilia,2,CATELLANI Luca,Libero,1991,184,RE,ITA,-,-
2014/2015,A2,Conad Reggio Emilia,3,DI FRANCO Massimiliano,Middleblocker,1978,203,CL,ITA,-,-
2014/2015,A2,Conad Reggio Emilia,4,BERTOLI Matteo,Spiker,1988,196,TN,ITA,-,-
2014/2015,A2,Conad Reggio Emilia,5,GUEMART Michel,Setter,1983,193,FC,ITA,-,-
2014/2015,A2,Conad Reggio Emilia,6,TIOZZO Nicola,Spiker,1993,196,VE,ITA,-,-
2014/2015,A2,Conad Reggio Emilia,7,TONDO Alessandro,Spiker,1991,199,LE,ITA,-,-
2014/2015,A2,Conad Reggio Emilia,9,BUCAIONI Luca,Setter,1982,198,PG,ITA,-,-
2014/2015,A2,Conad Reggio Emilia,10,KODY Yvan Arthur,Spiker,1991,213,CMR,CMR,-,-
2014/2015,A2,Conad Reggio Emilia,11,BENAGLIA Davide,Middleblocker,1989,202,PC,ITA,-,-
2014/2015,A2,Conad Reggio Emilia,12,GIGLIOLI Emiliano,Middleblocker,1985,195,SV,ITA,-,-
2014/2015,A2,Conad Reggio Emilia,15,ALLESCH Piero,Spiker,1995,185,TS,ITA,-,-
2014/2015,A2,Conad Reggio Emilia,16,MORGESE Davide,Libero,1996,170,RE,ITA,-,-
2014/2015,A2,Domar Matera,1,PINELLI Riccardo,Setter,1991,193,MO,ITA,-,-
2014/2015,A2,Domar Matera,2,CALITRI Gabriele,Spiker,1996,186,FG,ITA,-,-
2014/2015,A2,Domar Matera,3,CERNIC Matej,Spiker,1978,194,GO,ITA,-,-
2014/2015,A2,Domar Matera,4,JOVENTINO VENCESLAU Luis Fernando,Spiker,1989,192,BRA,BRA,-,-
2014/2015,A2,Domar Matera,5,SESTO Nicola,Middleblocker,1987,198,CZ,ITA,-,-
2014/2015,A2,Domar Matera,6,ZAMAGNI Matteo,Middleblocker,1989,195,RN,ITA,-,-
2014/2015,A2,Domar Matera,9,BORTOLOZZO Matteo,Middleblocker,1989,200,PD,ITA,-,-
2014/2015,A2,Domar Matera,10,VILLENA Andres,Spiker,1993,194,ESP,ESP,-,-
2014/2015,A2,Domar Matera,11,LAPACCIANA Eustachio,Setter,1979,182,BA,ITA,-,-
2014/2015,A2,Domar Matera,12,SUGLIA Vittorio,Spiker,1979,193,MT,ITA,-,-
2014/2015,A2,Domar Matera,13,LO BIANCO Marco,Libero,1990,191,CS,ITA,-,-
2014/2015,A2,Domar Matera,14,DA SILVA FAZANHA Caio Fernando,Spiker,1992,204,BRA,BRA,-,-
2014/2015,A2,Domar Matera,15,MONTELEONE Leonardo,Libero,1997,181,BA,ITA,-,-
2014/2015,A2,Globo Banca Popolare del Frusinate Sora,1,FIORE Alessio,Spiker,1982,196,TA,ITA,-,-
2014/2015,A2,Globo Banca Popolare del Frusinate Sora,2,CORSETTI Marco,Spiker,1994,192,FR,ITA,-,-
2014/2015,A2,Globo Banca Popolare del Frusinate Sora,3,GAUDIERI Mario,Libero,1995,174,FR,ITA,-,-
2014/2015,A2,Globo Banca Popolare del Frusinate Sora,4,MARZOLA Marco,Setter,1985,197,FC,ITA,-,-
2014/2015,A2,Globo Banca Popolare del Frusinate Sora,5,CACCIATORE Luca,Setter,1992,189,FR,ITA,-,-
2014/2015,A2,Globo Banca Popolare del Frusinate Sora,6,LUCARELLI Marco,Spiker,1996,190,FR,ITA,-,-
2014/2015,A2,Globo Banca Popolare del Frusinate Sora,7,SANTUCCI Marco,Libero,1983,189,CB,ITA,-,-
2014/2015,A2,Globo Banca Popolare del Frusinate Sora,8,BACCA Daniel,Spiker,1990,192,LE,ITA,from 11/09/2014,-
2014/2015,A2,Globo Banca Popolare del Frusinate Sora,9,SPERANDIO Matteo,Middleblocker,1992,199,TV,ITA,-,-
2014/2015,A2,Globo Banca Popolare del Frusinate Sora,10,PARIS Claudio,Spiker,1987,194,RM,ITA,-,-
2014/2015,A2,Globo Banca Popolare del Frusinate Sora,11,FABRONI Marco,Setter,1981,190,VA,ITA,-,-
2014/2015,A2,Globo Banca Popolare del Frusinate Sora,13,SALGADO Hiosvany,Middleblocker,1979,201,CUB,ITA,-,-
2014/2015,A2,Globo Banca Popolare del Frusinate Sora,15,HIRSCH Simon,Spiker,1992,205,GER,GER,-,-
2014/2015,A2,Globo Banca Popolare del Frusinate Sora,17,CALA GERARDO Yosleyder,Spiker,1984,203,CUB,USA,from 14/02/2015,-
2014/2015,A2,Globo Banca Popolare del Frusinate Sora,18,CITTADINO Marco,Middleblocker,1984,201,CZ,ITA,-,-
2014/2015,A2,Materdominivolley.it Castellana Grotte,1,MORELLI Michele,Spiker,1991,195,FG,ITA,-,-
2014/2015,A2,Materdominivolley.it Castellana Grotte,2,MARZO Luca,Spiker,1994,190,RA,ITA,-,-
2014/2015,A2,Materdominivolley.it Castellana Grotte,3,PRIMAVERA Giovanni,Libero,1992,186,BA,ITA,-,-
2014/2015,A2,Materdominivolley.it Castellana Grotte,4,LATORRE Pietro Luca,Setter,1994,183,TA,ITA,-,-
2014/2015,A2,Materdominivolley.it Castellana Grotte,5,NERO Alessandro,Libero,1997,180,RM,ITA,-,-
2014/2015,A2,Materdominivolley.it Castellana Grotte,6,SORRENTI Mattia,Spiker,1996,198,CS,ITA,-,-
2014/2015,A2,Materdominivolley.it Castellana Grotte,7,BEVILACQUA Alessandro,Spiker,1994,194,MO,ITA,from 20/11/2014,-
2014/2015,A2,Materdominivolley.it Castellana Grotte,7,KOUZNETSOV Andrea,Spiker,1993,190,BA,ITA,until 27/11/2014,-
2014/2015,A2,Materdominivolley.it Castellana Grotte,8,CASTELLANO Maurizio,Spiker,1971,193,NA,ITA,-,-
2014/2015,A2,Materdominivolley.it Castellana Grotte,9,CIROCCO Alessandro,Middleblocker,1996,198,BN,ITA,-,-
2014/2015,A2,Materdominivolley.it Castellana Grotte,10,DE SERIO Michele,Middleblocker,1996,195,BA,ITA,-,-
2014/2015,A2,Materdominivolley.it Castellana Grotte,10,LONGO Giuseppe,Setter,1998,181,BA,ITA,-,-
2014/2015,A2,Materdominivolley.it Castellana Grotte,11,PRIMAVERA Alessandro,Spiker,1995,193,BA,ITA,-,-
2014/2015,A2,Materdominivolley.it Castellana Grotte,12,PEDRON Matteo,Setter,1992,189,PD,ITA,-,-
2014/2015,A2,Materdominivolley.it Castellana Grotte,13,SPADAVECCHIA Vincenzo,Middleblocker,1993,204,BA,ITA,-,-
2014/2015,A2,Materdominivolley.it Castellana Grotte,14,GIOSA Alessandro,Middleblocker,1977,198,TA,ITA,-,-
2014/2015,A2,Materdominivolley.it Castellana Grotte,18,LIBRARO Enrico,Spiker,1983,191,NA,ITA,until 03/11/2014,-
2014/2015,A2,Maury's Italiana Assicurazioni Tuscania,1,BUZZELLI Pierlorenzo,Spiker,1990,193,AQ,ITA,-,-
2014/2015,A2,Maury's Italiana Assicurazioni Tuscania,3,MARCHISIO Andrea,Libero,1990,186,CN,ITA,-,-
2014/2015,A2,Maury's Italiana Assicurazioni Tuscania,4,FESTI Roberto,Middleblocker,1994,202,TN,ITA,-,-
2014/2015,A2,Maury's Italiana Assicurazioni Tuscania,5,LEONI Giacomo,Setter,1995,192,GE,ITA,-,-
2014/2015,A2,Maury's Italiana Assicurazioni Tuscania,6,STRAINO Simone,Libero,1997,186,RM,ITA,-,-
2014/2015,A2,Maury's Italiana Assicurazioni Tuscania,7,VITANGELI Simone,Middleblocker,1986,198,VT,ITA,-,-
2014/2015,A2,Maury's Italiana Assicurazioni Tuscania,8,OTTAVIANI Giuseppe,Spiker,1991,196,VT,ITA,-,-
2014/2015,A2,Maury's Italiana Assicurazioni Tuscania,9,ROSSI Lorenzo,Spiker,1990,195,RM,ITA,-,-
2014/2015,A2,Maury's Italiana Assicurazioni Tuscania,10,PIERI Simone,Libero,1996,185,VT,ITA,-,-
2014/2015,A2,Maury's Italiana Assicurazioni Tuscania,11,DI FELICE Marcello,Spiker,1993,199,TE,ITA,-,-
2014/2015,A2,Maury's Italiana Assicurazioni Tuscania,12,SHAVRAK Dmitriy,Spiker,1991,203,UKR,UKR,-,-
2014/2015,A2,Maury's Italiana Assicurazioni Tuscania,13,ANSELMI Cristian,Spiker,1996,198,VT,ITA,-,-
2014/2015,A2,Maury's Italiana Assicurazioni Tuscania,14,SILVA Giulio,Spiker,1986,190,PR,ITA,-,-
2014/2015,A2,Maury's Italiana Assicurazioni Tuscania,15,DELLEPIAGGI Lorenzo,Setter,1998,178,VT,ITA,-,-
2014/2015,A2,Maury's Italiana Assicurazioni Tuscania,16,GUGLIELMANA Antonello,Spiker,1995,193,VT,ITA,-,-
2014/2015,A2,Maury's Italiana Assicurazioni Tuscania,17,ALBORGHETTI Paolo,Middleblocker,1987,195,BG,ITA,-,-
2014/2015,A2,Maury's Italiana Assicurazioni Tuscania,18,KRUMINS Davis,Setter,1990,195,LAT,ITA,-,-
2014/2015,A2,Sieco Service Ortona,2,SIMONI Michele,Middleblocker,1990,193,RM,ITA,-,-
2014/2015,A2,Sieco Service Ortona,3,GUIDONE Matteo,Middleblocker,1987,200,PE,ITA,-,-
2014/2015,A2,Sieco Service Ortona,4,CECCOLI Edgardo,Spiker,1998,183,PE,ITA,-,-
2014/2015,A2,Sieco Service Ortona,5,MATRICARDI Mattia,Setter,1989,185,CH,ITA,-,-
2014/2015,A2,Sieco Service Ortona,6,DE PAOLA Antonio,Spiker,1988,192,LT,ITA,-,-
2014/2015,A2,Sieco Service Ortona,7,MICHALOVIC Peter,Spiker,1990,202,SVK,SVK,-,-
2014/2015,A2,Sieco Service Ortona,8,CORTINA Danilo,Libero,1987,188,CT,ITA,-,-
2014/2015,A2,Sieco Service Ortona,9,TOSCANI Alessandro,Libero,1998,175,CH,ITA,-,-
2014/2015,A2,Sieco Service Ortona,10,DI FULVIO Fabio,Middleblocker,1996,192,CH,ITA,-,-
2014/2015,A2,Sieco Service Ortona,11,DI MEO Pietro,Spiker,1982,200,AQ,ITA,-,-
2014/2015,A2,Sieco Service Ortona,12,LANCI Andrea,Setter,1980,176,CH,ITA,-,-
2014/2015,A2,Sieco Service Ortona,14,RIVERA Jackson,Spiker,1987,186,PUR,PUR,from 20/03/2015,-
2014/2015,A2,Sieco Service Ortona,15,CISOLLA Alberto,Spiker,1977,197,TV,ITA,from 11/10/2014,-
2014/2015,A2,Sieco Service Ortona,16,MORETTI Daniele,Middleblocker,1980,197,MC,ITA,-,-
2014/2015,A2,Sieco Service Ortona,17,MAIORANA Domenico,Spiker,1990,187,CS,ITA,-,-
2014/2015,A2,Sieco Service Ortona,18,ORSINI Renato,Spiker,1985,204,CH,ITA,-,-
2014/2015,A2,Tonno Callipo Calabria Vibo Valentia,1,MEDIC Luka,Spiker,1993,192,SRB,SRB,from 10/09/2014,-
2014/2015,A2,Tonno Callipo Calabria Vibo Valentia,2,SINTINI Giacomo,Setter,1979,196,RA,ITA,-,-
2014/2015,A2,Tonno Callipo Calabria Vibo Valentia,3,CESARINI Andrea,Libero,1987,180,RM,ITA,-,-
2014/2015,A2,Tonno Callipo Calabria Vibo Valentia,4,KORNIIENKO Stanislav,Spiker,1985,194,UKR,UKR,-,-
2014/2015,A2,Tonno Callipo Calabria Vibo Valentia,5,MARCHIANI Manuele,Setter,1989,185,AN,ITA,-,-
2014/2015,A2,Tonno Callipo Calabria Vibo Valentia,6,KORZENEVICS Viktors,Middleblocker,1986,204,LAT,LAT,from 17/10/2014 to 15/01/2015,-
2014/2015,A2,Tonno Callipo Calabria Vibo Valentia,7,JANECZEK Bartosz,Spiker,1987,197,POL,POL,from 28/03/2015,-
2014/2015,A2,Tonno Callipo Calabria Vibo Valentia,8,FORNI Marcello,Middleblocker,1980,200,MO,ITA,-,-
2014/2015,A2,Tonno Callipo Calabria Vibo Valentia,9,VEDOVOTTO Filippo,Spiker,1990,192,VE,ITA,-,-
2014/2015,A2,Tonno Callipo Calabria Vibo Valentia,11,ZANUTO Bruno,Spiker,1983,200,BRA,ITA,-,-
2014/2015,A2,Tonno Callipo Calabria Vibo Valentia,12,SARDANELLI Simone,Libero,1994,180,VV,ITA,-,-
2014/2015,A2,Tonno Callipo Calabria Vibo Valentia,14,PAOLI Alessandro,Middleblocker,1984,194,TN,ITA,-,-
2014/2015,A2,Tonno Callipo Calabria Vibo Valentia,15,GAVOTTO Mauro,Spiker,1979,202,CN,ITA,-,-
2014/2015,A2,Tonno Callipo Calabria Vibo Valentia,17,FEROLETO Giuseppe,Spiker,1991,190,CS,ITA,-,-
2014/2015,A2,Tonno Callipo Calabria Vibo Valentia,18,PRESTA Luca,Middleblocker,1995,200,CS,ITA,-,-
