Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2014/2015,A1,Supercoppa,Spareggio_Semifinal,-,-,1,22/10/2014,20:30,-,-,C,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,1,Lyubushkina Ekaterina,-,-,6.3,6,6,6,*,-,5,3,2,7,1,-,1,1,-,-,9,1,-,2,0.22,-,3
2014/2015,A1,Supercoppa,Spareggio_Semifinal,-,-,1,22/10/2014,20:30,-,-,C,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,2,Degradi Alice,-,-,-,*,*,*,*,-,2,1,-1,7,2,-,3,1,0.33,-,2,-,-,2,1,-,-
2014/2015,A1,Supercoppa,Spareggio_Semifinal,-,-,1,22/10/2014,20:30,-,-,C,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,3,Rania Valentina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014/2015,A1,Supercoppa,Spareggio_Semifinal,-,-,1,22/10/2014,20:30,-,-,C,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,5,Michel Ciara,-,-,-,-,-,*,5,-,1,-,-2,4,1,-,-,-,-,-,3,-,1,1,0.33,-,-
2014/2015,A1,Supercoppa,Spareggio_Semifinal,-,-,1,22/10/2014,20:30,-,-,C,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,6,Leonardi Giulia,L,-,-,*,*,*,*,-,1,-,-,-,-,-,37,1,0.57,0.41,1,-,-,1,1,-,-
2014/2015,A1,Supercoppa,Spareggio_Semifinal,-,-,1,22/10/2014,20:30,-,-,C,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,7,Marcon Francesca,-,-,6,2,2,2,1,-,12,6,7,15,1,1,22,1,0.73,0.5,22,2,1,10,0.45,-,1
2014/2015,A1,Supercoppa,Spareggio_Semifinal,-,-,1,22/10/2014,20:30,-,-,C,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,8,Perry Rebecca,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014/2015,A1,Supercoppa,Spareggio_Semifinal,-,-,1,22/10/2014,20:30,-,-,C,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,9,Aelbrecht Freya,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014/2015,A1,Supercoppa,Spareggio_Semifinal,-,-,1,22/10/2014,20:30,-,-,C,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,10,Angelina Giulia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014/2015,A1,Supercoppa,Spareggio_Semifinal,-,-,1,22/10/2014,20:30,-,-,C,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,12,Camera Letizia,-,-,-,-,*,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-
2014/2015,A1,Supercoppa,Spareggio_Semifinal,-,-,1,22/10/2014,20:30,-,-,C,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,13,Diouf Valentina,-,-,6.1,4,4,4,3,-,27,12,13,19,3,2,-,-,-,-,58,4,7,22,0.38,-,3
2014/2015,A1,Supercoppa,Spareggio_Semifinal,-,-,1,22/10/2014,20:30,-,-,C,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,14,Wolosz Joanna,-,-,5.7,1,1,1,6,-,2,1,-,14,-,-,1,-,1,1,4,-,2,1,0.25,-,1
2014/2015,A1,Supercoppa,Spareggio_Semifinal,-,-,1,22/10/2014,20:30,-,-,C,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,16,Havelkova Helena,-,-,5.7,5,5,5,4,-,15,6,2,18,6,1,19,1,0.68,0.53,38,5,1,13,0.34,-,1
2014/2015,A1,Supercoppa,Spareggio_Semifinal,-,-,1,22/10/2014,20:30,-,-,C,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,17,Pisani Giulia,-,-,5.6,3,3,3,2,-,5,2,1,12,-,-,-,-,-,-,13,1,1,4,0.31,-,1
2014/2015,A1,Supercoppa,Spareggio_Semifinal,-,-,1,22/10/2014,20:30,-,-,O,Foppapedretti Bergamo,Volley Bergamo,1,Mori Eva,-,-,-,*,*,*,*,-,1,-,1,3,-,-,-,-,-,-,1,-,-,1,1,-,-
2014/2015,A1,Supercoppa,Spareggio_Semifinal,-,-,1,22/10/2014,20:30,-,-,O,Foppapedretti Bergamo,Volley Bergamo,2,Deesing Alesha,-,-,6,5,1,6,1,-,9,6,2,9,2,1,-,-,-,-,14,2,2,5,0.36,-,3
2014/2015,A1,Supercoppa,Spareggio_Semifinal,-,-,1,22/10/2014,20:30,-,-,O,Foppapedretti Bergamo,Volley Bergamo,4,Loda Sara,-,-,5.9,1,3,2,3,-,14,7,8,14,3,1,29,1,0.72,0.41,34,-,2,12,0.35,-,1
2014/2015,A1,Supercoppa,Spareggio_Semifinal,-,-,1,22/10/2014,20:30,-,-,O,Foppapedretti Bergamo,Volley Bergamo,5,Pillepich Daniela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014/2015,A1,Supercoppa,Spareggio_Semifinal,-,-,1,22/10/2014,20:30,-,-,O,Foppapedretti Bergamo,Volley Bergamo,7,Blagojevic Jelena,-,-,5.8,4,6,5,6,-,12,7,5,20,3,1,24,1,0.54,0.38,23,1,2,10,0.43,-,1
2014/2015,A1,Supercoppa,Spareggio_Semifinal,-,-,1,22/10/2014,20:30,-,-,O,Foppapedretti Bergamo,Volley Bergamo,8,Merlo Enrica,L,-,-,*,*,*,*,-,1,-,-1,-,-,-,18,1,0.61,0.39,1,1,-,-,-,-,1
2014/2015,A1,Supercoppa,Spareggio_Semifinal,-,-,1,22/10/2014,20:30,-,-,O,Foppapedretti Bergamo,Volley Bergamo,9,Melandri Laura,-,-,6,2,4,3,4,-,10,2,5,18,-,-,1,-,1,1,14,2,2,6,0.43,-,4
2014/2015,A1,Supercoppa,Spareggio_Semifinal,-,-,1,22/10/2014,20:30,-,-,O,Foppapedretti Bergamo,Volley Bergamo,10,Radecka Sadurek Milena,-,-,5.3,6,2,1,2,-,4,1,4,16,-,-,-,-,-,-,1,-,-,1,1,-,3
2014/2015,A1,Supercoppa,Spareggio_Semifinal,-,-,1,22/10/2014,20:30,-,-,O,Foppapedretti Bergamo,Volley Bergamo,15,Plak Celeste,-,-,5.5,*,*,4,5,-,7,2,1,7,1,-,-,-,-,-,25,1,2,7,0.28,-,-
2014/2015,A1,Supercoppa,Spareggio_Semifinal,-,-,1,22/10/2014,20:30,-,-,O,Foppapedretti Bergamo,Volley Bergamo,16,Mambelli Benedetta,-,-,-,-,-,-,*,-,-,-,-,1,-,-,5,-,0.8,0.2,3,-,-,-,-,-,-
2014/2015,A1,Supercoppa,Spareggio_Semifinal,-,-,1,22/10/2014,20:30,-,-,O,Foppapedretti Bergamo,Volley Bergamo,17,Sylla Miriam,-,-,5.9,3,5,*,*,-,8,3,6,5,-,1,-,-,-,-,19,2,-,7,0.37,-,-
2014/2015,A1,Supercoppa,Spareggio_Semifinal,-,-,1,22/10/2014,20:30,-,-,O,Foppapedretti Bergamo,Volley Bergamo,18,Tasca Federica,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014/2015,A1,Supercoppa,Final,-,-,2,25/10/2014,20:30,-,-,C,Nordmeccanica Rebecchi Piacenza,River Volley Piacenza,1,Sorokaite Indre,-,-,5.6,4,3,2,3,3,12,3,-,17,1,-,22,3,0.45,-,27,4,4,10,0.37,-,2
