Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2020/2021,A1,Regular_Season,1st,1,-,1,27/9/2020,18:00,1366,19065,C,Leo Shoes Modena,Modena,1,3,6,13,17,20,8,16,21,25,7,13,21,25,8,16,18,23,8,16,20,23,7,15,21,25,8,13,18,22,5,16,21,25,-,-,-,-,-,-,-,-,55,19,-5,91,14,5,70,5,0.56,0.27,104,5,17,45,0.43,-,5
2020/2021,A1,Regular_Season,1st,1,-,1,27/9/2020,18:00,1366,19065,O,Vero Volley Monza,Monza Vero Volley,3,1,8,16,21,25,6,13,17,20,8,16,18,23,7,13,21,25,7,15,21,25,8,16,20,23,5,16,21,25,8,13,18,22,-,-,-,-,-,-,-,-,78,29,13,97,27,5,77,5,0.56,0.27,108,8,5,56,0.52,-,17
2020/2021,A1,Regular_Season,1st,1,-,2,30/9/2020,20:30,817,3470,C,Sir Safety Conad Perugia,Perugia,3,0,8,13,21,35,6,16,19,33,8,16,21,25,5,11,18,20,4,11,17,26,8,16,21,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,26,15,85,11,14,61,1,0.54,0.31,87,9,5,46,0.53,-,4
2020/2021,A1,Regular_Season,1st,1,-,2,30/9/2020,20:30,817,3470,O,Tonno Callipo Calabria Vibo Valentia,Vibo Valentia,0,3,6,16,19,33,8,13,21,35,5,11,18,20,8,16,21,25,8,16,21,24,4,11,17,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,12,-9,78,17,1,74,14,0.36,0.18,84,5,4,49,0.58,-,5
2020/2021,A1,Regular_Season,1st,1,-,3,27/9/2020,18:00,676,956,C,Allianz Milano,Milano Power,3,0,8,16,21,25,7,15,16,20,2,10,17,26,8,16,21,24,8,16,21,25,5,14,17,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,25,18,74,10,1,57,4,0.4,0.09,92,5,8,48,0.52,-,9
2020/2021,A1,Regular_Season,1st,1,-,3,27/9/2020,18:00,676,956,O,Top Volley Cisterna,Latina,0,3,7,15,16,20,8,16,21,25,8,16,21,24,2,10,17,26,5,14,17,20,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,16,4,66,9,4,64,1,0.45,0.14,98,9,9,36,0.37,-,8
2020/2021,A1,Regular_Season,1st,1,-,4,27/9/2020,18:00,468,2412,C,Consar Ravenna,Ravenna Robur,1,3,5,12,20,20,8,16,21,25,8,16,21,25,3,10,17,20,8,14,20,23,5,16,21,25,6,13,16,19,8,16,21,25,-,-,-,-,-,-,-,-,54,17,-3,88,15,5,74,8,0.47,0.24,109,7,6,45,0.41,-,4
2020/2021,A1,Regular_Season,1st,1,-,4,27/9/2020,18:00,468,2412,O,Gas Sales Bluenergy Piacenza,PiacenzaYou,3,1,8,16,21,25,5,12,20,20,3,10,17,20,8,16,21,25,5,16,21,25,8,14,20,23,8,16,21,25,6,13,16,19,-,-,-,-,-,-,-,-,72,32,11,94,20,7,72,6,0.44,0.26,105,12,4,59,0.56,-,6
2020/2021,A1,Regular_Season,1st,1,-,5,27/9/2020,18:00,779,7459,C,Kioene Padova,Padova,0,3,7,16,21,25,8,15,19,27,5,7,10,15,8,16,21,25,3,13,20,24,8,16,21,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,17,-20,65,20,7,60,14,0.47,0.23,68,11,8,32,0.47,-,4
2020/2021,A1,Regular_Season,1st,1,-,5,27/9/2020,18:00,779,7459,O,Itas Trentino,Trento,3,0,8,15,19,27,7,16,21,25,8,16,21,25,5,7,10,15,8,16,21,26,3,13,20,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,26,1,77,17,13,45,7,0.42,0.22,55,4,4,26,0.47,-,8
