Season,Division,Team,No,Player,Role,Born,Height,Nat. Sport.,Note
2020/2021,A2,Cuore Di Mamma Cutrofiano,11,MENGHI SARA,Middleblocker,1983,183,ITA,-
2020/2021,A2,Cuore Di Mamma Cutrofiano,12,RIZZIERI EMMA,Setter,2002,176,ITA,-
2020/2021,A2,Cuore Di Mamma Cutrofiano,13,SALVIATO BENEDETTA,Libero,2004,170,ITA,-
2020/2021,A2,Cuore Di Mamma Cutrofiano,15,MORCIANO FRANCESCA,Spiker,2002,184,ITA,-
2020/2021,A2,Cuore Di Mamma Cutrofiano,17,CANEVA ANNA,Middleblocker,1992,187,ITA,-
2020/2021,A2,Cuore Di Mamma Cutrofiano,18,GORGONI MARTINA,Spiker,2003,178,ITA,-
2020/2021,A2,Eurospin Ford Sara Pinerolo,1,CASALIS NICOLETTA,Middleblocker,1998,181,ITA,-
2020/2021,A2,Eurospin Ford Sara Pinerolo,3,FIORI SILVIA,Libero,1994,162,ITA,-
2020/2021,A2,Eurospin Ford Sara Pinerolo,4,ALLASIA ELISA,Setter,2002,174,ITA,-
2020/2021,A2,Eurospin Ford Sara Pinerolo,8,BUSSOLI SILVIA,Spiker,1993,184,ITA,-
2020/2021,A2,Eurospin Ford Sara Pinerolo,9,BOLDINI JENNIFER,Setter,1999,187,ITA,-
2020/2021,A2,Eurospin Ford Sara Pinerolo,11,TOSINI ELISABETTA,Spiker,2000,180,ITA,-
2020/2021,A2,Eurospin Ford Sara Pinerolo,13,ZAGO VALENTINA,Opposite,1990,187,ITA,-
2020/2021,A2,Eurospin Ford Sara Pinerolo,14,FIESOLI ALESSIA,Spiker,1994,185,ITA,-
2020/2021,A2,Eurospin Ford Sara Pinerolo,15,BUFFO SIMONA,Spiker,1998,181,ITA,-
2020/2021,A2,Eurospin Ford Sara Pinerolo,17,GRAY ANNA,Middleblocker,1996,187,ITA,-
2020/2021,A2,Eurospin Ford Sara Pinerolo,18,AKRARI YASMINA,Middleblocker,1993,185,ITA,-
2020/2021,A2,Exacer Montale,2,CIGARINI CATERINA,Middleblocker,1996,189,ITA,-
2020/2021,A2,Exacer Montale,3,BICI AMELIA,Libero,1998,165,ITA,-
2020/2021,A2,Exacer Montale,4,BLASI SOPHIE ANDREA,Spiker,2002,177,ITA,-
2020/2021,A2,Exacer Montale,5,PINALI GRETA,Spiker,1997,184,ITA,-
2020/2021,A2,Exacer Montale,7,GENTILI FRANCESCA,Middleblocker,1990,188,ITA,-
2020/2021,A2,Exacer Montale,9,BRINA MARTINA,Spiker,1996,190,ITA,-
2020/2021,A2,Exacer Montale,10,LANCELLOTTI ELISA,Setter,1991,172,ITA,from 11/12/2020 PROVENIENTE DA CBF BALDUCCI HR MACERATA
2020/2021,A2,Exacer Montale,10,PINCERATO GIULIA,Setter,1987,182,ITA,until 07/12/2020
2020/2021,A2,Exacer Montale,11,RUBINI GIULIA,Spiker,1990,181,ITA,-
2020/2021,A2,Exacer Montale,12,AGUERO TAISMARY,Spiker,1977,178,ITA,-
2020/2021,A2,Exacer Montale,14,CIONI VERONICA,Libero,2003,167,ITA,-
2020/2021,A2,Exacer Montale,15,SACCANI FEDERICA,Setter,1998,180,ITA,-
2020/2021,A2,Exacer Montale,16,BOTARELLI IRENE,Opposite,1996,188,ITA,-
2020/2021,A2,Exacer Montale,17,FRONZA ELENA,Middleblocker,1992,183,ITA,-
2020/2021,A2,Exacer Montale,18,VENTURELLI CARLOTTA,Libero,1997,165,ITA,-
2020/2021,A2,Futura Volley Giovani Busto Arsizio,2,VENERIANO MARTINA,Middleblocker,1995,179,ITA,-
2020/2021,A2,Futura Volley Giovani Busto Arsizio,4,NICOLINI CECILIA,Setter,1994,181,ITA,-
2020/2021,A2,Futura Volley Giovani Busto Arsizio,5,MICHIELETTO FRANCESCA,Spiker,1997,183,ITA,from 10/07/2020
2020/2021,A2,Futura Volley Giovani Busto Arsizio,7,VECERINA ELISA,Spiker,2002,177,ITA,-
2020/2021,A2,Futura Volley Giovani Busto Arsizio,8,LATHAM REBECCA KAY,Opposite,1997,190,USA,-
2020/2021,A2,Futura Volley Giovani Busto Arsizio,9,LUALDI ANNA,Setter,2000,176,ITA,-
2020/2021,A2,Futura Volley Giovani Busto Arsizio,10,SARTORI BENEDETTA MARIA,Middleblocker,2001,187,ITA,-
2020/2021,A2,Futura Volley Giovani Busto Arsizio,12,FRIGO LAURA,Middleblocker,1990,185,ITA,from 26/11/2020
2020/2021,A2,Futura Volley Giovani Busto Arsizio,13,LUALDI GIUDITTA,Middleblocker,1995,186,ITA,-
2020/2021,A2,Futura Volley Giovani Busto Arsizio,14,SORMANI SILVIA,Libero,2003,167,ITA,-
2020/2021,A2,Futura Volley Giovani Busto Arsizio,15,CARLETTI FEDERICA,Spiker,2000,184,ITA,-
2020/2021,A2,Futura Volley Giovani Busto Arsizio,17,GARZONIO BARBARA,Libero,1992,168,ITA,-
2020/2021,A2,Futura Volley Giovani Busto Arsizio,18,ZINGARO SERENA,Spiker,1993,178,ITA,-
2020/2021,A2,Geovillage Hermaea Olbia,2,JOLY JESSICA,Spiker,2000,180,ITA,-
2020/2021,A2,Geovillage Hermaea Olbia,3,ANGELINI SARA,Middleblocker,1989,185,ITA,-
2020/2021,A2,Geovillage Hermaea Olbia,6,CIANI LETIZIA,Setter,1996,180,ITA,-
2020/2021,A2,Geovillage Hermaea Olbia,7,GHEZZI MARTINA,Spiker,2001,182,ITA,-
2020/2021,A2,Geovillage Hermaea Olbia,8,BARAZZA JENNY,Middleblocker,1981,188,ITA,-
2020/2021,A2,Geovillage Hermaea Olbia,9,COULIBALY SALIMATOU,Spiker,1995,173,ITA,-
2020/2021,A2,Geovillage Hermaea Olbia,10,STOCCO MARTINA,Setter,2000,190,ITA,-
2020/2021,A2,Geovillage Hermaea Olbia,12,KORHONEN PIIA,Opposite,1997,187,FIN,-
2020/2021,A2,Geovillage Hermaea Olbia,14,CAFORIO GIORGIA,Libero,1994,168,ITA,-
2020/2021,A2,Geovillage Hermaea Olbia,16,ZONTA IRENE,Opposite,1996,189,ITA,-
2020/2021,A2,Geovillage Hermaea Olbia,18,POLI AURORA,Middleblocker,1999,188,ITA,-
2020/2021,A2,Green Warriors Sassuolo,1,PELLONI FEDERICA,Libero,2002,172,ITA,-
2020/2021,A2,Green Warriors Sassuolo,2,FALCONE EMMA,Libero,2001,170,ITA,-
2020/2021,A2,Green Warriors Sassuolo,3,ZOJZI ANETA,Spiker,2003,186,ITA,-
2020/2021,A2,Green Warriors Sassuolo,5,SALINAS CANDELA SOL,Spiker,2000,183,ARG,-
2020/2021,A2,Green Warriors Sassuolo,6,BUSOLINI FEDERICA,Middleblocker,1999,186,ITA,-
2020/2021,A2,Green Warriors Sassuolo,7,PASQUINO LAURA,Setter,2002,181,ITA,-
2020/2021,A2,Green Warriors Sassuolo,8,ALIATA CAMILLA,Spiker,2003,181,ITA,-
2020/2021,A2,Green Warriors Sassuolo,9,DHIMITRIADHI KAROLA,Spiker,1996,183,ITA,-
2020/2021,A2,Green Warriors Sassuolo,10,FORNARI VITTORIA,Middleblocker,2002,180,ITA,-
2020/2021,A2,Green Warriors Sassuolo,11,SPINELLO NATASHA,Setter,1998,172,ITA,-
2020/2021,A2,Green Warriors Sassuolo,12,MAGAZZA FRANCESCA,Spiker,2002,172,ITA,-
2020/2021,A2,Green Warriors Sassuolo,13,TAJÈ SARA,Middleblocker,1998,187,ITA,until 14/12/2020 TRASFERITA A IGOR GORGONZOLA NOVARA
2020/2021,A2,Green Warriors Sassuolo,14,BAZZANI GINEVRA,Opposite,2002,185,ITA,-
2020/2021,A2,Green Warriors Sassuolo,15,FERRARI CAMILLA,Spiker,2002,183,ITA,-
2020/2021,A2,Green Warriors Sassuolo,16,CIVITICO GIADA,Middleblocker,2000,191,ITA,-
2020/2021,A2,Green Warriors Sassuolo,17,ANTROPOVA EKATERINA,Opposite,2003,202,ITA,-
2020/2021,A2,Green Warriors Sassuolo,18,ARISS IMAN,Spiker,2002,178,ITA,-
2020/2021,A2,Itas Città Fiera Martignacco,1,CARRARO ROBERTA,Setter,1998,181,ITA,-
2020/2021,A2,Itas Città Fiera Martignacco,3,FIORIO CRISTINA,Spiker,1997,180,ITA,-
2020/2021,A2,Itas Città Fiera Martignacco,4,MODESTINO DALILA,Middleblocker,1998,185,ITA,-
2020/2021,A2,Itas Città Fiera Martignacco,6,SMIRNOVA IRINA,Opposite,1990,190,RUS,from 11/12/2020 PROVENIENTE DA CDA TALMASSONS
2020/2021,A2,Itas Città Fiera Martignacco,7,TONELLO VIOLA,Middleblocker,1994,184,ITA,-
2020/2021,A2,Itas Città Fiera Martignacco,8,RUCLI MICHELA,Middleblocker,1996,185,ITA,-
2020/2021,A2,Itas Città Fiera Martignacco,9,BRAIDA FEDERICA,Setter,2000,182,ITA,-
2020/2021,A2,Itas Città Fiera Martignacco,10,ROSSETTO AURORA,Spiker,1997,188,ITA,-
2020/2021,A2,Itas Città Fiera Martignacco,11,CORTELLA SARA,Spiker,2002,185,ITA,-
2020/2021,A2,Itas Città Fiera Martignacco,12,PASCUCCI GIULIA,Spiker,1993,188,ITA,-
2020/2021,A2,Itas Città Fiera Martignacco,15,SCOGNAMILLO SERENA,Libero,2001,170,ITA,-
2020/2021,A2,Itas Città Fiera Martignacco,17,CERRUTO FRANCESCA,Libero,1999,170,ITA,-
2020/2021,A2,Itas Città Fiera Martignacco,18,DAPIC BARBARA,Opposite,1995,194,CRO,until 11/12/2020 TRASFERITA A MEGABOX VALLEFOGLIA
2020/2021,A2,Lpm Bam Mondovì,1,TABORELLI VERONICA,Opposite,1994,184,ITA,-
2020/2021,A2,Lpm Bam Mondovì,2,SCOLA FRANCESCA,Setter,2001,183,ITA,-
2020/2021,A2,Lpm Bam Mondovì,6,MIDRIANO ALESSIA,Middleblocker,1982,183,ITA,-
2020/2021,A2,Lpm Bam Mondovì,7,BONIFACIO GIULIA,Spiker,2002,180,ITA,-
2020/2021,A2,Lpm Bam Mondovì,8,MAZZON ALESSIA,Middleblocker,1998,184,ITA,-
2020/2021,A2,Lpm Bam Mondovì,9,DE NARDI GIULIA,Libero,1994,171,ITA,-
2020/2021,A2,Lpm Bam Mondovì,10,HARDEMAN LEAH,Spiker,1995,178,USA,-
2020/2021,A2,Lpm Bam Mondovì,11,BORDIGNON MARTINA,Spiker,1994,178,ITA,-
2020/2021,A2,Lpm Bam Mondovì,12,MOLINARO BEATRICE,Middleblocker,1995,190,ITA,-
2020/2021,A2,Lpm Bam Mondovì,14,TANASE ALICE,Spiker,2000,183,ITA,-
2020/2021,A2,Lpm Bam Mondovì,16,MANDRILE SIMONA,Libero,1999,164,ITA,-
2020/2021,A2,Lpm Bam Mondovì,17,SERAFINI ESTER,Setter,2001,175,ITA,-
2020/2021,A2,Megabox Vallefoglia,1,BRESCIANI GIULIA,Libero,1992,165,ITA,-
2020/2021,A2,Megabox Vallefoglia,2,BACCHI LUCIA,Spiker,1981,180,ITA,-
2020/2021,A2,Megabox Vallefoglia,3,KRAMER RACHAEL,Middleblocker,1998,208,USA,-
2020/2021,A2,Megabox Vallefoglia,4,COSTAGLI CHIARA,Spiker,1998,188,ITA,-
2020/2021,A2,Megabox Vallefoglia,5,BALBONI MARTINA,Setter,1991,180,ITA,-
2020/2021,A2,Megabox Vallefoglia,6,SACCOMANI LAURA,Spiker,1991,189,ITA,until 16/12/2020
2020/2021,A2,Megabox Vallefoglia,7,STAFOGGIA ALICE,Spiker,2002,184,ITA,-
2020/2021,A2,Megabox Vallefoglia,8,COLZI ALESSANDRA,Middleblocker,1997,180,ITA,-
2020/2021,A2,Megabox Vallefoglia,10,PAMIO ALICE,Spiker,1998,181,ITA,-
2020/2021,A2,Megabox Vallefoglia,11,DURANTE ILARIA,Setter,2003,178,ITA,-
2020/2021,A2,Megabox Vallefoglia,12,BERTAIOLA SILVIA,Middleblocker,1993,184,ITA,-
2020/2021,A2,Megabox Vallefoglia,14,RICCI ELENA,Middleblocker,1998,185,ITA,-
2020/2021,A2,Megabox Vallefoglia,18,DAPIC BARBARA,Opposite,1995,194,CRO,from 16/12/2020 PROVENIENTE DA ITAS CITTÀ FIERA MARTIGNACCO
2020/2021,A2,Olimpia Teodora Ravenna,1,MORELLO RACHELE,Setter,2000,182,ITA,-
2020/2021,A2,Olimpia Teodora Ravenna,2,POGGI CHIARA,Setter,2001,181,ITA,-
2020/2021,A2,Olimpia Teodora Ravenna,4,PIVA REBECCA,Spiker,2001,183,ITA,-
2020/2021,A2,Olimpia Teodora Ravenna,5,BERNABÈ STEFANIA,Opposite,1998,183,ITA,-
2020/2021,A2,Olimpia Teodora Ravenna,6,ASSIRELLI FLAVIA,Middleblocker,1990,183,ITA,-
2020/2021,A2,Olimpia Teodora Ravenna,7,MONACO GRETA,Spiker,2001,175,ITA,-
2020/2021,A2,Olimpia Teodora Ravenna,8,GUIDI LUDOVICA,Middleblocker,1992,186,ITA,-
2020/2021,A2,Olimpia Teodora Ravenna,9,TORCOLACCI ALICE,Middleblocker,2000,182,ITA,-
2020/2021,A2,Olimpia Teodora Ravenna,10,GUASTI ALESSANDRA,Spiker,1996,185,ITA,-
2020/2021,A2,Olimpia Teodora Ravenna,11,KAVALENKA JULIA,Opposite,1999,191,POR,-
2020/2021,A2,Olimpia Teodora Ravenna,12,GRIGOLO LAURA,Spiker,1996,183,ITA,-
2020/2021,A2,Olimpia Teodora Ravenna,13,ROCCHI GIULIA,Libero,1992,168,ITA,-
2020/2021,A2,Olimpia Teodora Ravenna,14,FRICANO TAYLOR,Opposite,1995,192,USA,from 27/04/2021
2020/2021,A2,Olimpia Teodora Ravenna,17,GIOVANNA BEATRICE,Libero,1999,170,ITA,-
2020/2021,A2,Omag S.Giov. In Marignano,1,COSI FRANCESCA,Middleblocker,2000,186,ITA,-
2020/2021,A2,Omag S.Giov. In Marignano,2,PEONIA DORA,Spiker,1997,183,ITA,-
2020/2021,A2,Omag S.Giov. In Marignano,3,DE BELLIS LINDA,Opposite,2001,190,ITA,-
2020/2021,A2,Omag S.Giov. In Marignano,4,FIORE EMANUELA,Opposite,1986,183,ITA,-
2020/2021,A2,Omag S.Giov. In Marignano,5,CERON SARA,Middleblocker,1993,189,ITA,-
2020/2021,A2,Omag S.Giov. In Marignano,6,SILVA CONCEICAO LANA,Spiker,1996,182,BRA,-
2020/2021,A2,Omag S.Giov. In Marignano,7,SPADONI SOFIA,Middleblocker,1996,181,ITA,-
2020/2021,A2,Omag S.Giov. In Marignano,8,ALUIGI MARIAELENA,Setter,2001,175,ITA,-
2020/2021,A2,Omag S.Giov. In Marignano,9,URBINATI ALICE,Libero,2000,163,ITA,-
2020/2021,A2,Omag S.Giov. In Marignano,10,SAGUATTI GIULIA,Spiker,1991,178,ITA,-
2020/2021,A2,Omag S.Giov. In Marignano,11,BONVICINI ILARIA,Libero,1997,165,ITA,-
2020/2021,A2,Omag S.Giov. In Marignano,12,BERASI VIRGINIA,Setter,1994,170,ITA,-
2020/2021,A2,Omag S.Giov. In Marignano,14,PENNA ELEONORA,Spiker,2003,181,ITA,-
2020/2021,A2,Omag S.Giov. In Marignano,15,FEDRIGO MARTINA,Spiker,1999,183,ITA,-
2020/2021,A2,Sigel Marsala,1,CASERTA GIULIA,Middleblocker,1999,185,ITA,-
2020/2021,A2,Sigel Marsala,3,MC CALL-GINNIS LAURYN ELAI,Spiker,1996,185,USA,-
2020/2021,A2,Sigel Marsala,5,NONNATI FEDERICA,Opposite,1999,188,ITA,-
2020/2021,A2,Sigel Marsala,6,MISTRETTA ALESSANDRA,Libero,2002,165,ITA,-
2020/2021,A2,Sigel Marsala,8,MAZZON GIORGIA,Spiker,1998,185,ITA,-
2020/2021,A2,Sigel Marsala,9,DEMICHELIS ILARIA,Setter,1987,179,ITA,-
2020/2021,A2,Sigel Marsala,10,PARINI SVEVA,Middleblocker,2001,185,ITA,-
2020/2021,A2,Sigel Marsala,11,VACCARO SIMONA,Libero,1996,168,ITA,-
2020/2021,A2,Sigel Marsala,12,PISTOLESI AURORA,Spiker,1999,182,ITA,-
2020/2021,A2,Sigel Marsala,14,COLOMBANO SARA,Setter,2000,178,ITA,-
2020/2021,A2,Sigel Marsala,16,CARUSO SARA,Middleblocker,2001,193,ITA,-
2020/2021,A2,Sigel Marsala,18,SOLETI ADELAIDE,Spiker,1997,183,ITA,-
2020/2021,A2,Sorelle Ramonda Ipag Montecchio,1,BOVO LAURA,Middleblocker,1996,190,ITA,-
2020/2021,A2,Sorelle Ramonda Ipag Montecchio,2,BATTISTA VALERIA,Spiker,2001,179,ITA,-
2020/2021,A2,Sorelle Ramonda Ipag Montecchio,3,MONACO ISABELLA,Spiker,2001,173,ITA,-
2020/2021,A2,Sorelle Ramonda Ipag Montecchio,5,CANTON CLARA,Spiker,1998,186,ITA,-
2020/2021,A2,Sorelle Ramonda Ipag Montecchio,6,MANGANI LINDA,Opposite,2000,184,ITA,-
2020/2021,A2,Sorelle Ramonda Ipag Montecchio,7,COVINO CLARISSA,Spiker,2001,182,ITA,-
2020/2021,A2,Sorelle Ramonda Ipag Montecchio,8,SCACCHETTI CHIARA,Setter,1995,180,ITA,-
2020/2021,A2,Sorelle Ramonda Ipag Montecchio,10,IMPERIALI LUCIA,Libero,1999,162,ITA,-
2020/2021,A2,Sorelle Ramonda Ipag Montecchio,11,BARTOLINI BENEDETTA,Middleblocker,1999,184,ITA,-
2020/2021,A2,Sorelle Ramonda Ipag Montecchio,12,BASTIANELLO GIULIA,Spiker,2002,176,ITA,-
2020/2021,A2,Sorelle Ramonda Ipag Montecchio,13,BRANDI MARGHERITA,Middleblocker,2002,183,ITA,-
2020/2021,A2,Sorelle Ramonda Ipag Montecchio,16,ROSSO MARGHERITA,Setter,1995,183,ITA,-
2020/2021,A2,Sorelle Ramonda Ipag Montecchio,18,CAGNIN EMMA,Spiker,2002,186,ITA,-
2020/2021,A2,Volley Soverato,3,MASON CHIARA,Spiker,2000,183,ITA,-
2020/2021,A2,Volley Soverato,5,LOTTI SILVIA,Spiker,1992,188,ITA,-
2020/2021,A2,Volley Soverato,6,CIPRIANI SARA,Spiker,1999,177,ITA,-
2020/2021,A2,Volley Soverato,7,NARDELLI RACHELE,Spiker,2001,186,ITA,-
2020/2021,A2,Volley Soverato,8,SHIELDS MIKAYLA ADELINE,Opposite,1998,185,USA,from 01/08/2020
2020/2021,A2,Volley Soverato,9,SALIMBENI ANNA,Setter,2000,182,ITA,-
2020/2021,A2,Volley Soverato,10,BARBAGALLO ALICE,Libero,1997,168,ITA,-
2020/2021,A2,Volley Soverato,11,PIACENTINI FEDERICA,Middleblocker,2001,193,ITA,-
2020/2021,A2,Volley Soverato,12,BIANCHINI CHIARA,Opposite,2001,185,ITA,-
2020/2021,A2,Volley Soverato,13,RIPARBELLI CHIARA,Middleblocker,1996,188,ITA,-
2020/2021,A2,Volley Soverato,14,BORTOLI LAURA,Setter,1996,180,ITA,-
2020/2021,A2,Volley Soverato,17,MELI DENISE,Middleblocker,2001,180,ITA,-
2020/2021,A2,Volley Soverato,18,FERRARIO FEDERICA,Libero,2001,162,ITA,-
