Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2020/2021,A1,Regular_Season,1st,1,-,3002,20/9/2020,17:00,-,-,C,Savino Del Bene Scandicci,Scandicci,7,Pietrini Elena,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020/2021,A1,Regular_Season,1st,1,-,3002,20/9/2020,17:00,-,-,C,Savino Del Bene Scandicci,Scandicci,8,Merlo Enrica,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020/2021,A1,Regular_Season,1st,1,-,3002,20/9/2020,17:00,-,-,C,Savino Del Bene Scandicci,Scandicci,9,Lubian Marina,-,-,-,6,2,5,3,5,13,6,8,13,3,-,1,-,-,-,21,1,1,11,0.52,-,2
2020/2021,A1,Regular_Season,1st,1,-,3002,20/9/2020,17:00,-,-,C,Savino Del Bene Scandicci,Scandicci,10,Carocci Luna Veronica,L,-,-,*,*,*,*,*,-,-,-3,-,-,-,42,3,0.5,0.33,-,-,-,-,-,-,-
2020/2021,A1,Regular_Season,1st,1,-,3002,20/9/2020,17:00,-,-,C,Savino Del Bene Scandicci,Scandicci,11,Cecconello Agnese,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020/2021,A1,Regular_Season,1st,1,-,3002,20/9/2020,17:00,-,-,C,Savino Del Bene Scandicci,Scandicci,12,Samadan Martina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020/2021,A1,Regular_Season,1st,1,-,3002,20/9/2020,17:00,-,-,C,Savino Del Bene Scandicci,Scandicci,13,Drewniok Kimberly,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020/2021,A1,Regular_Season,1st,1,-,3002,20/9/2020,17:00,-,-,C,Savino Del Bene Scandicci,Scandicci,16,Bosetti Lucia,-,-,-,*,5,-,1,3,2,1,2,7,-,-,6,-,0.5,0.5,2,-,-,-,-,-,2
2020/2021,A1,Regular_Season,1st,1,-,3002,20/9/2020,17:00,-,-,C,Savino Del Bene Scandicci,Scandicci,17,Courtney Megan,-,-,-,2,4,1,5,1,11,3,3,25,1,1,20,2,0.6,0.35,32,1,4,9,0.28,-,1
2020/2021,A1,Regular_Season,1st,1,-,3002,20/9/2020,17:00,-,-,C,Savino Del Bene Scandicci,Scandicci,18,Camera Letizia,-,-,-,1,3,6,4,6,1,1,-,16,1,1,-,-,-,-,1,-,-,-,-,-,-
2020/2021,A1,Regular_Season,1st,1,-,3002,20/9/2020,17:00,-,-,O,Zanetti Bergamo,Volley Bergamo,6,Enright Stephanie,-,-,-,2,2,1,2,4,10,2,-,28,2,1,41,5,0.44,0.22,28,-,3,9,0.32,-,-
2020/2021,A1,Regular_Season,1st,1,-,3002,20/9/2020,17:00,-,-,O,Zanetti Bergamo,Volley Bergamo,7,Prandi Vittoria,-,-,-,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020/2021,A1,Regular_Season,1st,1,-,3002,20/9/2020,17:00,-,-,O,Zanetti Bergamo,Volley Bergamo,8,Fersino Eleonora,L,-,-,*,*,*,*,*,-,-,-2,-,-,-,28,1,0.57,0.39,1,1,-,-,-,-,-
2020/2021,A1,Regular_Season,1st,1,-,3002,20/9/2020,17:00,-,-,O,Zanetti Bergamo,Volley Bergamo,9,Marcon Francesca,-,-,-,*,*,-,*,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
2020/2021,A1,Regular_Season,1st,1,-,3002,20/9/2020,17:00,-,-,O,Zanetti Bergamo,Volley Bergamo,10,Luketic Katarina,-,-,-,4,4,3,4,*,18,5,6,11,4,-,-,-,-,-,36,5,3,18,0.5,-,-
2020/2021,A1,Regular_Season,1st,1,-,3002,20/9/2020,17:00,-,-,O,Zanetti Bergamo,Volley Bergamo,13,Dumancic Beta,-,-,-,6,6,5,6,2,9,3,6,14,-,-,-,-,-,-,17,-,3,8,0.47,-,1
2020/2021,A1,Regular_Season,1st,1,-,3002,20/9/2020,17:00,-,-,O,Zanetti Bergamo,Volley Bergamo,14,Valentin Natalia,-,-,-,1,1,6,1,3,3,-,1,13,2,-,-,-,-,-,3,-,-,3,1,-,-
2020/2021,A1,Regular_Season,1st,1,-,3002,20/9/2020,17:00,-,-,O,Zanetti Bergamo,Volley Bergamo,15,Faraone Giorgia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020/2021,A1,Regular_Season,1st,1,-,3002,20/9/2020,17:00,-,-,O,Zanetti Bergamo,Volley Bergamo,16,Lanier Khalia,-,-,-,-,-,-,*,6,6,4,4,2,1,-,-,-,-,-,8,-,1,5,0.63,-,1
2020/2021,A1,Regular_Season,1st,1,-,3002,20/9/2020,17:00,-,-,O,Zanetti Bergamo,Volley Bergamo,17,Loda Sara,-,C,-,5,5,4,5,1,14,2,3,14,4,-,25,4,0.48,0.28,35,2,1,14,0.4,-,-
2020/2021,A1,Regular_Season,1st,1,-,3002,20/9/2020,17:00,-,-,O,Zanetti Bergamo,Volley Bergamo,18,Moretto Gaia,-,-,-,3,3,2,3,5,11,5,7,18,3,2,-,-,-,-,14,-,1,6,0.43,-,3
2020/2021,A1,Regular_Season,1st,1,-,3002,20/9/2020,17:00,-,-,O,Zanetti Bergamo,Volley Bergamo,24,Mio Bertolo Giulia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020/2021,A1,Regular_Season,1st,1,-,3003,20/9/2020,16:00,-,-,C,Bosca S.Bernardo Cuneo,S.Bernardo Cuneo,1,Bici Erblira,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020/2021,A1,Regular_Season,1st,1,-,3003,20/9/2020,16:00,-,-,C,Bosca S.Bernardo Cuneo,S.Bernardo Cuneo,2,Degradi Alice,-,-,-,5,4,4,3,-,20,8,14,17,2,1,29,1,0.38,0.07,37,3,-,19,0.51,-,-
2020/2021,A1,Regular_Season,1st,1,-,3003,20/9/2020,16:00,-,-,C,Bosca S.Bernardo Cuneo,S.Bernardo Cuneo,5,Turco Alice,-,-,-,*,-,*,*,-,-,-,-2,8,1,-,1,1,-,-,-,-,-,-,-,-,-
2020/2021,A1,Regular_Season,1st,1,-,3003,20/9/2020,16:00,-,-,C,Bosca S.Bernardo Cuneo,S.Bernardo Cuneo,6,Giovannini Gaia,-,-,-,*,*,-,*,-,4,3,1,5,-,-,4,1,0.25,0.25,10,1,1,4,0.4,-,-
2020/2021,A1,Regular_Season,1st,1,-,3003,20/9/2020,16:00,-,-,C,Bosca S.Bernardo Cuneo,S.Bernardo Cuneo,8,Candi Sonia,-,-,-,3,2,2,1,-,11,6,6,15,2,1,-,-,-,-,20,2,1,6,0.3,-,4
2020/2021,A1,Regular_Season,1st,1,-,3003,20/9/2020,16:00,-,-,C,Bosca S.Bernardo Cuneo,S.Bernardo Cuneo,9,Strantzali Olga,-,-,-,2,1,1,6,-,14,5,4,9,-,-,21,6,0.33,0.1,30,1,2,13,0.43,-,1
2020/2021,A1,Regular_Season,1st,1,-,3003,20/9/2020,16:00,-,-,C,Bosca S.Bernardo Cuneo,S.Bernardo Cuneo,12,Fava Francesca,-,-,-,-,-,*,-,-,1,1,1,4,-,1,-,-,-,-,-,-,-,-,-,-,-
2020/2021,A1,Regular_Season,1st,1,-,3003,20/9/2020,16:00,-,-,C,Bosca S.Bernardo Cuneo,S.Bernardo Cuneo,13,Signorile Noemi,-,C,-,4,3,3,2,-,2,-,2,9,-,-,-,-,-,-,3,-,-,2,0.67,-,-
2020/2021,A1,Regular_Season,1st,1,-,3003,20/9/2020,16:00,-,-,C,Bosca S.Bernardo Cuneo,S.Bernardo Cuneo,15,Zannoni Giorgia,L,-,-,*,*,*,*,-,-,-,-2,-,-,-,25,2,0.56,0.16,-,-,-,-,-,-,-
2020/2021,A1,Regular_Season,1st,1,-,3003,20/9/2020,16:00,-,-,C,Bosca S.Bernardo Cuneo,S.Bernardo Cuneo,16,Zakchaiou Katerina,-,-,-,6,5,5,4,-,12,7,12,16,-,3,-,-,-,-,15,-,-,4,0.27,-,5
2020/2021,A1,Regular_Season,1st,1,-,3003,20/9/2020,16:00,-,-,C,Bosca S.Bernardo Cuneo,S.Bernardo Cuneo,19,Ungureanu Adelina,-,-,-,1,6,6,5,-,9,3,2,14,2,-,1,-,-,-,27,2,3,7,0.26,-,2
2020/2021,A1,Regular_Season,1st,1,-,3003,20/9/2020,16:00,-,-,C,Bosca S.Bernardo Cuneo,S.Bernardo Cuneo,20,Gay Alice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020/2021,A1,Regular_Season,1st,1,-,3003,20/9/2020,16:00,-,-,O,Il Bisonte Firenze,Azzurra Volley San Casciano,1,Enweonwu Terry Ruth,-,-,-,3,3,3,4,-,26,15,18,28,3,7,-,-,-,-,47,-,4,19,0.4,-,-
2020/2021,A1,Regular_Season,1st,1,-,3003,20/9/2020,16:00,-,-,O,Il Bisonte Firenze,Azzurra Volley San Casciano,3,Cambi Carlotta,-,-,-,6,6,6,1,-,3,1,2,12,1,-,-,-,-,-,5,-,-,1,0.2,-,2
2020/2021,A1,Regular_Season,1st,1,-,3003,20/9/2020,16:00,-,-,O,Il Bisonte Firenze,Azzurra Volley San Casciano,4,Lazic Rebecka,-,-,-,*,*,*,-,-,-,-,-1,-,-,-,2,1,0.5,-,-,-,-,-,-,-,-
2020/2021,A1,Regular_Season,1st,1,-,3003,20/9/2020,16:00,-,-,O,Il Bisonte Firenze,Azzurra Volley San Casciano,7,Van Gestel Celine,-,-,-,4,4,4,5,-,10,4,3,11,-,-,32,5,0.59,0.22,25,1,1,9,0.36,-,1
2020/2021,A1,Regular_Season,1st,1,-,3003,20/9/2020,16:00,-,-,O,Il Bisonte Firenze,Azzurra Volley San Casciano,8,Alberti Sara,-,C,-,2,2,2,*,-,4,1,-3,11,3,-,-,-,-,-,10,1,1,4,0.4,-,-
2020/2021,A1,Regular_Season,1st,1,-,3003,20/9/2020,16:00,-,-,O,Il Bisonte Firenze,Azzurra Volley San Casciano,9,Panetoni Sara,-,-,-,*,*,*,-,-,-,-,-,-,-,-,6,-,0.67,0.33,-,-,-,-,-,-,-
2020/2021,A1,Regular_Season,1st,1,-,3003,20/9/2020,16:00,-,-,O,Il Bisonte Firenze,Azzurra Volley San Casciano,10,Hashimoto Naoko,-,-,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020/2021,A1,Regular_Season,1st,1,-,3003,20/9/2020,16:00,-,-,O,Il Bisonte Firenze,Azzurra Volley San Casciano,11,Belien Yvon,-,-,-,5,5,5,6,-,11,2,7,13,1,-,1,1,-,-,21,-,2,9,0.43,-,2
2020/2021,A1,Regular_Season,1st,1,-,3003,20/9/2020,16:00,-,-,O,Il Bisonte Firenze,Azzurra Volley San Casciano,12,Guerra Anastasia,-,-,-,1,1,1,2,-,14,6,-1,15,1,1,20,4,0.35,0.15,38,6,4,11,0.29,-,2
2020/2021,A1,Regular_Season,1st,1,-,3003,20/9/2020,16:00,-,-,O,Il Bisonte Firenze,Azzurra Volley San Casciano,14,Kone Fatim Yassimina,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020/2021,A1,Regular_Season,1st,1,-,3003,20/9/2020,16:00,-,-,O,Il Bisonte Firenze,Azzurra Volley San Casciano,15,Nwakalor Sylvia,-,-,-,-,-,*,*,-,-,-,-2,1,1,-,-,-,-,-,2,1,-,-,-,-,-
2020/2021,A1,Regular_Season,1st,1,-,3003,20/9/2020,16:00,-,-,O,Il Bisonte Firenze,Azzurra Volley San Casciano,17,Venturi Maila,L,-,-,*,*,*,*,-,-,-,-2,-,-,-,29,2,0.69,0.31,-,-,-,-,-,-,-
2020/2021,A1,Regular_Season,1st,1,-,3004,19/9/2020,20:00,-,-,C,Reale Mutua Fenera Chieri,Fenera Chieri '76,1,Alhassan Rhamat,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020/2021,A1,Regular_Season,1st,1,-,3004,19/9/2020,20:00,-,-,C,Reale Mutua Fenera Chieri,Fenera Chieri '76,3,Perinelli Elena,-,C,-,4,4,4,-,-,8,2,1,9,2,-,12,1,0.75,0.58,24,3,1,8,0.33,-,-
2020/2021,A1,Regular_Season,1st,1,-,3004,19/9/2020,20:00,-,-,C,Reale Mutua Fenera Chieri,Fenera Chieri '76,4,Bosio Francesca,-,-,-,6,6,6,-,-,3,3,1,12,2,1,1,-,1,-,1,-,-,-,-,-,2
2020/2021,A1,Regular_Season,1st,1,-,3004,19/9/2020,20:00,-,-,C,Reale Mutua Fenera Chieri,Fenera Chieri '76,5,Frantti Alexandra,-,-,-,*,-,*,-,-,3,2,2,1,-,-,1,-,-,-,3,1,-,2,0.67,-,1
