Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2005/2006,A1,Coppa_Italia,Final,-,-,678,29/1/2006,18:15,8804,53474,C,Bre Banca Lannutti Cuneo,Cuneo,1,Wijsmans Wout,-,-,6.3,4,4,1,3,-,21,9,13,16,3,1,29,2,0.59,0.41,29,-,3,19,0.66,-,1
2005/2006,A1,Coppa_Italia,Final,-,-,678,29/1/2006,18:15,8804,53474,C,Bre Banca Lannutti Cuneo,Cuneo,2,Coscione Manuel,-,-,6.9,6,6,3,5,-,3,2,2,16,1,1,1,-,-,-,-,-,-,-,-,-,2
2005/2006,A1,Coppa_Italia,Final,-,-,678,29/1/2006,18:15,8804,53474,C,Bre Banca Lannutti Cuneo,Cuneo,5,Omrcen Igor,-,-,6.9,5,5,2,4,-,14,5,9,15,4,1,-,-,-,-,16,-,-,10,0.63,1,3
2005/2006,A1,Coppa_Italia,Final,-,-,678,29/1/2006,18:15,8804,53474,C,Bre Banca Lannutti Cuneo,Cuneo,6,Vergnaghi Daniele,L,-,-,*,*,*,*,-,-,-,-,-,-,-,18,-,0.72,0.61,-,-,-,-,-,-,-
2005/2006,A1,Coppa_Italia,Final,-,-,678,29/1/2006,18:15,8804,53474,C,Bre Banca Lannutti Cuneo,Cuneo,7,Godoy Filho Gilberto Amauri Giba,-,-,6.1,1,1,4,6,-,16,2,7,15,3,1,26,1,0.73,0.42,25,3,2,14,0.56,-,1
2005/2006,A1,Coppa_Italia,Final,-,-,678,29/1/2006,18:15,8804,53474,C,Bre Banca Lannutti Cuneo,Cuneo,8,Baranowicz Michele,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2005/2006,A1,Coppa_Italia,Final,-,-,678,29/1/2006,18:15,8804,53474,C,Bre Banca Lannutti Cuneo,Cuneo,9,Martino Matteo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2005/2006,A1,Coppa_Italia,Final,-,-,678,29/1/2006,18:15,8804,53474,C,Bre Banca Lannutti Cuneo,Cuneo,10,Curti Valerio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2005/2006,A1,Coppa_Italia,Final,-,-,678,29/1/2006,18:15,8804,53474,C,Bre Banca Lannutti Cuneo,Cuneo,12,Fabbiani Sandro,-,-,-,-,*,-,-,-,2,-,-,1,-,-,-,-,-,-,3,1,-,2,0.67,1,-
2005/2006,A1,Coppa_Italia,Final,-,-,678,29/1/2006,18:15,8804,53474,C,Bre Banca Lannutti Cuneo,Cuneo,13,Cozzi Paolo,-,-,6.5,2,2,5,1,-,9,2,7,15,1,-,-,-,-,-,12,-,1,6,0.5,-,3
