Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2005/2006,A1,Regular_Season,1st,1,-,1,25/9/2005,18:00,2157,13277,C,Tiscali Cagliari,Cagliari,1,3,6,14,21,27,8,16,19,25,5,14,16,18,8,16,21,25,5,11,13,14,8,16,21,25,7,12,18,22,8,16,21,25,-,-,-,-,-,-,-,-,54,16,6,82,14,4,81,8,0.68,0.44,99,10,12,39,0.39,4,11
2005/2006,A1,Regular_Season,1st,1,-,1,25/9/2005,18:00,2157,13277,O,Marmi Lanza Verona,Verona,3,1,8,16,19,25,6,14,21,27,8,16,21,25,5,14,16,18,8,16,21,25,5,11,13,14,8,16,21,25,7,12,18,22,-,-,-,-,-,-,-,-,71,29,31,99,18,5,68,4,0.76,0.47,100,6,11,54,0.54,1,12
2005/2006,A1,Regular_Season,1st,1,-,2,24/9/2005,16:15,2068,15944,C,Codyeco S.Croce,Santa Croce,2,3,8,16,21,26,3,13,20,24,6,14,18,20,8,16,21,25,8,16,21,25,5,11,15,18,6,16,21,23,8,12,16,25,4,5,7,10,5,10,12,15,64,22,20,104,17,2,87,8,0.6,0.41,119,5,14,55,0.46,-,7
2005/2006,A1,Regular_Season,1st,1,-,2,24/9/2005,16:15,2068,15944,O,Sisley Treviso,Treviso,3,2,3,13,20,24,8,16,21,26,8,16,21,25,6,14,18,20,5,11,15,18,8,16,21,25,8,12,16,25,6,16,21,23,5,10,12,15,4,5,7,10,84,34,35,107,20,8,87,4,0.62,0.34,117,13,7,62,0.53,5,14
2005/2006,A1,Regular_Season,1st,1,-,3,25/9/2005,18:00,2796,14739,C,Copra Berni Piacenza,Piacenza,3,1,8,16,21,25,6,12,15,16,7,14,16,19,8,16,21,25,8,16,21,25,5,7,12,15,8,16,19,26,4,15,21,24,-,-,-,-,-,-,-,-,66,24,33,94,11,-,68,4,0.74,0.56,102,9,6,52,0.51,3,14
2005/2006,A1,Regular_Season,1st,1,-,3,25/9/2005,18:00,2796,14739,O,Benacquista Assicurazioni Latina,Latina,1,3,6,12,15,16,8,16,21,25,8,16,21,25,7,14,16,19,5,7,12,15,8,16,21,25,4,15,21,24,8,16,19,26,-,-,-,-,-,-,-,-,56,12,16,81,13,4,83,-,0.71,0.43,111,11,14,46,0.41,2,6
2005/2006,A1,Regular_Season,1st,1,-,4,26/9/2005,20:30,2168,4913,C,Acqua Paradiso Gabeca Montichiari,Monza Brianza,0,3,4,9,14,17,8,16,21,25,4,9,15,19,8,16,21,25,6,13,19,23,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,12,15,60,10,2,69,7,0.67,0.54,86,7,9,38,0.44,-,8
2005/2006,A1,Regular_Season,1st,1,-,4,26/9/2005,20:30,2168,4913,O,Lube Banca Marche Macerata,Lube,3,0,8,16,21,25,4,9,14,17,8,16,21,25,4,9,15,19,8,16,21,25,6,13,19,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,23,38,74,5,5,50,2,0.72,0.6,76,2,8,44,0.58,3,9
2005/2006,A1,Regular_Season,1st,1,-,5,25/9/2005,18:15,2074,4783,C,Bre Banca Lannutti Cuneo,Cuneo,3,1,4,13,16,16,8,16,21,25,7,14,21,25,8,16,18,20,8,16,21,25,5,12,18,20,8,16,21,25,7,12,17,21,-,-,-,-,-,-,-,-,77,28,38,90,15,4,78,6,0.59,0.32,106,10,8,59,0.56,-,14
2005/2006,A1,Regular_Season,1st,1,-,5,25/9/2005,18:15,2074,4783,O,RPA Caffè Maxim Perugia,Perugia Umbria,1,3,8,16,21,25,4,13,16,16,8,16,18,20,7,14,21,25,5,12,18,20,8,16,21,25,7,12,17,21,8,16,21,25,-,-,-,-,-,-,-,-,60,20,29,87,9,5,75,5,0.65,0.48,94,2,14,47,0.5,1,8
