Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2005/2006,A1,Regular_Season,1st,1,1,1,9/10/2005,18:00,1645,12109,C,Radio105 Foppapedretti BG,Volley Bergamo,1,Ortolani Serena,-,-,5.5,4,5,4,-,-,1,-,-5,6,1,-,1,-,1,1,11,3,2,1,0.09,-,-
2005/2006,A1,Regular_Season,1st,1,1,1,9/10/2005,18:00,1645,12109,C,Radio105 Foppapedretti BG,Volley Bergamo,2,Gruen Angelina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2005/2006,A1,Regular_Season,1st,1,1,1,9/10/2005,18:00,1645,12109,C,Radio105 Foppapedretti BG,Volley Bergamo,3,Croce Paola,L,-,-,*,*,*,-,-,-,-,-1,-,-,-,10,1,0.9,0.3,-,-,-,-,-,-,-
2005/2006,A1,Regular_Season,1st,1,1,1,9/10/2005,18:00,1645,12109,C,Radio105 Foppapedretti BG,Volley Bergamo,5,Gujska Katarzyna,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2005/2006,A1,Regular_Season,1st,1,1,1,9/10/2005,18:00,1645,12109,C,Radio105 Foppapedretti BG,Volley Bergamo,6,Barazza Jenny,-,-,7.4,3,4,3,-,-,11,2,10,8,-,-,2,-,1,0.5,14,-,-,10,0.71,1,1
2005/2006,A1,Regular_Season,1st,1,1,1,9/10/2005,18:00,1645,12109,C,Radio105 Foppapedretti BG,Volley Bergamo,8,Secolo Manuela,-,-,6.7,2,3,2,-,-,16,9,11,13,1,1,20,1,0.85,0.45,23,-,3,14,0.61,-,1
2005/2006,A1,Regular_Season,1st,1,1,1,9/10/2005,18:00,1645,12109,C,Radio105 Foppapedretti BG,Volley Bergamo,9,Lehtonen Riikka,-,-,6.1,-,*,*,-,-,2,1,1,11,-,1,2,-,1,-,9,1,-,1,0.11,-,-
2005/2006,A1,Regular_Season,1st,1,1,1,9/10/2005,18:00,1645,12109,C,Radio105 Foppapedretti BG,Volley Bergamo,10,Paggi Paola,-,C,7.1,6,1,6,-,-,11,6,11,11,-,-,-,-,-,-,12,-,-,8,0.67,-,3
2005/2006,A1,Regular_Season,1st,1,1,1,9/10/2005,18:00,1645,12109,C,Radio105 Foppapedretti BG,Volley Bergamo,12,Piccinini Francesca,-,-,6.5,5,6,5,-,-,14,6,8,11,2,-,15,-,0.8,0.47,23,1,3,12,0.52,-,2
2005/2006,A1,Regular_Season,1st,1,1,1,9/10/2005,18:00,1645,12109,C,Radio105 Foppapedretti BG,Volley Bergamo,14,Lo Bianco Eleonora,-,-,6.5,1,2,1,-,-,2,1,1,14,1,-,-,-,-,-,2,-,-,1,0.5,-,1
