Season,Division,Team,No,Player,Role,Born,Height,Born Place,Nat. Sport.,Note1,Note2
2005/2006,A1,RPA Caffè Maxim Perugia,16,MARTIN Terence,Spiker,1975,201,CAN,CAN,-,-
2005/2006,A1,RPA Caffè Maxim Perugia,17,DE LA FUENTE Enrique,Spiker,1975,194,ESP,ESP,-,-
2005/2006,A1,Sisley Treviso,3,FEI Alessandro,Spiker,1978,204,VA,ITA,-,-
2005/2006,A1,Sisley Treviso,4,BARTOLETTI Andrea,Spiker,1978,203,AN,ITA,-,-
2005/2006,A1,Sisley Treviso,5,VERMIGLIO Valerio,Setter,1976,189,ME,ITA,-,-
2005/2006,A1,Sisley Treviso,6,PAPI Samuele,Spiker,1973,191,AN,ITA,-,-
2005/2006,A1,Sisley Treviso,7,FARINA Alessandro,Libero,1976,182,PR,ITA,-,-
2005/2006,A1,Sisley Treviso,8,KRAL Jiri,Middleblocker,1981,200,CZE,CZE,-,-
2005/2006,A1,Sisley Treviso,10,CARLETTI Bertrand,Setter,1982,205,FRA,FRA,-,-
2005/2006,A1,Sisley Treviso,11,ENDRES Gustavo,Middleblocker,1975,203,BRA,BRA,-,-
2005/2006,A1,Sisley Treviso,13,TENCATI Luca,Middleblocker,1979,200,CR,ITA,-,-
2005/2006,A1,Sisley Treviso,14,CAPRA Michele,Middleblocker,1985,198,TN,ITA,-,-
2005/2006,A1,Sisley Treviso,15,CISOLLA Alberto,Spiker,1977,197,TV,ITA,-,-
2005/2006,A1,Sisley Treviso,16,CASOLI Cristian,Spiker,1975,194,VA,ITA,-,-
2005/2006,A1,Sisley Treviso,16,DE MARCHI Francesco,Spiker,1986,190,PD,ITA,from 18/09/2005 22/10/2005,trasferito a Mail Service Corigliano
2005/2006,A1,Tiscali Cagliari,1,TORRE Paolo,Setter,1976,201,LU,ITA,-,-
2005/2006,A1,Tiscali Cagliari,2,ARDU Alessandro,Setter,1978,187,OR,ITA,-,-
2005/2006,A1,Tiscali Cagliari,3,MASCIA Alessandro,Libero,1975,196,CI,ITA,-,-
2005/2006,A1,Tiscali Cagliari,5,RIGONI Giacomo,Spiker,1979,200,MI,ITA,-,-
2005/2006,A1,Tiscali Cagliari,6,MORETTI Federico,Spiker,1983,204,FM,ITA,-,-
2005/2006,A1,Tiscali Cagliari,7,FRANCESCONI Luca,Spiker,1983,194,CA,ITA,-,-
2005/2006,A1,Tiscali Cagliari,8,BRINKMAN Steve,Middleblocker,1978,203,CAN,CAN,-,-
2005/2006,A1,Tiscali Cagliari,9,BARBARESCHI Giorgio,Spiker,1978,193,GE,ITA,-,-
2005/2006,A1,Tiscali Cagliari,10,NEMEC Richard,Middleblocker,1972,202,SVK,SVK,-,-
2005/2006,A1,Tiscali Cagliari,11,SCILÌ Giacomo,Middleblocker,1976,199,CA,ITA,-,-
2005/2006,A1,Tiscali Cagliari,12,SOTO Hector,Spiker,1978,198,USA,PUR,-,-
2005/2006,A1,Tiscali Cagliari,14,STOKR Jan,Spiker,1983,205,CZE,CZE,-,-
2005/2006,A1,Tiscali Cagliari,15,GALLOTTA Cosimo,Spiker,1977,195,SA,ITA,-,-
2005/2006,A1,Tonno Callipo Vibo Valentia,1,PASCUAL Rafael,Spiker,1970,195,ESP,ESP,-,-
2005/2006,A1,Tonno Callipo Vibo Valentia,2,RAYMAEKERS Matias,Middleblocker,1982,207,BEL,BEL,-,-
2005/2006,A1,Tonno Callipo Vibo Valentia,3,SERAFINI Simone,Setter,1975,184,RM,ITA,-,-
2005/2006,A1,Tonno Callipo Vibo Valentia,4,SOTTILE Daniele,Setter,1979,190,ME,ITA,-,-
2005/2006,A1,Tonno Callipo Vibo Valentia,7,LASKO Michal,Spiker,1981,202,POL,ITA,-,-
2005/2006,A1,Tonno Callipo Vibo Valentia,8,FERRARO Antonio,Libero,1973,197,CZ,ITA,-,-
2005/2006,A1,Tonno Callipo Vibo Valentia,9,TATARINTSEV Volodymyr,Spiker,1980,197,UKR,UKR,until 10/04/2006,-
2005/2006,A1,Tonno Callipo Vibo Valentia,10,ROSALBA Simone,Spiker,1976,197,CS,ITA,-,-
2005/2006,A1,Tonno Callipo Vibo Valentia,11,FELIZARDO Renato,Middleblocker,1978,200,BRA,BRA,-,-
2005/2006,A1,Tonno Callipo Vibo Valentia,12,PICCIONI Francesco,Spiker,1976,192,CZ,ITA,-,-
2005/2006,A1,Tonno Callipo Vibo Valentia,13,SIRRI Luca,Spiker,1983,194,RA,ITA,from 23/12/2005,proveniente da Carife Ferrara
2005/2006,A1,Tonno Callipo Vibo Valentia,15,ENDRES Murilo,Spiker,1981,190,BRA,BRA,-,-
2005/2006,A1,Tonno Callipo Vibo Valentia,17,BONTJE Rob,Middleblocker,1981,206,NED,NED,-,-
2005/2006,A2,Acanto Mantova,1,KIOSSEV Velizar,Spiker,1983,196,BUL,ITA,-,-
2005/2006,A2,Acanto Mantova,3,HUNTER Andrew,Setter,1977,187,AUS,ENG,from 23/11/2005,-
2005/2006,A2,Acanto Mantova,3,PINZI Enrico,Setter,1975,193,MN,ITA,-,-
2005/2006,A2,Acanto Mantova,4,MICHIELETTO Riccardo,Spiker,1968,196,TV,ITA,-,-
2005/2006,A2,Acanto Mantova,5,CHECCHIN Roberto,Libero,1972,175,VE,ITA,-,-
2005/2006,A2,Acanto Mantova,6,MILUSHEV Danail,Spiker,1984,200,BUL,BUL,-,-
2005/2006,A2,Acanto Mantova,7,MITROVIC Alexander,Spiker,1982,193,SRB,SRB,-,-
2005/2006,A2,Acanto Mantova,9,DE TOGNI Giorgio,Middleblocker,1985,202,FE,ITA,-,-
2005/2006,A2,Acanto Mantova,10,BERNABÈ Andrea,Middleblocker,1969,193,RM,ITA,-,-
2005/2006,A2,Acanto Mantova,11,TAMBURO Vincenzo,Spiker,1985,201,FI,ITA,-,-
2005/2006,A2,Acanto Mantova,15,CARLETTI Claudio,Setter,1982,193,AN,ITA,-,-
2005/2006,A2,Acanto Mantova,16,MOSCA Roberto,Spiker,1972,193,FE,ITA,-,-
2005/2006,A2,Acanto Mantova,17,BUTI Simone,Middleblocker,1983,208,FI,ITA,-,-
2005/2006,A2,Acanto Mantova,18,RICCI PETITONI Mauro,Spiker,1985,188,BO,ITA,-,-
2005/2006,A2,Bancaetruria Eurospar Arezzo,1,VANNI Alessio,Libero,1973,191,AR,ITA,-,-
2005/2006,A2,Bancaetruria Eurospar Arezzo,4,JURICIC Igor,Middleblocker,1974,202,CRO,CRO,from 23/11/2005,-
2005/2006,A2,Bancaetruria Eurospar Arezzo,5,TIBERTI Simone,Setter,1980,180,BS,ITA,-,-
2005/2006,A2,Bancaetruria Eurospar Arezzo,6,GRASSINI Riccardo,Middleblocker,1974,201,PI,ITA,-,-
2005/2006,A2,Bancaetruria Eurospar Arezzo,7,LIRUTTI Kristian,Spiker,1975,190,UD,ITA,-,-
2005/2006,A2,Bancaetruria Eurospar Arezzo,9,GUAGNELLI Valerio,Spiker,1975,197,FRA,ITA,-,-
2005/2006,A2,Bancaetruria Eurospar Arezzo,10,CZEKIEL Bartolomeo,Middleblocker,1982,200,POL,ITA,-,-
2005/2006,A2,Bancaetruria Eurospar Arezzo,11,D'ELIA Domenico,Setter,1980,192,CZ,ITA,-,-
2005/2006,A2,Bancaetruria Eurospar Arezzo,12,RUSSO Massimiliano,Middleblocker,1976,196,TO,ITA,-,-
2005/2006,A2,Bancaetruria Eurospar Arezzo,13,FRANCESCONI Andrea,Spiker,1979,195,PT,ITA,-,-
2005/2006,A2,Bancaetruria Eurospar Arezzo,14,MARIC Goran,Spiker,1981,204,SRB,SRB,-,-
2005/2006,A2,Bancaetruria Eurospar Arezzo,15,SUELA Luis Pedro,Spiker,1976,198,ESP,ESP,-,-
2005/2006,A2,Bancaetruria Eurospar Arezzo,17,SALVI Pietro,Spiker,1973,194,AR,ITA,-,-
2005/2006,A2,Carife Ferrara,1,FABBRINI Marco,Middleblocker,1976,194,FE,ITA,-,-
2005/2006,A2,Carife Ferrara,2,SIRRI Luca,Spiker,1983,194,RA,ITA,until 22/12/2005,trasferito a Tonno Callipo Vibo Valentia
2005/2006,A2,Carife Ferrara,3,RONCORONI Marco,Middleblocker,-,180,-,ITA,from 02/10/2005,-
2005/2006,A2,Carife Ferrara,4,TABANELLI Matteo,Libero,1983,190,RA,ITA,-,-
2005/2006,A2,Carife Ferrara,5,STAGNI Luca,Middleblocker,1975,198,FE,ITA,-,-
2005/2006,A2,Carife Ferrara,6,RUIZ Ivan Benito,Spiker,1977,195,CUB,CUB,-,-
2005/2006,A2,Carife Ferrara,7,FERRIOLI Paolo,Setter,1967,183,FE,ITA,-,-
2005/2006,A2,Carife Ferrara,8,NEGRAO Marcelo,Spiker,1972,198,BRA,BRA,until 15/11/2005,-
2005/2006,A2,Carife Ferrara,9,GELLI Andrea,Middleblocker,1972,190,FE,ITA,-,-
2005/2006,A2,Carife Ferrara,10,SANGIORGI Nicola,Setter,1983,190,RA,ITA,-,-
2005/2006,A2,Carife Ferrara,11,MENGOZZI Stefano,Middleblocker,1985,204,RA,ITA,-,-
2005/2006,A2,Carife Ferrara,12,LUCCHI Cristiano,Spiker,1977,193,FC,ITA,-,-
2005/2006,A2,Carige Copra Genova,1,ZUNINO Massimiliano,Spiker,1984,170,SV,ITA,-,-
2005/2006,A2,Carige Copra Genova,3,TAGLIATTI Marco,Middleblocker,1975,200,FE,ITA,-,-
2005/2006,A2,Carige Copra Genova,5,VALENTI Simone,Setter,1986,183,SV,ITA,-,-
2005/2006,A2,Carige Copra Genova,6,GONZALEZ FORSYTHE Omar,Middleblocker,1972,200,CUB,ITA,-,-
2005/2006,A2,Carige Copra Genova,7,BRUNO Marcello,Spiker,1972,192,BA,ITA,from 23/12/2005,-
2005/2006,A2,Carige Copra Genova,8,DE PALMA Juan Manuel,Setter,1968,180,ARG,ITA,-,-
2005/2006,A2,Carige Copra Genova,9,BELAID Khaled,Spiker,1973,197,TUN,TUN,-,-
2005/2006,A2,Carige Copra Genova,10,FURFARO Francesco,Spiker,1974,198,GE,ITA,-,-
2005/2006,A2,Carige Copra Genova,11,GIOMBINI Leondino,Spiker,1975,205,AN,ITA,-,-
2005/2006,A2,Carige Copra Genova,13,MANASSERO Davide,Spiker,1979,197,CN,ITA,-,-
2005/2006,A2,Carige Copra Genova,14,TOMASSETTI Daniele,Middleblocker,1981,203,RM,ITA,-,-
2005/2006,A2,Carige Copra Genova,15,ROMERO Yasser,Libero,1979,190,CUB,CUB,-,-
2005/2006,A2,Carige Copra Genova,16,TOPPEL Curt Herman,Spiker,1980,205,USA,GER,from 03/01/2006,-
2005/2006,A2,Carige Copra Genova,18,CIAPPI Alessandro,Spiker,1982,199,PI,ITA,-,-
2005/2006,A2,Esse-Ti Carilo Loreto,1,MATTERA Giordano,Setter,1983,200,RM,ITA,-,-
2005/2006,A2,Esse-Ti Carilo Loreto,2,PAVAN Marco,Middleblocker,1982,202,BRA,BRA,-,-
2005/2006,A2,Esse-Ti Carilo Loreto,3,SUSIO Luca,Libero,1976,189,BS,ITA,-,-
2005/2006,A2,Esse-Ti Carilo Loreto,4,RINOLDO Jerry,Spiker,1977,196,AG,ITA,-,-
2005/2006,A2,Esse-Ti Carilo Loreto,7,GATTO Massimo,Setter,1982,190,AN,ITA,-,-
2005/2006,A2,Esse-Ti Carilo Loreto,8,PEDA Janis,Spiker,1985,198,LAT,LAT,-,-
2005/2006,A2,Esse-Ti Carilo Loreto,9,DE LUCA Francesco,Spiker,1986,205,LT,ITA,-,-
2005/2006,A2,Esse-Ti Carilo Loreto,9,TREVISAN Dante Elias,Spiker,1981,203,BRA,BRA,from 01/04/2006,-
2005/2006,A2,Esse-Ti Carilo Loreto,10,CHOCHOLAK Gabriel,Spiker,1978,203,SVK,SVK,-,-
