Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2002/2003,A1,Coppa_Italia,8th,1,1,622,9/10/2002,20:30,-,-,C,Cerdisa Reggio Emilia,Reggio Emilia,2,3,0,0,0,23,0,0,0,25,-,-,-,35,-,-,-,37,-,-,-,25,-,-,-,23,-,-,-,25,-,-,-,15,-,-,-,10,-,-,-,15,94,94,94,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002/2003,A1,Coppa_Italia,8th,1,1,622,9/10/2002,20:30,-,-,O,PinetaMasciaGuru Ravenna,Ravenna,3,2,0,0,0,25,0,0,0,23,-,-,-,37,-,-,-,35,-,-,-,23,-,-,-,25,-,-,-,15,-,-,-,25,-,-,-,15,-,-,-,10,83,83,83,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002/2003,A1,Coppa_Italia,8th,1,2,623,9/10/2002,20:30,500,-,C,Icot Tec Forlì,Forlì (Ex Forlimpopoli),2,3,0,0,0,25,0,0,0,19,-,-,-,17,-,-,-,25,-,-,-,12,-,-,-,25,-,-,-,27,-,-,-,25,-,-,-,8,-,-,-,15,60,60,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002/2003,A1,Coppa_Italia,8th,1,2,623,9/10/2002,20:30,500,-,O,CIA Minetti Vicenza,Vicenza,3,2,0,0,0,19,0,0,0,25,-,-,-,25,-,-,-,17,-,-,-,25,-,-,-,12,-,-,-,25,-,-,-,27,-,-,-,15,-,-,-,8,71,71,71,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002/2003,A1,Coppa_Italia,8th,1,3,624,9/10/2002,20:30,-,-,C,Johnson Matthey Spezzano,Spezzano,0,3,0,0,0,14,0,0,0,25,-,-,-,17,-,-,-,25,-,-,-,20,-,-,-,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,37,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002/2003,A1,Coppa_Italia,8th,1,3,624,9/10/2002,20:30,-,-,O,Monte Schiavo Banca Marche Jesi,Jesi,3,0,0,0,0,25,0,0,0,14,-,-,-,25,-,-,-,17,-,-,-,25,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,56,56,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002/2003,A1,Coppa_Italia,8th,2,1,626,23/10/2002,20:30,-,-,C,PinetaMasciaGuru Ravenna,Ravenna,0,3,0,0,0,20,0,0,0,25,-,-,-,14,-,-,-,25,-,-,-,10,-,-,-,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,28,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002/2003,A1,Coppa_Italia,8th,2,1,626,23/10/2002,20:30,-,-,O,Cerdisa Reggio Emilia,Reggio Emilia,3,0,0,0,0,25,0,0,0,20,-,-,-,25,-,-,-,14,-,-,-,25,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,52,52,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002/2003,A1,Coppa_Italia,8th,2,2,627,23/10/2002,20:30,450,900,C,CIA Minetti Vicenza,Vicenza,3,1,0,0,0,25,0,0,0,22,-,-,-,27,-,-,-,25,-,-,-,22,-,-,-,25,-,-,-,25,-,-,-,21,-,-,-,-,-,-,-,-,71,71,71,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002/2003,A1,Coppa_Italia,8th,2,2,627,23/10/2002,20:30,450,900,O,Icot Tec Forlì,Forlì (Ex Forlimpopoli),1,3,0,0,0,22,0,0,0,25,-,-,-,25,-,-,-,27,-,-,-,25,-,-,-,22,-,-,-,21,-,-,-,25,-,-,-,-,-,-,-,-,69,69,69,-,-,-,-,-,-,-,-,-,-,-,-,-,-
