Season,Division,Team,No,Player,Role,Born,Height,Born Place,Nat. Sport.,Note1,Note2
2002/2003,A2,Codyeco Lupi S. Croce,7,PAGNI Marco,Middleblocker,1983,197,FI,ITA,-,-
2002/2003,A2,Codyeco Lupi S. Croce,7,PISTOLESI Federico,Setter,1973,198,PI,ITA,-,-
2002/2003,A2,Codyeco Lupi S. Croce,8,PONTANARI Luca,Spiker,1983,199,FI,ITA,-,-
2002/2003,A2,Codyeco Lupi S. Croce,8,FALASCHI Marco,Setter,1987,-,PI,ITA,from 05/01/2003,-
2002/2003,A2,Codyeco Lupi S. Croce,9,DUERDEN Paul,Spiker,1974,195,CAN,ITA,-,-
2002/2003,A2,Codyeco Lupi S. Croce,10,CIAPPI Alessandro,Spiker,1982,199,PI,ITA,-,-
2002/2003,A2,Codyeco Lupi S. Croce,11,CAPONI Leonardo,Setter,1972,181,PI,ITA,-,-
2002/2003,A2,Codyeco Lupi S. Croce,12,GERBI Mirko,Spiker,1978,192,PO,ITA,-,-
2002/2003,A2,Codyeco Lupi S. Croce,14,SACCARDI Lapo,Middleblocker,1973,201,FI,ITA,-,-
2002/2003,A2,Codyeco Lupi S. Croce,15,SOTTOCORONA Francesco,Middleblocker,1973,195,RM,ITA,-,-
2002/2003,A2,Codyeco Lupi S. Croce,16,MARTIN Terence,Spiker,1975,201,CAN,CAN,-,-
2002/2003,A2,Conad Volley Forlì,1,TUCCELLI Vincenzo,Setter,1974,187,BO,ITA,-,-
2002/2003,A2,Conad Volley Forlì,3,TAGLIATTI Marco,Middleblocker,1975,200,FE,ITA,-,-
2002/2003,A2,Conad Volley Forlì,4,BENDI Alfonso,Libero,1976,185,FC,ITA,-,-
2002/2003,A2,Conad Volley Forlì,5,CRICCA Manuele,Middleblocker,1981,200,RA,ITA,-,-
2002/2003,A2,Conad Volley Forlì,6,SANTOLINI Filippo,Middleblocker,1981,190,FC,ITA,-,-
2002/2003,A2,Conad Volley Forlì,8,PIETRELLI Roberto,Spiker,1971,190,PU,ITA,-,-
2002/2003,A2,Conad Volley Forlì,9,CAMPANA Fabio,Middleblocker,1973,192,FC,ITA,-,-
2002/2003,A2,Conad Volley Forlì,10,CHOCHOLAK Gabriel,Spiker,1978,203,SVK,SVK,-,-
2002/2003,A2,Conad Volley Forlì,11,CASADEI Alberto,Spiker,1984,197,FC,ITA,-,-
2002/2003,A2,Conad Volley Forlì,12,GHERARDI Ivan,Spiker,1979,193,RA,ITA,-,-
2002/2003,A2,Conad Volley Forlì,14,BENDANDI Simone,Setter,1976,196,RA,ITA,-,-
2002/2003,A2,Conad Volley Forlì,16,RODRIGUES Rodrigo Gil,Spiker,1978,196,BRA,BRA,-,-
2002/2003,A2,Conad Volley Forlì,16,SASSI Dario,Spiker,-,-,FC,ITA,from 15/03/2003,-
2002/2003,A2,Esse-ti Carilo Loreto,3,PERUZZO Alberto,Middleblocker,1979,198,TV,ITA,-,-
2002/2003,A2,Esse-ti Carilo Loreto,3,PERUZZO Alberto,Middleblocker,1979,198,TV,ITA,-,-
2002/2003,A2,Esse-ti Carilo Loreto,4,MODICA Riccardo,Setter,1973,180,PA,ITA,-,-
2002/2003,A2,Esse-ti Carilo Loreto,4,MODICA Riccardo,Setter,1973,180,PA,ITA,-,-
2002/2003,A2,Esse-ti Carilo Loreto,5,HARDY Benjamin Kirk,Spiker,1974,199,AUS,AUS,-,-
2002/2003,A2,Esse-ti Carilo Loreto,5,HARDY Benjamin Kirk,Spiker,1974,199,AUS,AUS,-,-
2002/2003,A2,Esse-ti Carilo Loreto,6,CELSO Brum Junior,Spiker,1978,202,BRA,BRA,from 24/11/2002,-
2002/2003,A2,Esse-ti Carilo Loreto,6,CELSO Brum Junior,Spiker,1978,202,BRA,BRA,from 24/11/2002,-
2002/2003,A2,Esse-ti Carilo Loreto,7,GATTO Massimo,Setter,1982,190,AN,ITA,-,-
2002/2003,A2,Esse-ti Carilo Loreto,7,GATTO Massimo,Setter,1982,190,AN,ITA,-,-
2002/2003,A2,Esse-ti Carilo Loreto,8,POLAK Dalibor,Opposto,-,-,-,-,from 30/03/2003,-
2002/2003,A2,Esse-ti Carilo Loreto,8,POLAK Domenico,Spiker,-,-,-,-,from 21/03/2003,-
2002/2003,A2,Esse-ti Carilo Loreto,8,BIAGIOLA Walter,Libero,1984,192,AN,ITA,-,-
2002/2003,A2,Esse-ti Carilo Loreto,8,DI FINO Antonello,Spiker,1984,200,CS,ITA,-,-
2002/2003,A2,Esse-ti Carilo Loreto,8,FOGLIA Giorgio,Spiker,1984,195,AN,ITA,-,-
2002/2003,A2,Esse-ti Carilo Loreto,8,POLAK Dalibor,Opposto,-,-,-,-,from 30/03/2003,-
2002/2003,A2,Esse-ti Carilo Loreto,8,POLAK Domenico,Spiker,-,-,-,-,from 21/03/2003,-
2002/2003,A2,Esse-ti Carilo Loreto,8,BIAGIOLA Walter,Libero,1984,192,AN,ITA,-,-
2002/2003,A2,Esse-ti Carilo Loreto,8,DI FINO Antonello,Spiker,1984,200,CS,ITA,-,-
2002/2003,A2,Esse-ti Carilo Loreto,8,FOGLIA Giorgio,Spiker,1984,195,AN,ITA,-,-
2002/2003,A2,Esse-ti Carilo Loreto,9,BERDON Andrej,Spiker,1971,202,SLO,SLO,-,-
2002/2003,A2,Esse-ti Carilo Loreto,9,D'ANGELO Decio,Middleblocker,1983,198,AN,ITA,from 22/12/2002,-
2002/2003,A2,Esse-ti Carilo Loreto,9,BERDON Andrej,Spiker,1971,202,SLO,SLO,-,-
2002/2003,A2,Esse-ti Carilo Loreto,9,D'ANGELO Decio,Middleblocker,1983,198,AN,ITA,from 22/12/2002,-
2002/2003,A2,Esse-ti Carilo Loreto,10,CURTI Valerio,Middleblocker,1978,203,MO,ITA,-,-
2002/2003,A2,Esse-ti Carilo Loreto,10,CURTI Valerio,Middleblocker,1978,203,MO,ITA,-,-
2002/2003,A2,Esse-ti Carilo Loreto,11,ROTA Michele,Middleblocker,1969,195,CR,ITA,from 10/11/2002,-
2002/2003,A2,Esse-ti Carilo Loreto,11,ROTA Michele,Middleblocker,1969,195,CR,ITA,from 10/11/2002,-
2002/2003,A2,Esse-ti Carilo Loreto,12,CICOLA Fosco,Spiker,1974,192,RM,ITA,-,-
2002/2003,A2,Esse-ti Carilo Loreto,12,CICOLA Fosco,Spiker,1974,192,RM,ITA,-,-
2002/2003,A2,Esse-ti Carilo Loreto,13,CARIZIA Alberto,Libero,1972,192,PG,ITA,-,-
2002/2003,A2,Esse-ti Carilo Loreto,13,CARIZIA Alberto,Libero,1972,192,PG,ITA,-,-
2002/2003,A2,Esse-ti Carilo Loreto,14,LOGLISCI Marco,Middleblocker,1975,196,PR,ITA,-,-
2002/2003,A2,Esse-ti Carilo Loreto,14,LOGLISCI Marco,Middleblocker,1975,196,PR,ITA,-,-
2002/2003,A2,Esse-ti Carilo Loreto,15,VIZZARI Oscar David,Spiker,1970,195,ARG,ITA,from 27/12/2002,-
2002/2003,A2,Esse-ti Carilo Loreto,15,VIZZARI Oscar David,Spiker,1970,195,ARG,ITA,from 27/12/2002,-
2002/2003,A2,Eurosport Cosenza,1,GELLI Massimo,Middleblocker,1978,201,MO,ITA,-,-
2002/2003,A2,Eurosport Cosenza,2,AGOSTINO Davide,Setter,1978,195,CZ,ITA,from 07/11/2002,-
2002/2003,A2,Eurosport Cosenza,2,ZACCAREO Massimo,Middleblocker,1979,200,CT,ITA,-,-
2002/2003,A2,Eurosport Cosenza,3,ROJAS Andy,Spiker,1977,197,VEN,VEN,-,-
2002/2003,A2,Eurosport Cosenza,4,RINOLDO Jerry,Spiker,1977,196,AG,ITA,-,-
2002/2003,A2,Eurosport Cosenza,5,AGOSTINO Domenico,ND,-,-,-,-,from 16/02/2003,-
2002/2003,A2,Eurosport Cosenza,7,CUSSOTTO Stefano,Middleblocker,1978,206,AT,ITA,-,-
2002/2003,A2,Eurosport Cosenza,9,GIGLIOTTI Alfredo,Spiker,1980,182,CS,ITA,from 27/10/2002,-
2002/2003,A2,Eurosport Cosenza,10,MERIGGIOLI Roberto,Setter,1975,193,NA,ITA,-,-
2002/2003,A2,Eurosport Cosenza,11,CAMUS Tomas,Setter,1980,195,-,ITA,-,-
2002/2003,A2,Eurosport Cosenza,12,MARTINENGO Claudio,Spiker,1979,198,CT,ITA,-,-
2002/2003,A2,Eurosport Cosenza,13,GUAGNELLI Valerio,Spiker,1975,197,FRA,SMR,-,-
2002/2003,A2,Eurosport Cosenza,15,BRY Fabrice,Spiker,1972,202,FRA,FRA,-,-
2002/2003,A2,Raffaele Lamezia,2,RIJA Enrico,Middleblocker,1980,196,CS,ITA,-,-
2002/2003,A2,Raffaele Lamezia,3,MANCINI Corrado,Spiker,1979,201,BA,ITA,-,-
2002/2003,A2,Raffaele Lamezia,4,GORGAINI Simone,Spiker,1972,182,BS,ITA,-,-
2002/2003,A2,Raffaele Lamezia,5,STAGNI Luca,Middleblocker,1975,198,FE,ITA,-,-
2002/2003,A2,Raffaele Lamezia,7,CACCAMO Francesco,Libero,1983,178,CZ,ITA,-,-
2002/2003,A2,Raffaele Lamezia,8,MESCOLI Marcello,Setter,1972,193,MO,ITA,-,-
2002/2003,A2,Raffaele Lamezia,9,IERMANO Fulvio,Setter,1975,191,NA,ITA,-,-
2002/2003,A2,Raffaele Lamezia,11,INSALATA Vito,Middleblocker,1977,194,BA,ITA,-,-
2002/2003,A2,Raffaele Lamezia,12,PICCIONI Francesco,Spiker,1976,192,CZ,ITA,-,-
2002/2003,A2,Raffaele Lamezia,13,MANTOVANI Maurizio,Libero,1964,189,PN,ITA,-,-
2002/2003,A2,Raffaele Lamezia,14,DOS SANTOS MONTEIRO Joel,Spiker,1974,202,BRA,BRA,-,-
2002/2003,A2,Raffaele Lamezia,15,PEREIRA Pablo,Spiker,1974,190,ARG,ARG,-,-
2002/2003,A2,Reima Crema Samgas,2,RIGONI Giacomo,Spiker,1979,200,MI,ITA,-,-
2002/2003,A2,Reima Crema Samgas,3,CHIZZOLI Giorgio,Spiker,1982,191,LO,ITA,-,-
2002/2003,A2,Reima Crema Samgas,4,COSTA Ivano,Spiker,-,-,-,-,from 29/12/2002,-
2002/2003,A2,Reima Crema Samgas,4,FONTANELLA Michele,ND,-,-,-,-,from 08/12/2002,-
2002/2003,A2,Reima Crema Samgas,5,EGESTE Daniele,Middleblocker,1973,196,PC,ITA,-,-
2002/2003,A2,Reima Crema Samgas,6,PAOLUCCI Adriano,Setter,1979,190,RM,ITA,from 11/12/2002,proveniente da Canadiens Verona
2002/2003,A2,Reima Crema Samgas,7,LIRUTTI Kristian,Spiker,1975,190,UD,ITA,-,-
2002/2003,A2,Reima Crema Samgas,7,AMBROGI Michele,ND,-,-,-,ITA,from 03/11/2002,-
2002/2003,A2,Reima Crema Samgas,8,FINAZZI Danilo,Middleblocker,1976,201,BG,ITA,-,-
2002/2003,A2,Reima Crema Samgas,9,CAPROTTI Alberto,Libero,1968,188,MB,ITA,-,-
2002/2003,A2,Reima Crema Samgas,10,BARBARO Enzo,Setter,1978,190,MI,ITA,-,-
2002/2003,A2,Reima Crema Samgas,11,COLOBERTI Alessandro,Setter,1982,181,BG,ITA,-,-
2002/2003,A2,Reima Crema Samgas,14,BELTRAN Angel,Middleblocker,1973,202,CUB,ITA,from 12/01/2003,proveniente da Bossini Gabeca Montichiari
2002/2003,A2,Reima Crema Samgas,14,GADNIK Sasa,Spiker,1981,198,SLO,SLO,-,-
2002/2003,A2,Reima Crema Samgas,15,BONATI Claudio,Spiker,1971,194,VR,ITA,-,-
2002/2003,A2,Reima Crema Samgas,16,FACCIOLI Pietro,Middleblocker,1981,202,LO,ITA,-,-
2002/2003,A2,Samia Schio Sport,2,LOTITO Marco,Spiker,1984,191,PZ,ITA,-,-
2002/2003,A2,Samia Schio Sport,3,ANNUNZIATA Giovanni,Libero,1981,188,VI,ITA,-,-
2002/2003,A2,Samia Schio Sport,3,CAROLLO Filippo,ND,-,-,-,-,from 29/12/2002,-
2002/2003,A2,Samia Schio Sport,4,TOMASI Alberto,Setter,1980,195,VI,ITA,-,-
2002/2003,A2,Samia Schio Sport,5,ZAPPATERRA Andrea,Libero,1979,182,FE,ITA,-,-
2002/2003,A2,Samia Schio Sport,6,JANKOVIC Martin,Spiker,1974,198,SVK,SVK,-,-
2002/2003,A2,Samia Schio Sport,7,ROCCO Michele,Middleblocker,1968,198,RO,ITA,-,-
2002/2003,A2,Samia Schio Sport,8,DE PALMA Juan Manuel,Setter,1968,180,ARG,ITA,-,-
2002/2003,A2,Samia Schio Sport,9,BERNABÈ Andrea,Middleblocker,1969,193,RM,ITA,-,-
2002/2003,A2,Samia Schio Sport,10,SHITTU Steven,Spiker,1973,200,NGR,BEL,-,-
2002/2003,A2,Samia Schio Sport,11,MENEGUZZO Simone,Spiker,1983,204,VI,ITA,-,-
2002/2003,A2,Samia Schio Sport,12,PISCOPO Cosimo Marco,Middleblocker,1983,205,LE,ITA,-,-
2002/2003,A2,Samia Schio Sport,14,BRUNO Marcello,Spiker,1972,192,BA,ITA,from 04/12/2002,proveniente da Estense Carife Ferrara
2002/2003,A2,Samia Schio Sport,15,POPOV Igor,Spiker,1970,203,UKR,UKR,from 19/01/2003,-
2002/2003,A2,Samia Schio Sport,-,RIZZARDO Alessandro,ND,-,-,-,-,from 29/12/2002,-
2002/2003,A2,Samia Schio Sport,-,PATRIARCA Giuseppe,Spiker,1977,198,FR,ITA,until 03/12/2002,trasferito a Estense Carife Ferrara
2002/2003,A2,Telephonica Gioia del Colle,1,VIVA Giacomo,Libero,1975,196,BR,ITA,-,-
2002/2003,A2,Telephonica Gioia del Colle,2,CASULLI Cesare,Libero,1983,184,BA,ITA,from 22/12/2002,-
2002/2003,A2,Telephonica Gioia del Colle,3,LAVORATO Francesco,Middleblocker,1969,198,GR,ITA,-,-
2002/2003,A2,Telephonica Gioia del Colle,6,MATHEUS Josè,Spiker,1976,193,VEN,VEN,-,-
2002/2003,A2,Telephonica Gioia del Colle,8,MANCINI Marco,Spiker,1975,190,AQ,ITA,-,-
2002/2003,A2,Telephonica Gioia del Colle,9,NUTI Marco,Setter,1970,190,PI,ITA,-,-
2002/2003,A2,Telephonica Gioia del Colle,10,NILSSON Marcus,Spiker,1982,205,SWE,SWE,-,-
2002/2003,A2,Telephonica Gioia del Colle,11,BATEZ Vladimir,Spiker,1969,194,SRB,SRB,-,-
2002/2003,A2,Telephonica Gioia del Colle,12,BARBONE Giuseppe,Middleblocker,1974,200,BA,ITA,-,-
2002/2003,A2,Telephonica Gioia del Colle,13,TEDESCHI Lorenzo,Spiker,1968,196,AQ,ITA,-,-
2002/2003,A2,Telephonica Gioia del Colle,15,STANGONI Sandro,Middleblocker,1975,197,SS,ITA,-,-
2002/2003,A2,Telephonica Gioia del Colle,18,DE CARO Guido,Setter,1977,190,MI,ITA,-,-
2002/2003,A2,Telephonica Gioia del Colle,18,MARTIELLI Giacinto,ND,1983,-,-,ITA,from 03/11/2002,-
2002/2003,A2,Tonno Callipo Vibo Valentia,1,IURLARO Vito,Middleblocker,1972,198,BR,ITA,-,-
2002/2003,A2,Tonno Callipo Vibo Valentia,4,FALCONE Pierpaolo,Setter,1981,198,CS,ITA,-,-
2002/2003,A2,Tonno Callipo Vibo Valentia,8,FERRARO Antonio,Spiker,1973,197,CZ,ITA,-,-
2002/2003,A2,Tonno Callipo Vibo Valentia,9,TOMASELLO Giacomo,Middleblocker,1976,197,CT,ITA,-,-
2002/2003,A2,Tonno Callipo Vibo Valentia,10,SPINELLI Adriano,Spiker,1976,191,RM,ITA,-,-
2002/2003,A2,Tonno Callipo Vibo Valentia,11,DURANTE Gianluca,Spiker,1976,194,LE,ITA,-,-
2002/2003,A2,Tonno Callipo Vibo Valentia,12,MESSANA Dario,Libero,1979,188,CT,ITA,-,-
2002/2003,A2,Tonno Callipo Vibo Valentia,13,BELARDI Fabio,Middleblocker,1978,203,TS,ITA,-,-
2002/2003,A2,Tonno Callipo Vibo Valentia,14,DE FINA Giuseppe,Spiker,1977,190,VV,ITA,-,-
2002/2003,A2,Tonno Callipo Vibo Valentia,15,TCHEREDNIK Youri,Spiker,1966,203,RUS,RUS,-,-
2002/2003,A2,Tonno Callipo Vibo Valentia,16,KIRCHHEIN William,Spiker,1972,202,BRA,BRA,-,-
2002/2003,A2,Tonno Callipo Vibo Valentia,17,DELLA NINA Alexandre,Setter,1964,188,BRA,ITA,-,-
2002/2003,A2,Videx Royal Pat Grottazzolina,1,ROSSETTI Giacomo,Setter,1971,195,AN,ITA,-,-
2002/2003,A2,Videx Royal Pat Grottazzolina,2,SALVATORI Luca,Spiker,1979,192,FM,ITA,-,-
2002/2003,A2,Videx Royal Pat Grottazzolina,3,CICCARELLI Marco,Spiker,1979,183,AP,ITA,-,-
2002/2003,A2,Videx Royal Pat Grottazzolina,4,ROGANTI Riccardo,Libero,1982,174,MC,ITA,-,-
2002/2003,A2,Videx Royal Pat Grottazzolina,5,BALDASSARRI Francesco,Spiker,1981,186,FM,ITA,-,-
2002/2003,A2,Videx Royal Pat Grottazzolina,5,BARMPOUDIS Konstantinos,Spiker,1978,200,GRE,GRE,from 30/03/2003,-
2002/2003,A2,Videx Royal Pat Grottazzolina,6,MICHETTI Claudio,Setter,1977,188,LI,ITA,-,-
2002/2003,A2,Videx Royal Pat Grottazzolina,7,GASPARI Massimo,Middleblocker,1980,198,AP,ITA,-,-
2002/2003,A2,Videx Royal Pat Grottazzolina,8,DE CECCO Matteo,Spiker,1969,194,UD,ITA,-,-
2002/2003,A2,Videx Royal Pat Grottazzolina,9,MORETTI Federico,Spiker,1983,204,FM,ITA,-,-
2002/2003,A2,Videx Royal Pat Grottazzolina,10,BATTE Alexis,Spiker,1971,196,CUB,ITA,-,-
2002/2003,A2,Videx Royal Pat Grottazzolina,11,BARBOTTI Daniele,Middleblocker,1975,192,FM,ITA,-,-
2002/2003,A2,Videx Royal Pat Grottazzolina,14,BARTOLETTI Andrea,Spiker,1978,203,AN,ITA,from 07/11/2002,proveniente da Bossini Gabeca Montichiari
2002/2003,A2,Videx Royal Pat Grottazzolina,15,PECORARI Massimo,Middleblocker,1974,198,GO,ITA,-,-
2002/2003,A2,Videx Royal Pat Grottazzolina,16,MOSCA Roberto,Spiker,1972,193,FE,ITA,-,-
2002/2003,A2,Videx Royal Pat Grottazzolina,17,MINNONI Mattia,Spiker,1981,191,FM,ITA,-,-
