Season,Division,Team,No,Player,Role,Born,Height,Born Place,Nat. Sport.,Note1,Note2
2002/2003,A1,Bossini Gabeca Montichiari,7,RAMBELLI Lorenzo,Setter,1975,190,RA,ITA,-,-
2002/2003,A1,Bossini Gabeca Montichiari,8,VICINI Marco,Libero,1974,193,AN,ITA,-,-
2002/2003,A1,Bossini Gabeca Montichiari,9,BARBARESCHI Giorgio,Spiker,1978,193,GE,ITA,-,-
2002/2003,A1,Bossini Gabeca Montichiari,11,PERAZZOLO Lorenzo,Spiker,1984,198,MN,ITA,-,-
2002/2003,A1,Bossini Gabeca Montichiari,11,HERNANDEZ Osvaldo,Spiker,1970,198,CUB,CUB,until 09/11/2002,-
2002/2003,A1,Bossini Gabeca Montichiari,12,POLTAVSKY Semen,Spiker,1981,202,RUS,RUS,-,-
2002/2003,A1,Bossini Gabeca Montichiari,13,DI FRANCO Massimiliano,Middleblocker,1978,203,CL,ITA,-,-
2002/2003,A1,Bossini Gabeca Montichiari,14,KLIMKIN Alexander,Spiker,1972,-,RUS,RUS,from 19/01/2003,-
2002/2003,A1,Bossini Gabeca Montichiari,14,BELTRAN Angel,Middleblocker,1973,202,CUB,CUB,until 11/01/2003,trasferito a Reima Crema Samgas
2002/2003,A1,Canadiens Verona,1,PES Giuseppe,Spiker,1975,191,VR,ITA,from 15/12/2002,-
2002/2003,A1,Canadiens Verona,1,SEMENZATO Andrea,Middleblocker,1981,208,VE,ITA,-,-
2002/2003,A1,Canadiens Verona,2,FENILI Riccardo,Libero,1975,192,LU,ITA,-,-
2002/2003,A1,Canadiens Verona,3,RIGATELLI Alessandro,Spiker,1967,191,VR,ITA,-,-
2002/2003,A1,Canadiens Verona,4,LASKO Michal,Spiker,1981,202,POL,ITA,-,-
2002/2003,A1,Canadiens Verona,5,JERONCIC Gregor,Middleblocker,1974,200,SLO,SLO,-,-
2002/2003,A1,Canadiens Verona,6,KID-GILMAR Nascimento Texeira,Spiker,1970,193,BRA,BRA,-,-
2002/2003,A1,Canadiens Verona,7,MATTIOLI Francesco,Spiker,1975,194,FI,ITA,-,-
2002/2003,A1,Canadiens Verona,7,SAMICA Guillaume,Spiker,1981,197,FRA,FRA,-,-
2002/2003,A1,Canadiens Verona,10,AIELLO Andrea,Spiker,1970,192,PR,ITA,-,-
2002/2003,A1,Canadiens Verona,11,BROGIONI Andrea,Setter,1968,195,FI,ITA,-,-
2002/2003,A1,Canadiens Verona,12,GATO Ramon Moya,Spiker,1973,192,CUB,CUB,-,-
2002/2003,A1,Canadiens Verona,12,TOTOLO Alessandro,ND,1968,-,VR,-,from 02/03/2003,-
2002/2003,A1,Canadiens Verona,14,HOWARD Daniel Allan,Middleblocker,1976,209,AUS,AUS,-,-
2002/2003,A1,Canadiens Verona,16,PAOLUCCI Adriano,Setter,1979,190,RM,ITA,until 10/12/2002,trasferito a Reima Crema Samgas
2002/2003,A1,Copra Ventaglio Piacenza,1,LATELLI Maurizio,Libero,1974,190,CZ,ITA,-,-
2002/2003,A1,Copra Ventaglio Piacenza,3,LAMBERT Michael Allen,Spiker,1974,198,USA,USA,-,-
2002/2003,A1,Copra Ventaglio Piacenza,5,DE GIORGI Michele,Setter,1968,182,LE,ITA,-,-
2002/2003,A1,Copra Ventaglio Piacenza,6,SAMMELVUO Tuomas,Spiker,1976,193,FIN,FIN,-,-
2002/2003,A1,Copra Ventaglio Piacenza,7,MESTER Dula,Middleblocker,1972,203,SRB,SRB,-,-
2002/2003,A1,Copra Ventaglio Piacenza,7,IVANOV Evgueni,Middleblocker,1974,209,BUL,BUL,-,-
2002/2003,A1,Copra Ventaglio Piacenza,8,BOTTI Massimo,Middleblocker,1973,196,PC,ITA,-,-
2002/2003,A1,Copra Ventaglio Piacenza,10,GAVOTTO Mauro,Spiker,1979,202,CN,ITA,-,-
2002/2003,A1,Copra Ventaglio Piacenza,11,MONOPOLI Natale,Setter,1975,183,VE,ITA,-,-
2002/2003,A1,Copra Ventaglio Piacenza,12,GALLI Fabio,Spiker,1969,190,CR,ITA,-,-
2002/2003,A1,Copra Ventaglio Piacenza,13,SANTIÀ Ivano,Spiker,1976,197,BI,ITA,-,-
2002/2003,A1,Copra Ventaglio Piacenza,15,MILONE Antonino,Middleblocker,1975,200,NA,ITA,-,-
2002/2003,A1,Copra Ventaglio Piacenza,17,DE LA FUENTE Enrique,Spiker,1975,194,ESP,ESP,-,-
2002/2003,A1,Edilbasso & Partner Padova,1,GARGHELLA Andrea,Spiker,1982,192,PD,ITA,-,-
2002/2003,A1,Edilbasso & Partner Padova,2,MEGGIOLARO Erardo,Setter,1977,192,PD,ITA,-,-
2002/2003,A1,Edilbasso & Partner Padova,3,CAVALLINI Lorenzo,Middleblocker,1970,198,RE,ITA,-,-
2002/2003,A1,Edilbasso & Partner Padova,4,TOMALINO Massimo,Middleblocker,1976,205,GE,ITA,-,-
2002/2003,A1,Edilbasso & Partner Padova,5,ZAGUMNY Pavel,Setter,1977,200,POL,POL,-,-
2002/2003,A1,Edilbasso & Partner Padova,6,SCHUIL Richard,Spiker,1973,202,NED,NED,-,-
2002/2003,A1,Edilbasso & Partner Padova,7,NUZZO Gianluca,Spiker,1975,193,LE,ITA,-,-
2002/2003,A1,Edilbasso & Partner Padova,8,VIANELLO Maurizio,Libero,1972,193,PD,ITA,-,-
2002/2003,A1,Edilbasso & Partner Padova,9,MARQUET Luc,Spiker,1970,193,FRA,FRA,-,-
2002/2003,A1,Edilbasso & Partner Padova,10,TOVO Davide,Middleblocker,1972,202,RO,ITA,-,-
2002/2003,A1,Edilbasso & Partner Padova,11,MOGENTALE Roberto,Spiker,1979,192,VI,ITA,-,-
2002/2003,A1,Edilbasso & Partner Padova,12,MORSUT Leonardo,Spiker,1980,196,PD,ITA,-,-
2002/2003,A1,Edilbasso & Partner Padova,15,GALLOTTA Cosimo,Spiker,1977,195,SA,ITA,from 12/01/2003,proveniente da Noicom Brebanca Cuneo
2002/2003,A1,Estense Carife Ferrara,1,PATRIARCA Giuseppe,Spiker,1977,198,FR,ITA,from 04/12/2002,proveniente da Samia Schio Sport
2002/2003,A1,Estense Carife Ferrara,2,GRAPPA Giovanni,Libero,1981,188,FE,ITA,from 08/04/2003,-
2002/2003,A1,Estense Carife Ferrara,3,RICCI PETITONI Mauro,Spiker,1985,188,BO,ITA,from 07/11/2002,-
2002/2003,A1,Estense Carife Ferrara,4,DE TOGNI Giorgio,Middleblocker,1985,202,FE,ITA,from 09/11/2002,-
2002/2003,A1,Estense Carife Ferrara,4,FERRIOLI Paolo,Setter,1967,183,FE,ITA,-,-
2002/2003,A1,Estense Carife Ferrara,5,SBORGIA Emanuele,Middleblocker,1981,198,PE,ITA,-,-
2002/2003,A1,Estense Carife Ferrara,6,VERES Peter,Spiker,1979,200,HUN,HUN,-,-
2002/2003,A1,Estense Carife Ferrara,7,GODOY FILHO Gilberto Amauri Giba,Spiker,1976,194,BRA,BRA,-,-
2002/2003,A1,Estense Carife Ferrara,7,BRUNO Marcello,Spiker,1972,192,BA,ITA,until 02/12/2002,trasferito a Samia Schio Sport
2002/2003,A1,Estense Carife Ferrara,8,CASTELLANO Maurizio,Spiker,1971,193,NA,ITA,-,-
2002/2003,A1,Estense Carife Ferrara,9,BONINFANTE Dante,Setter,1977,188,SA,ITA,-,-
2002/2003,A1,Estense Carife Ferrara,11,MARTINELLI Marco,Middleblocker,1965,200,TN,ITA,-,-
2002/2003,A1,Estense Carife Ferrara,13,ENDRES Gustavo,Middleblocker,1975,203,BRA,BRA,-,-
2002/2003,A1,Estense Carife Ferrara,14,CHECCHIN Roberto,Libero,1972,175,VE,ITA,-,-
2002/2003,A1,Estense Carife Ferrara,15,VAN BEEST Hidde,Spiker,1979,207,NED,AUS,-,-
2002/2003,A1,Icom Latina,1,HERPE Renaud,Spiker,1975,197,FRA,FRA,-,-
2002/2003,A1,Icom Latina,3,DAQUIN Dominique,Middleblocker,1972,197,FRA,FRA,-,-
2002/2003,A1,Icom Latina,4,VUJEVIC Goran,Spiker,1973,192,MNE,SRB,-,-
2002/2003,A1,Icom Latina,5,TRIMARCHI Alessandro,Libero,1972,184,CT,ITA,-,-
2002/2003,A1,Icom Latina,6,GERIC Andrija,Middleblocker,1977,203,SRB,SRB,-,-
2002/2003,A1,Icom Latina,8,MOLTENI Marco,Spiker,1976,196,BS,ITA,-,-
2002/2003,A1,Icom Latina,9,ARMETI Angelo,Spiker,1978,190,BG,ITA,from 12/01/2003,-
2002/2003,A1,Icom Latina,10,SPANAKIS Alessandro,Setter,1978,192,RM,ITA,-,-
2002/2003,A1,Icom Latina,11,TORRE Paolo,Setter,1976,201,LU,ITA,-,-
2002/2003,A1,Icom Latina,12,BIRIBANTI Francesco,Spiker,1976,198,TR,ITA,-,-
2002/2003,A1,Icom Latina,13,CIPOLLARI Paolo,Middleblocker,1974,200,RM,ITA,-,-
2002/2003,A1,Icom Latina,15,GRAZIETTI Alexander,Middleblocker,1972,208,BUL,ITA,-,-
2002/2003,A1,Icom Latina,17,DI MANNO Enzo,Spiker,1982,198,USA,ITA,-,-
2002/2003,A1,Itas Grundig Trentino,3,SALA Andrea,Middleblocker,1978,202,VA,ITA,-,-
2002/2003,A1,Itas Grundig Trentino,4,MICHIELETTO Riccardo,Spiker,1968,196,TV,ITA,-,-
2002/2003,A1,Itas Grundig Trentino,5,TOFOLI Paolo,Setter,1966,188,FM,ITA,-,-
2002/2003,A1,Itas Grundig Trentino,6,FORTUNATO Francesco,Middleblocker,1977,201,VI,ITA,-,-
2002/2003,A1,Itas Grundig Trentino,8,SARTORETTI Andrea,Spiker,1971,194,PG,ITA,-,-
2002/2003,A1,Itas Grundig Trentino,9,BERNARDI Lorenzo,Spiker,1968,199,TN,ITA,-,-
2002/2003,A1,Itas Grundig Trentino,10,CHOULEPOV Igor,Spiker,1972,203,RUS,RUS,-,-
2002/2003,A1,Itas Grundig Trentino,11,SORCINELLI Giuseppe,Libero,1971,195,PU,ITA,-,-
2002/2003,A1,Itas Grundig Trentino,12,RABEZZANA Edoardo,Setter,1975,192,AT,ITA,-,-
2002/2003,A1,Itas Grundig Trentino,13,VUSUROVIC Igor,Middleblocker,1974,200,SRB,SRB,from 10/02/2003,-
2002/2003,A1,Itas Grundig Trentino,14,SANGUANINI Davide,Spiker,1963,190,MN,ITA,-,-
2002/2003,A1,Itas Grundig Trentino,15,MESZAROS Domotor,Spiker,1976,199,HUN,HUN,-,-
2002/2003,A1,Itas Grundig Trentino,18,BALDASSERONI Simone,Spiker,1977,196,RM,ITA,-,-
2002/2003,A1,Kerakoll Modena,1,GARDINI Andrea,Middleblocker,1965,202,RA,ITA,-,-
2002/2003,A1,Kerakoll Modena,3,DARRAIDOU Santiago,Spiker,1980,190,ARG,ARG,from 01/12/2002,-
2002/2003,A1,Kerakoll Modena,6,CERNIC Matej,Spiker,1978,194,GO,ITA,-,-
2002/2003,A1,Kerakoll Modena,7,FALASCA Miguel Angel,Setter,1973,190,ARG,ESP,-,-
2002/2003,A1,Kerakoll Modena,8,BALL Lloy,Setter,1972,203,USA,USA,-,-
2002/2003,A1,Kerakoll Modena,9,BARBOLINI Davide,Spiker,1979,193,MO,ITA,-,-
2002/2003,A1,Kerakoll Modena,10,CANTAGALLI Luca,Spiker,1965,199,RE,ITA,-,-
2002/2003,A1,Kerakoll Modena,11,FROSINI Andrea,Spiker,1976,198,FI,ITA,-,-
2002/2003,A1,Kerakoll Modena,12,PIPPI Damiano,Libero,1971,194,PG,ITA,-,-
2002/2003,A1,Kerakoll Modena,13,GIANI Andrea,Middleblocker,1970,196,NA,ITA,-,-
2002/2003,A1,Kerakoll Modena,15,IAKOVLEV Roman,Spiker,1976,201,RUS,RUS,-,-
2002/2003,A1,Kerakoll Modena,16,BOVOLENTA Vigor,Middleblocker,1974,202,RO,ITA,-,-
2002/2003,A1,Kerakoll Modena,18,AMARAL Dante,Spiker,1980,190,BRA,BRA,-,-
2002/2003,A1,Lube Banca Marche Macerata,1,RAVELLINO Manuele,Middleblocker,1974,201,NA,ITA,-,-
2002/2003,A1,Lube Banca Marche Macerata,2,SKORIC Edin,Spiker,1975,-,-,-,-,-
2002/2003,A1,Lube Banca Marche Macerata,3,GRAVINA Pasquale,Middleblocker,1970,202,CB,ITA,-,-
2002/2003,A1,Lube Banca Marche Macerata,4,IURISCI Gervasio,Spiker,1972,190,CH,ITA,-,-
2002/2003,A1,Lube Banca Marche Macerata,5,MEONI Marco,Setter,1973,196,PD,ITA,-,-
2002/2003,A1,Lube Banca Marche Macerata,7,WIJSMANS Wout,Spiker,1977,200,BEL,BEL,-,-
2002/2003,A1,Lube Banca Marche Macerata,8,BRACCI Marco,Spiker,1966,197,FI,ITA,-,-
2002/2003,A1,Lube Banca Marche Macerata,9,BELLINI Davide,Setter,1969,197,MO,ITA,-,-
2002/2003,A1,Lube Banca Marche Macerata,9,GEMMI Lorenzo,Spiker,1985,199,MC,ITA,-,-
2002/2003,A1,Lube Banca Marche Macerata,10,MASTRANGELO Luigi,Middleblocker,1975,202,TA,ITA,-,-
2002/2003,A1,Lube Banca Marche Macerata,11,MUZIO Fabio,Middleblocker,1980,198,NA,ITA,-,-
2002/2003,A1,Lube Banca Marche Macerata,12,NALBERT Betancourt,Spiker,1974,195,BRA,BRA,-,-
2002/2003,A1,Lube Banca Marche Macerata,13,CORSANO Mirko,Libero,1973,191,LE,ITA,-,-
2002/2003,A1,Lube Banca Marche Macerata,14,MILJKOVIC Ivan,Spiker,1979,206,SRB,SRB,-,-
2002/2003,A1,Lube Banca Marche Macerata,15,TOBALDI Riccardo,Spiker,1984,-,MC,ITA,from 06/11/2002,-
2002/2003,A1,Noicom Brebanca Cuneo,1,SPESCHA Simone,Spiker,1979,200,RM,ITA,-,-
2002/2003,A1,Noicom Brebanca Cuneo,2,ROSSO Mattia,Spiker,1985,195,CN,ITA,-,-
2002/2003,A1,Noicom Brebanca Cuneo,2,GHIBAUDO Marco,Middleblocker,1984,202,CN,ITA,from 05/01/2003,-
2002/2003,A1,Noicom Brebanca Cuneo,3,GRANVORKA Frantz,Spiker,1976,195,FRA,FRA,-,-
2002/2003,A1,Noicom Brebanca Cuneo,4,SOTTILE Daniele,Setter,1979,190,ME,ITA,-,-
2002/2003,A1,Noicom Brebanca Cuneo,5,OMRCEN Igor,Middleblocker,1980,208,CRO,CRO,-,-
2002/2003,A1,Noicom Brebanca Cuneo,6,GAVIO Giovane,Spiker,1970,196,BRA,BRA,from 12/01/2003,-
2002/2003,A1,Noicom Brebanca Cuneo,7,CARDONA Maikel Cristobal,Middleblocker,1976,202,CUB,ITA,-,-
2002/2003,A1,Noicom Brebanca Cuneo,9,RINALDI Pietro,Libero,1972,197,RM,ITA,-,-
2002/2003,A1,Noicom Brebanca Cuneo,10,MATTERA Giordano,Setter,1983,198,RM,ITA,-,-
2002/2003,A1,Noicom Brebanca Cuneo,10,COSCIONE Daniel,Spiker,1984,-,CN,-,from 21/03/2003,-
2002/2003,A1,Noicom Brebanca Cuneo,11,SIMEONOV Ventceslav,Spiker,1977,200,BUL,ITA,-,-
2002/2003,A1,Noicom Brebanca Cuneo,12,CASOLI Cristian,Spiker,1975,194,VA,ITA,-,-
2002/2003,A1,Noicom Brebanca Cuneo,13,RUSSO Massimiliano,Middleblocker,1976,196,TO,ITA,-,-
2002/2003,A1,Noicom Brebanca Cuneo,15,GALLOTTA Cosimo,Spiker,1977,195,SA,ITA,until 11/01/2003,trasferito a Edilbasso & Partner Padova
2002/2003,A1,Pet Company Perugia,1,PASCUAL Rafael,Spiker,1970,195,ESP,ESP,-,-
2002/2003,A1,Pet Company Perugia,2,KUNDA Gabriel,Spiker,1968,197,ARG,ITA,-,-
2002/2003,A1,Pet Company Perugia,3,DANI Marco,Middleblocker,1975,205,FI,ITA,-,-
2002/2003,A1,Pet Company Perugia,4,LEBL Martin,Middleblocker,1980,201,CZE,CZE,-,-
2002/2003,A1,Pet Company Perugia,5,GORTZEN Guido,Spiker,1970,198,NED,NED,-,-
2002/2003,A1,Pet Company Perugia,6,BARI Andrea,Libero,1980,185,AN,ITA,-,-
2002/2003,A1,Pet Company Perugia,8,VANNI Alessio,Spiker,1973,192,AR,ITA,-,-
2002/2003,A1,Pet Company Perugia,9,TABA Marco,Spiker,1975,195,PG,ITA,-,-
2002/2003,A1,Pet Company Perugia,10,SINTINI Giacomo,Setter,1979,196,RA,ITA,-,-
2002/2003,A1,Pet Company Perugia,11,FABRONI Marco,Setter,1981,190,VA,ITA,-,-
2002/2003,A1,Pet Company Perugia,12,CUMINETTI Juan Carlos,Spiker,1967,202,ARG,ITA,-,-
2002/2003,A1,Pet Company Perugia,15,GIRETTO Giacomo,Middleblocker,1973,205,IM,ITA,-,-
2002/2003,A1,Sira Cucine Ancona,2,BROCANELLI Angelo,Setter,1967,184,AN,ITA,-,-
2002/2003,A1,Sira Cucine Ancona,3,STELMACH Krzystof,Spiker,1967,198,POL,POL,-,-
2002/2003,A1,Sira Cucine Ancona,4,VALENTE Marco,Spiker,1986,-,AN,-,from 12/01/2003,-
2002/2003,A1,Sira Cucine Ancona,4,DELLA LUNGA Dore,Spiker,1984,187,AN,ITA,-,-
2002/2003,A1,Sira Cucine Ancona,5,CORVETTA Antonio,Setter,1977,188,AN,ITA,-,-
2002/2003,A1,Sira Cucine Ancona,6,DE MARCO Massimo,Spiker,1982,195,RM,ITA,from 29/12/2002,-
2002/2003,A1,Sira Cucine Ancona,6,PAPARONI Alessandro,Spiker,1981,191,MC,ITA,-,-
2002/2003,A1,Sira Cucine Ancona,7,GATIN Oleksij,Spiker,1974,200,UKR,UKR,-,-
2002/2003,A1,Sira Cucine Ancona,8,VIGILANTE Cristian,Spiker,1983,193,AN,ITA,-,-
2002/2003,A1,Sira Cucine Ancona,9,CARBONETTI Jonathan,Middleblocker,1969,198,AN,ITA,-,-
2002/2003,A1,Sira Cucine Ancona,11,GIOMBINI Leondino,Spiker,1975,205,AN,ITA,-,-
2002/2003,A1,Sira Cucine Ancona,12,SPADA Pietro,Middleblocker,1971,203,TA,ITA,-,-
2002/2003,A1,Sira Cucine Ancona,13,BIRARELLI Emanuele,Middleblocker,1981,200,AN,ITA,-,-
2002/2003,A1,Sira Cucine Ancona,14,HEIKKINEN Janne,Middleblocker,1976,204,FIN,FIN,-,-
2002/2003,A1,Sira Cucine Ancona,15,MASCAGNA Gianni,Libero,1967,192,VT,ITA,-,-
2002/2003,A1,Sira Cucine Ancona,18,GIULIANI Andrea,Setter,1984,188,AN,ITA,from 15/12/2002,-
2002/2003,A1,Sisley Treviso,1,DINEIKIN Stanislav,Spiker,1973,216,RUS,RUS,-,-
2002/2003,A1,Sisley Treviso,2,VISENTIN Marco,Setter,1982,196,TV,ITA,-,-
2002/2003,A1,Sisley Treviso,3,FEI Alessandro,Middleblocker,1978,204,VA,ITA,-,-
2002/2003,A1,Sisley Treviso,4,DESIDERIO Daniele,Spiker,1979,198,CT,ITA,-,-
2002/2003,A1,Sisley Treviso,5,VERMIGLIO Valerio,Setter,1976,189,ME,ITA,-,-
2002/2003,A1,Sisley Treviso,6,PAPI Samuele,Spiker,1973,191,AN,ITA,-,-
2002/2003,A1,Sisley Treviso,7,FARINA Alessandro,Libero,1976,182,PR,ITA,-,-
2002/2003,A1,Sisley Treviso,10,NEMEC Richard,Middleblocker,1972,202,SVK,SVK,-,-
2002/2003,A1,Sisley Treviso,11,STREHLAU Christian,Middleblocker,1971,198,FRA,FRA,from 12/01/2003,-
2002/2003,A1,Sisley Treviso,12,KATO Yoichi,Spiker,1976,190,JPN,JPN,-,-
2002/2003,A1,Sisley Treviso,13,TENCATI Luca,Middleblocker,1979,200,CR,ITA,-,-
2002/2003,A1,Sisley Treviso,14,DECIO Massimiliano,Spiker,1971,194,VA,ITA,-,-
2002/2003,A1,Sisley Treviso,15,CISOLLA Alberto,Spiker,1977,197,TV,ITA,-,-
2002/2003,A2,A.S. Pallavolo Agnone,1,BALDACCINI Paolo Emilio,Middleblocker,1977,202,LU,ITA,-,-
2002/2003,A2,A.S. Pallavolo Agnone,2,POSTIGLIONI Daniele,Middleblocker,1980,202,RM,ITA,until 09/12/2002,-
2002/2003,A2,A.S. Pallavolo Agnone,3,COSTANTINI Antonio,Middleblocker,1972,194,CH,ITA,-,-
2002/2003,A2,A.S. Pallavolo Agnone,4,MARI Stefano,Spiker,1975,192,MO,ITA,-,-
2002/2003,A2,A.S. Pallavolo Agnone,5,DE SALVE Marco,Spiker,1977,194,LE,ITA,from 29/12/2002,-
2002/2003,A2,A.S. Pallavolo Agnone,5,GALANTE Michele,ND,-,-,-,-,from 15/12/2002,-
2002/2003,A2,A.S. Pallavolo Agnone,6,UGOLINI Gianluca,Libero,1976,178,AN,ITA,until 07/12/2002,trasferito a Casanova - D.V.S. Asti
2002/2003,A2,A.S. Pallavolo Agnone,7,CARAFA Aldo,Libero,1972,186,LE,ITA,from 12/01/2003,-
2002/2003,A2,A.S. Pallavolo Agnone,8,PATRIARCA Stefano,Spiker,1987,-,IS,-,from 16/03/2003,-
2002/2003,A2,A.S. Pallavolo Agnone,8,ROMANO Alejandro,Spiker,1974,194,ARG,ARG,-,-
2002/2003,A2,A.S. Pallavolo Agnone,9,DRAGHICI Marius Daniel,Spiker,1976,205,ROM,ROM,-,-
2002/2003,A2,A.S. Pallavolo Agnone,10,SELVAGGI Giuseppe,Setter,1964,188,PE,ITA,-,-
2002/2003,A2,A.S. Pallavolo Agnone,11,D'ANGELO Roberto,Spiker,1978,196,CE,ITA,-,-
2002/2003,A2,A.S. Pallavolo Agnone,12,MATTEUCCI Diego,Setter,1974,194,AN,ITA,-,-
2002/2003,A2,A.S. Pallavolo Agnone,13,KOVAC Slobodan,Spiker,1967,196,SRB,SRB,from 22/12/2002,-
2002/2003,A2,A.S. Pallavolo Agnone,14,GIOSA Alessandro,Middleblocker,1977,198,TA,ITA,-,-
2002/2003,A2,A.S. Pallavolo Agnone,15,KARABEC Petr,Spiker,1970,207,CZE,CZE,-,-
2002/2003,A2,Alimenti Sardi Cagliari,1,ZAMPETTI Enrico,Spiker,1980,195,AR,ITA,-,-
2002/2003,A2,Alimenti Sardi Cagliari,2,MASINI Andrea,Setter,1971,184,AR,ITA,-,-
2002/2003,A2,Alimenti Sardi Cagliari,3,MASCIA Alessandro,Spiker,1975,196,CI,ITA,-,-
2002/2003,A2,Alimenti Sardi Cagliari,5,PAGOTTO Matteo,Libero,1981,185,TV,ITA,-,-
2002/2003,A2,Alimenti Sardi Cagliari,6,CABRAS Nicola,Spiker,1972,195,CI,ITA,-,-
2002/2003,A2,Alimenti Sardi Cagliari,7,FRANCESCONI Luca,Setter,1983,194,CA,ITA,-,-
2002/2003,A2,Alimenti Sardi Cagliari,8,CRISTIANO Gabriele,Middleblocker,1981,204,RM,ITA,-,-
2002/2003,A2,Alimenti Sardi Cagliari,9,PARMA Marco,Middleblocker,1981,192,MI,ITA,-,-
2002/2003,A2,Alimenti Sardi Cagliari,11,SCILÌ Giacomo,Middleblocker,1976,199,CA,ITA,-,-
2002/2003,A2,Alimenti Sardi Cagliari,12,SOTO Hector,Spiker,1978,198,USA,PUR,-,-
2002/2003,A2,Alimenti Sardi Cagliari,14,BERNARDI Renato,Middleblocker,1983,200,CA,ITA,-,-
2002/2003,A2,Alimenti Sardi Cagliari,15,TIDDIA Marco,Setter,1977,182,CA,ITA,-,-
2002/2003,A2,Alimenti Sardi Cagliari,18,ORO Lucio Antonio,Spiker,1977,200,BRA,BRA,-,-
2002/2003,A2,Casanova - D.V.S. Asti,1,FABBRI Marco,Libero,1983,190,FC,ITA,-,-
2002/2003,A2,Casanova - D.V.S. Asti,2,LOMBARDI Michele,Setter,1981,192,AT,ITA,-,-
2002/2003,A2,Casanova - D.V.S. Asti,3,KEIR Steven Robert,Spiker,1979,198,AUS,AUS,-,-
2002/2003,A2,Casanova - D.V.S. Asti,4,CARLETTI Claudio,Setter,1982,185,AN,ITA,-,-
2002/2003,A2,Casanova - D.V.S. Asti,4,ZOBO LEBAY Gabriel,Spiker,1979,193,CGO,FRA,from 12/01/2003,-
2002/2003,A2,Casanova - D.V.S. Asti,6,UGOLINI Gianluca,Libero,1976,178,AN,ITA,from 08/12/2002,proveniente da A.S. Pallavolo Agnone
2002/2003,A2,Casanova - D.V.S. Asti,6,BRONDOLIN Roberto,Spiker,1980,193,AT,ITA,-,-
2002/2003,A2,Casanova - D.V.S. Asti,6,BUSATO Alessio,Spiker,1976,195,BS,ITA,from 01/12/2002,-
2002/2003,A2,Casanova - D.V.S. Asti,7,CECCONI Emanuele,Middleblocker,1975,200,PG,ITA,-,-
2002/2003,A2,Casanova - D.V.S. Asti,8,MARTINO Pierpaolo,Setter,1956,195,AL,ITA,from 12/01/2003,-
2002/2003,A2,Casanova - D.V.S. Asti,9,VAIRA Alessandro,Middleblocker,1980,195,TO,ITA,-,-
2002/2003,A2,Casanova - D.V.S. Asti,10,ANGELOV Svetoslav,Spiker,1983,193,BUL,ITA,-,-
2002/2003,A2,Casanova - D.V.S. Asti,12,SPAIRANI Riccardo,Middleblocker,1978,197,MI,ITA,-,-
2002/2003,A2,Casanova - D.V.S. Asti,13,HUPKA Robert,Spiker,1981,202,SVK,SVK,-,-
2002/2003,A2,Casanova - D.V.S. Asti,14,MORANDO Gianluca,Spiker,1984,187,AT,ITA,-,-
2002/2003,A2,Casanova - D.V.S. Asti,15,LORENZONI Alessandro,Spiker,1969,195,GE,ITA,-,-
2002/2003,A2,Codyeco Lupi S. Croce,1,AMORE Eugenio,Spiker,1972,194,BO,ITA,-,-
2002/2003,A2,Codyeco Lupi S. Croce,6,GULMINELLI Emanuele,Libero,1973,187,RA,ITA,-,-
