Season,Division,Team,No,Player,Role,Born,Height,Nat. Sport.,Note
2002/2003,A2,Pema Corplast Corridonia,1,GRUSHKO OLGA,Spiker,1976,182,KAZ,from 01/12/2002
2002/2003,A2,Pema Corplast Corridonia,1,DA COL VALENTINA,Spiker,1984,182,ITA,until 15/11/2002
2002/2003,A2,Pema Corplast Corridonia,2,CARBONI TANIA,Setter,1975,168,ITA,-
2002/2003,A2,Pema Corplast Corridonia,3,ORAZI LUDOVICA,Spiker,1987,191,ITA,-
2002/2003,A2,Pema Corplast Corridonia,4,WIEGERS SANDRA,Spiker,1974,186,NED,-
2002/2003,A2,Pema Corplast Corridonia,5,CELANI FEDERICA,Middleblocker,1975,175,ITA,-
2002/2003,A2,Pema Corplast Corridonia,6,ROSCIANI LUCIA,Setter,1985,175,ITA,-
2002/2003,A2,Pema Corplast Corridonia,7,ROSSI VALENTINA,Middleblocker,1979,186,ITA,-
2002/2003,A2,Pema Corplast Corridonia,8,SIMONETTI ELISA,Setter,1977,177,ITA,-
2002/2003,A2,Pema Corplast Corridonia,10,SACCO BEATRICE,Libero,1983,174,ITA,-
2002/2003,A2,Pema Corplast Corridonia,11,LIPICER SAMEC TINA,Spiker,1979,183,SLO,-
2002/2003,A2,Pema Corplast Corridonia,12,FIORENTINI STEFANIA,Spiker,1980,180,ITA,-
2002/2003,A2,Pema Corplast Corridonia,13,IPPOLITO FRANCESCA,Middleblocker,1982,184,ITA,-
2002/2003,A2,Pema Corplast Corridonia,14,CASOLI ALESSANDRA,Spiker,1978,188,ITA,from 10/11/2002
2002/2003,A2,Pema Corplast Corridonia,15,CIUCCI SILVIA,Spiker,-,-,ITA,from 09/03/2003
2002/2003,A2,Pre . Camp Collecchio,1,CASOLI ALESSANDRA,Spiker,1978,188,ITA,until 09/11/2002
2002/2003,A2,Pre . Camp Collecchio,2,FOCHI ELISA,Setter,1971,180,ITA,-
2002/2003,A2,Pre . Camp Collecchio,3,AMOROSO BARBARA,Middleblocker,1981,185,ITA,-
2002/2003,A2,Pre . Camp Collecchio,4,PANTALEONI ILENIA,Spiker,1974,186,ITA,-
2002/2003,A2,Pre . Camp Collecchio,5,NEGRI GIULIA,Middleblocker,1987,182,ITA,-
2002/2003,A2,Pre . Camp Collecchio,6,BEHLING MICHELLE,Spiker,1973,-,BRA,from 24/11/2002
2002/2003,A2,Pre . Camp Collecchio,7,DAVOLI KATIA,Spiker,1986,186,ITA,-
2002/2003,A2,Pre . Camp Collecchio,8,DA ROSA FERNANDA,Spiker,1978,-,BRA,from 24/11/2002
2002/2003,A2,Pre . Camp Collecchio,9,FANFONI SABRINA,Spiker,1980,176,ITA,-
2002/2003,A2,Pre . Camp Collecchio,10,KIM MI NA,Setter,1984,176,ITA,-
2002/2003,A2,Pre . Camp Collecchio,11,FASOLI FRANCESCA,Middleblocker,1982,186,ITA,-
2002/2003,A2,Pre . Camp Collecchio,12,BERTULETTI SILVIA,Middleblocker,1982,185,ITA,-
2002/2003,A2,Pre . Camp Collecchio,13,SONCIN ALESSIA,Libero,1976,169,ITA,-
2002/2003,A2,Pre . Camp Collecchio,14,FABBRI MARGHERITA,Spiker,1978,184,ITA,-
2002/2003,A2,Pre . Camp Collecchio,15,FAELLI VERONICA,Spiker,1984,179,ITA,-
2002/2003,A2,Pre . Camp Collecchio,17,RONCONI PAOLA,Spiker,1979,180,ITA,-
2002/2003,A2,Sartori Mercedes Padova,2,BANO MARILISA,Spiker,1978,180,ITA,-
2002/2003,A2,Sartori Mercedes Padova,3,ARRIGHETTI VALENTINA,Middleblocker,1985,185,ITA,-
2002/2003,A2,Sartori Mercedes Padova,4,MOMOLI GIULIA,Spiker,1981,180,ITA,-
2002/2003,A2,Sartori Mercedes Padova,5,MARI FRANCESCA,Setter,1983,182,ITA,-
2002/2003,A2,Sartori Mercedes Padova,7,ELLI MARIA LUISA,Spiker,1985,185,ITA,-
2002/2003,A2,Sartori Mercedes Padova,8,MORENO PINO KENNY,Spiker,1979,185,COL,-
2002/2003,A2,Sartori Mercedes Padova,9,DI IULIO CHIARA,Spiker,1985,185,ITA,-
2002/2003,A2,Sartori Mercedes Padova,10,LODOLO GIULIA,Libero,1978,177,ITA,-
2002/2003,A2,Sartori Mercedes Padova,11,TROMBITAS LUMINITA,Setter,1971,181,ROM,-
2002/2003,A2,Sartori Mercedes Padova,13,RIZZO MILA,Middleblocker,1977,188,ITA,-
2002/2003,A2,Sartori Mercedes Padova,14,SERAFIN MARIKA,Spiker,1977,180,ITA,-
2002/2003,A2,Sartori Mercedes Padova,15,CROZZOLIN ALESSANDRA,Middleblocker,1977,186,ITA,-
2002/2003,A2,Siram Roma,1,BRUNI SARA,Spiker,1984,192,ITA,-
2002/2003,A2,Siram Roma,2,PALMERI MARA,Middleblocker,1979,186,ITA,-
2002/2003,A2,Siram Roma,3,ROCCA ENRICA,Setter,1984,174,ITA,-
2002/2003,A2,Siram Roma,3,CICOLA GAIA,Spiker,1977,180,ITA,-
2002/2003,A2,Siram Roma,6,BALLARDINI VIVIANA,Spiker,1976,176,ITA,-
2002/2003,A2,Siram Roma,7,MAGNANO FIORELLA,Setter,1974,176,ITA,-
2002/2003,A2,Siram Roma,9,CAMILLOZZI FRANCESCA,Libero,1978,177,ITA,-
2002/2003,A2,Siram Roma,10,DA COL VALENTINA,Spiker,1984,182,ITA,from 16/11/2002
2002/2003,A2,Siram Roma,10,LO RUSSO VALENTINA,Spiker,1975,172,ITA,from 05/10/2002 AL 20/12/2002
2002/2003,A2,Siram Roma,11,PINEDO GEORGINA SOLEDAD,Spiker,1981,176,ARG,until 01/04/2003
2002/2003,A2,Siram Roma,13,GINANNESCHI DANIELA,Spiker,1978,182,ITA,-
2002/2003,A2,Siram Roma,14,PLCHOTOVA IVANA,Middleblocker,1982,191,CZE,-
2002/2003,A2,Siram Roma,15,GUERRINI ANNALISA,Middleblocker,1979,183,ITA,-
2002/2003,A2,Terra Sarda Tortolì,1,DE LISO DANILA,Libero,1975,170,ITA,until 25/11/2002
2002/2003,A2,Terra Sarda Tortolì,3,MULAS MARIA ROSA,Setter,1982,168,ITA,-
2002/2003,A2,Terra Sarda Tortolì,4,SOKOLOVA VANIA,Middleblocker,1971,189,BUL,-
2002/2003,A2,Terra Sarda Tortolì,6,SALVINI SAMANTHA,Spiker,1978,182,ITA,-
2002/2003,A2,Terra Sarda Tortolì,7,BETTAS ENRICA,Setter,1979,175,ITA,-
2002/2003,A2,Terra Sarda Tortolì,7,ARIMATTEI SOFIA,Spiker,1981,186,ITA,until 12/11/2002
2002/2003,A2,Terra Sarda Tortolì,8,MATERAZZI GIORGIA,Spiker,1984,176,ITA,-
2002/2003,A2,Terra Sarda Tortolì,10,TORRI ALESSIA,Spiker,1975,180,ITA,-
2002/2003,A2,Terra Sarda Tortolì,12,CASUSCELLI STEFANIA,Middleblocker,1975,185,ITA,-
2002/2003,A2,Terra Sarda Tortolì,13,MENIN MARIKA,Middleblocker,1975,180,ITA,-
2002/2003,A2,Terra Sarda Tortolì,14,PARENZAN CRISTINA,Libero,1970,170,ITA,from 17/11/2002
2002/2003,A2,Terra Sarda Tortolì,15,DUKOVA HRISTINA,Middleblocker,1974,182,ITA,-
2002/2003,A2,Terra Sarda Tortolì,16,MARQUES LUCIANA REGINA,Spiker,1975,184,BRA,-
2002/2003,A2,Vitrifrigo Fiam Italia Pesaro,1,CANCELLIERI ELISA,Middleblocker,1984,182,ITA,-
2002/2003,A2,Vitrifrigo Fiam Italia Pesaro,2,QUARANTA ANNAMARIA,Spiker,1981,183,ITA,-
2002/2003,A2,Vitrifrigo Fiam Italia Pesaro,3,ROSSO VALERIA,Middleblocker,1981,184,ITA,-
2002/2003,A2,Vitrifrigo Fiam Italia Pesaro,6,MARCEKOVA ADRIANA,Middleblocker,1975,188,SVK,-
2002/2003,A2,Vitrifrigo Fiam Italia Pesaro,8,SECOLO MANUELA,Spiker,1977,181,ITA,-
2002/2003,A2,Vitrifrigo Fiam Italia Pesaro,9,ZOZZI ELISA,Setter,1978,175,ITA,-
2002/2003,A2,Vitrifrigo Fiam Italia Pesaro,11,SIRACUSA VINCENZA,Middleblocker,1973,182,ITA,-
2002/2003,A2,Vitrifrigo Fiam Italia Pesaro,12,SWIDEREK ANNA,Setter,1981,186,ITA,-
2002/2003,A2,Vitrifrigo Fiam Italia Pesaro,13,MENGARDA GIORGETE CRISTINA,Spiker,1972,184,BRA,-
2002/2003,A2,Vitrifrigo Fiam Italia Pesaro,14,FURIASSI GIOVANNA,Libero,1985,166,ITA,-
2002/2003,A2,Vitrifrigo Fiam Italia Pesaro,15,DEL CORE ANTONELLA,Spiker,1980,182,ITA,-
