Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2021/2022,A1,Regular_Season,1st,1,-,3000,10/10/2021,20:30,1870,-,C,Prosecco Doc Imoco Volley Conegliano,Imoco Volley Conegliano,3,0,8,16,21,25,5,12,14,17,6,11,20,25,8,16,21,23,8,16,20,27,5,13,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,28,40,76,5,3,55,3,0.6,0.42,111,5,6,50,0.45,-,6
2021/2022,A1,Regular_Season,1st,1,-,3000,10/10/2021,20:30,1870,-,O,Megabox Ondulati Del Savio Vallefoglia,Megabox Vallefoglia,0,3,5,12,14,17,8,16,21,25,8,16,21,23,6,11,20,25,5,13,21,25,8,16,20,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,15,25,66,11,2,71,5,0.62,0.37,130,6,6,45,0.35,-,6
2021/2022,A1,Regular_Season,1st,1,-,3001,9/10/2021,20:30,1233,-,C,Unet E-Work Busto Arsizio,Busto Arsizio Uyba,3,1,7,9,12,15,8,16,21,25,7,14,21,25,8,16,20,21,8,16,21,25,4,14,19,21,8,16,19,25,4,9,21,23,-,-,-,-,-,-,-,-,60,27,23,89,12,5,73,6,0.6,0.32,144,11,8,50,0.35,-,5
2021/2022,A1,Regular_Season,1st,1,-,3001,9/10/2021,20:30,1233,-,O,Vero Volley Monza,Monza,1,3,8,16,21,25,7,9,12,15,8,16,20,21,7,14,21,25,4,14,19,21,8,16,21,25,4,9,21,23,8,16,19,25,-,-,-,-,-,-,-,-,66,30,26,91,18,3,77,6,0.62,0.44,137,11,5,55,0.4,-,8
2021/2022,A1,Regular_Season,1st,1,-,3002,10/10/2021,17:00,526,-,C,Reale Mutua Fenera Chieri,Fenera Chieri '76,3,1,8,16,21,25,5,10,14,15,5,10,20,22,8,16,21,25,7,16,21,25,8,10,14,19,4,11,21,25,8,16,19,22,-,-,-,-,-,-,-,-,81,34,45,96,9,7,72,6,0.67,0.42,147,12,9,61,0.41,-,13
2021/2022,A1,Regular_Season,1st,1,-,3002,10/10/2021,17:00,526,-,O,Bartoccini Fortinfissi Perugia,Bartoccini Gioiellerie Perugia,1,3,5,10,14,15,8,16,21,25,8,16,21,25,5,10,20,22,8,10,14,19,7,16,21,25,8,16,19,22,4,11,21,25,-,-,-,-,-,-,-,-,59,18,24,82,10,2,87,7,0.55,0.31,150,5,13,48,0.32,-,9
2021/2022,A1,Regular_Season,1st,1,-,3003,10/10/2021,17:00,700,-,C,Bosca S.Bernardo Cuneo,S.Bernardo Cuneo,0,3,8,15,19,20,7,16,21,25,4,15,20,21,8,16,21,25,5,14,19,24,8,16,21,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,14,11,67,12,4,66,6,0.5,0.42,105,12,7,37,0.35,-,7
2021/2022,A1,Regular_Season,1st,1,-,3003,10/10/2021,17:00,700,-,O,Bosca S.Bernardo Cuneo,S.Bernardo Cuneo,0,3,8,15,19,20,7,16,21,25,4,15,20,21,8,16,21,25,5,14,19,24,8,16,21,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,14,11,67,12,4,66,6,0.5,0.42,105,12,7,37,0.35,-,7
2021/2022,A1,Regular_Season,1st,1,-,3004,10/10/2021,17:00,1200,-,C,Igor Gorgonzola Novara,Agil Volley,3,0,8,16,21,25,6,11,16,22,8,13,21,25,7,16,20,22,8,16,21,25,6,15,18,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,30,31,74,6,3,56,4,0.63,0.43,114,9,11,49,0.43,-,9
2021/2022,A1,Regular_Season,1st,1,-,3004,10/10/2021,17:00,1200,-,O,Il Bisonte Firenze,Azzurra Volley San Casciano,0,3,6,11,16,22,8,16,21,25,7,16,20,22,8,13,21,25,6,15,18,19,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,16,13,64,8,2,68,11,0.4,0.25,105,5,9,33,0.31,-,11
2021/2022,A1,Regular_Season,1st,1,-,3005,10/10/2021,17:00,1225,-,C,Vbc Trasporti Pesanti Casalmaggiore,Casalmaggiore,3,0,8,15,21,25,3,16,20,22,8,14,21,25,7,16,18,23,6,11,21,27,8,16,20,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,25,39,75,2,4,64,2,0.53,0.33,127,5,15,53,0.42,-,6
2021/2022,A1,Regular_Season,1st,1,-,3005,10/10/2021,17:00,1225,-,O,Vbc Trasporti Pesanti Casalmaggiore,Casalmaggiore,3,0,8,15,21,25,3,16,20,22,8,14,21,25,7,16,18,23,6,11,21,27,8,16,20,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,25,39,75,2,4,64,2,0.53,0.33,127,5,15,53,0.42,-,6
2021/2022,A1,Regular_Season,1st,1,-,3006,10/10/2021,17:00,613,-,C,Volley Bergamo 1991,Volley Bergamo 1991,1,3,7,16,21,25,8,14,17,23,5,14,19,23,8,16,21,25,5,10,13,18,8,16,21,25,4,12,15,18,8,16,21,25,-,-,-,-,-,-,-,-,54,20,14,85,13,3,79,15,0.49,0.33,134,8,4,45,0.34,-,6
2021/2022,A1,Regular_Season,1st,1,-,3006,10/10/2021,17:00,613,-,O,Delta Despar Trentino,Delta Informatica Trentino,3,1,8,14,17,23,7,16,21,25,8,16,21,25,5,14,19,23,8,16,21,25,5,10,13,18,8,16,21,25,4,12,15,18,-,-,-,-,-,-,-,-,75,35,35,97,18,12,72,5,0.61,0.4,140,11,6,59,0.42,-,4
2021/2022,A1,Regular_Season,1st,2,-,3007,17/10/2021,17:00,1500,-,C,Igor Gorgonzola Novara,Agil Volley,3,0,8,16,21,25,6,8,12,18,7,16,21,25,8,13,18,21,8,16,21,25,4,8,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,32,35,74,8,9,42,3,0.5,0.43,86,5,7,40,0.47,-,9
2021/2022,A1,Regular_Season,1st,2,-,3007,17/10/2021,17:00,1500,-,O,Vbc Trasporti Pesanti Casalmaggiore,Casalmaggiore,0,3,6,8,12,18,8,16,21,25,8,13,18,21,7,16,21,25,4,8,11,11,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,8,-4,51,9,3,66,16,0.3,0.14,86,6,9,26,0.3,-,7
2021/2022,A1,Regular_Season,1st,2,-,3008,17/10/2021,17:00,617,-,C,Vero Volley Monza,Monza,3,1,6,9,20,25,8,16,21,27,8,16,21,25,6,12,13,15,8,16,21,25,6,11,15,20,8,16,21,25,7,12,13,13,-,-,-,-,-,-,-,-,77,33,43,99,14,3,68,3,0.51,0.32,125,8,9,65,0.52,-,9
2021/2022,A1,Regular_Season,1st,2,-,3008,17/10/2021,17:00,617,-,O,Reale Mutua Fenera Chieri,Fenera Chieri '76,1,3,8,16,21,27,6,9,20,25,6,12,13,15,8,16,21,25,6,11,15,20,8,16,21,25,7,12,13,13,8,16,21,25,-,-,-,-,-,-,-,-,52,15,19,76,8,2,85,6,0.65,0.53,117,10,9,41,0.35,-,9
2021/2022,A1,Regular_Season,1st,2,-,3009,16/10/2021,20:30,500,-,C,Savino Del Bene Scandicci,Scandicci,3,1,8,16,21,25,3,7,13,15,8,16,21,26,5,10,20,24,5,11,17,20,8,16,21,25,7,16,21,25,8,13,15,15,-,-,-,-,-,-,-,-,67,36,35,95,10,4,64,4,0.58,0.45,143,8,10,48,0.34,-,15
2021/2022,A1,Regular_Season,1st,2,-,3009,16/10/2021,20:30,500,-,O,Savino Del Bene Scandicci,Scandicci,3,1,8,16,21,25,3,7,13,15,8,16,21,26,5,10,20,24,5,11,17,20,8,16,21,25,7,16,21,25,8,13,15,15,-,-,-,-,-,-,-,-,67,36,35,95,10,4,64,4,0.58,0.45,143,8,10,48,0.34,-,15
2021/2022,A1,Regular_Season,1st,2,-,3010,17/10/2021,20:30,300,-,C,Delta Despar Trentino,Delta Informatica Trentino,2,3,3,10,13,16,8,16,21,25,8,16,21,25,6,11,16,17,8,16,21,25,5,11,15,21,6,6,11,16,8,16,21,25,1,3,4,4,5,10,12,15,63,23,24,87,9,7,90,4,0.57,0.42,151,11,15,45,0.3,-,11
2021/2022,A1,Regular_Season,1st,2,-,3010,17/10/2021,20:30,300,-,O,Bosca S.Bernardo Cuneo,S.Bernardo Cuneo,3,2,8,16,21,25,3,10,13,16,6,11,16,17,8,16,21,25,5,11,15,21,8,16,21,25,8,16,21,25,6,6,11,16,5,10,12,15,1,3,4,4,79,35,38,102,12,1,78,9,0.6,0.51,156,9,11,63,0.4,-,15
2021/2022,A1,Regular_Season,1st,2,-,3011,17/10/2021,17:00,520,-,C,Bartoccini Fortinfissi Perugia,Bartoccini Gioiellerie Perugia,1,3,8,13,19,26,7,16,21,24,7,16,20,21,8,15,21,25,8,16,19,21,5,14,21,25,6,16,19,23,8,15,21,25,-,-,-,-,-,-,-,-,65,23,36,92,11,3,87,6,0.6,0.47,147,5,7,49,0.33,-,13
2021/2022,A1,Regular_Season,1st,2,-,3011,17/10/2021,17:00,520,-,O,Il Bisonte Firenze,Azzurra Volley San Casciano,3,1,7,16,21,24,8,13,19,26,8,15,21,25,7,16,20,21,5,14,21,25,8,16,19,21,8,15,21,25,6,16,19,23,-,-,-,-,-,-,-,-,77,31,36,97,10,4,81,4,0.65,0.51,174,13,13,66,0.38,-,7
2021/2022,A1,Regular_Season,1st,2,-,3012,17/10/2021,17:00,4200,-,C,Acqua & Sapone Roma Volley Club,Volleygroup Roma,0,3,1,12,16,21,8,16,21,25,6,9,12,15,8,16,21,25,5,9,15,24,8,16,21,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,14,5,62,9,2,65,11,0.68,0.38,92,8,10,33,0.36,-,8
2021/2022,A1,Regular_Season,1st,2,-,3012,17/10/2021,17:00,4200,-,O,Prosecco Doc Imoco Volley Conegliano,Imoco Volley Conegliano,3,0,8,16,21,25,1,12,16,21,8,16,21,25,6,9,12,15,8,16,21,26,5,9,15,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,26,31,72,7,7,53,3,0.77,0.49,96,8,8,40,0.42,-,10
2021/2022,A1,Regular_Season,1st,2,-,3013,17/10/2021,17:00,-,-,C,Megabox Ondulati Del Savio Vallefoglia,Megabox Vallefoglia,1,3,8,12,15,17,6,16,21,25,8,16,21,25,3,7,20,20,5,-,19,20,8,-,21,25,7,12,15,18,8,16,21,25,-,-,-,-,-,-,-,-,62,22,23,79,3,2,90,10,0.67,0.23,140,14,12,51,0.36,-,9
