Season,Division,Team,No,Player,Role,Born,Height,Born Place,Nat. Sport.,Note1,Note2
2021/2022,A2,Cave Del Sole Lagonegro,4,EL MOUDDEN Omar,Libero,2002,182,BA,ITA,-,-
2021/2022,A2,Cave Del Sole Lagonegro,5,HOFFER Nicolò,Libero,2000,180,VR,ITA,-,-
2021/2022,A2,Cave Del Sole Lagonegro,6,ZIVOJINOVIC Victor,Setter,1999,187,VI,ITA,-,-
2021/2022,A2,Cave Del Sole Lagonegro,7,BEGHELLI Manuel,Spiker,1999,201,BO,ITA,-,-
2021/2022,A2,Cave Del Sole Lagonegro,8,PISTOLESI Matteo,Setter,1995,194,TO,ITA,-,-
2021/2022,A2,Cave Del Sole Lagonegro,9,DI SILVESTRE Paolo Luigi,Spiker,1998,195,PE,ITA,-,-
2021/2022,A2,Cave Del Sole Lagonegro,10,BONOLA Paolo,Middleblocker,1992,200,SO,ITA,-,-
2021/2022,A2,Cave Del Sole Lagonegro,14,MILAN Sebastiano,Spiker,1995,203,TV,ITA,-,-
2021/2022,A2,Cave Del Sole Lagonegro,15,ARMENANTE Stefano,Spiker,1999,190,CS,ITA,-,-
2021/2022,A2,Cave Del Sole Lagonegro,16,MAZIARZ Aleksander,Middleblocker,1995,205,POL,POL,-,-
2021/2022,A2,Conad Reggio Emilia,1,ZAMAGNI Matteo,Middleblocker,1989,195,RN,ITA,-,-
2021/2022,A2,Conad Reggio Emilia,2,CATELLANI Mattia,Setter,1999,188,RE,ITA,-,-
2021/2022,A2,Conad Reggio Emilia,3,HELD Tim,Spiker,1998,195,MC,ITA,-,-
2021/2022,A2,Conad Reggio Emilia,5,SESTO Nicola,Middleblocker,1987,198,CZ,ITA,-,-
2021/2022,A2,Conad Reggio Emilia,6,CAGNI Luca,Libero,2001,178,RE,ITA,-,-
2021/2022,A2,Conad Reggio Emilia,7,SCOPELLITI Simone,Middleblocker,1994,205,RC,ITA,-,-
2021/2022,A2,Conad Reggio Emilia,8,COMINETTI Roberto,Spiker,1997,196,BG,ITA,-,-
2021/2022,A2,Conad Reggio Emilia,9,MIAN Riccardo,Spiker,1998,195,UD,ITA,-,-
2021/2022,A2,Conad Reggio Emilia,10,CANTAGALLI Diego,Spiker,1999,203,PA,ITA,-,-
2021/2022,A2,Conad Reggio Emilia,11,GARNICA Fernando Gabriel,Setter,1980,190,ARG,ITA,-,-
2021/2022,A2,Conad Reggio Emilia,16,MORGESE Davide,Libero,1996,170,RE,ITA,-,-
2021/2022,A2,Conad Reggio Emilia,17,SURACI Antonino,Spiker,1996,200,VA,ITA,-,-
2021/2022,A2,Conad Reggio Emilia,18,MARRETTA Federico,Spiker,1990,189,TP,ITA,-,-
2021/2022,A2,Delta Group Porto Viro,1,FABRONI Marco,Setter,1981,190,VA,ITA,-,-
2021/2022,A2,Delta Group Porto Viro,2,ZORZI Enrico,Setter,1990,182,PD,ITA,-,-
2021/2022,A2,Delta Group Porto Viro,3,GASPARINI Andrea,Spiker,1996,200,CO,ITA,-,-
2021/2022,A2,Delta Group Porto Viro,4,VEDOVOTTO Filippo,Spiker,1990,192,VE,ITA,-,-
2021/2022,A2,Delta Group Porto Viro,5,MARZOLLA Simone,Spiker,1999,197,VE,ITA,-,-
2021/2022,A2,Delta Group Porto Viro,6,POL Alberto,Spiker,2001,201,TV,ITA,-,-
2021/2022,A2,Delta Group Porto Viro,8,LAMPRECHT Egon,Libero,1980,185,BZ,ITA,-,-
2021/2022,A2,Delta Group Porto Viro,9,BARONE Rocco,Middleblocker,1987,198,RC,ITA,-,-
2021/2022,A2,Delta Group Porto Viro,10,PENZO Matteo,Libero,1995,185,VE,ITA,-,-
2021/2022,A2,Delta Group Porto Viro,11,ROMAGNOLI Giulio,Middleblocker,1998,197,AN,ITA,-,-
2021/2022,A2,Delta Group Porto Viro,12,MARIANO Romolo,Spiker,1991,190,BG,ITA,-,-
2021/2022,A2,Delta Group Porto Viro,13,BELLEI Giacomo,Spiker,1988,202,VR,ITA,-,-
2021/2022,A2,Delta Group Porto Viro,14,O'DEA Trent,Middleblocker,1994,201,AUS,AUS,from 16/11/2021,-
2021/2022,A2,Delta Group Porto Viro,15,SPERANDIO Matteo,Middleblocker,1992,200,TV,ITA,-,-
2021/2022,A2,Delta Group Porto Viro,17,TIOZZO CAENAZZO Lorenzo,Middleblocker,2001,197,PD,ITA,-,-
2021/2022,A2,Delta Group Porto Viro,17,KRZYSIEK Bartosz,Spiker,1990,207,POL,POL,from 17/03/2022,-
2021/2022,A2,Emma Villas Aubay Siena,1,PINELLI Riccardo,Setter,1991,193,MO,ITA,-,-
2021/2022,A2,Emma Villas Aubay Siena,2,TUPONE Nicola,Libero,1995,173,CH,ITA,-,-
2021/2022,A2,Emma Villas Aubay Siena,3,PARODI Simone,Spiker,1986,195,IM,ITA,from 06/11/2021,-
2021/2022,A2,Emma Villas Aubay Siena,4,SORGENTE Alessandro,Libero,1993,185,VT,ITA,-,-
2021/2022,A2,Emma Villas Aubay Siena,5,CIULLI Filippo,Setter,1994,203,SI,ITA,-,-
2021/2022,A2,Emma Villas Aubay Siena,6,PANCIOCCO Marco Rocco,Spiker,1999,200,RM,ITA,-,-
2021/2022,A2,Emma Villas Aubay Siena,8,OTTAVIANI Giuseppe,Spiker,1991,196,VT,ITA,-,-
2021/2022,A2,Emma Villas Aubay Siena,9,MAZZONE Tiziano,Spiker,1995,199,RM,ITA,until 25/11/2021,transferred to Gruppo Consoli McDontod's Brescia
2021/2022,A2,Emma Villas Aubay Siena,10,MATTEI Andrea,Middleblocker,1993,202,RM,ITA,-,-
2021/2022,A2,Emma Villas Aubay Siena,12,ONWUELO Samuel,Spiker,1997,198,NGR,ITA,-,-
2021/2022,A2,Emma Villas Aubay Siena,13,ROSSI Andrea,Middleblocker,1989,202,AR,ITA,-,-
2021/2022,A2,Emma Villas Aubay Siena,14,KUZNETSOV Ivan,Spiker,1999,204,RUS,RUS,from 28/10/2021 to 10/02/2022,-
2021/2022,A2,Emma Villas Aubay Siena,15,AGRUSTI Marinfranco,Middleblocker,1999,200,BA,ITA,-,-
2021/2022,A2,Emma Villas Aubay Siena,17,IANNACCONE Dario,Spiker,2001,198,RM,ITA,-,-
2021/2022,A2,Gruppo Consoli McDonald's Brescia,1,MAZZONE Tiziano,Spiker,1995,199,RM,ITA,from 27/11/2021,coming from Emma Villas Aubay Siena
2021/2022,A2,Gruppo Consoli McDonald's Brescia,2,CROSATTI Paolo,Libero,1983,185,BS,ITA,-,-
2021/2022,A2,Gruppo Consoli McDonald's Brescia,4,ORAZI Michele,Middleblocker,1998,195,MC,ITA,-,-
2021/2022,A2,Gruppo Consoli McDonald's Brescia,5,TIBERTI Simone,Setter,1980,182,BS,ITA,-,-
2021/2022,A2,Gruppo Consoli McDonald's Brescia,6,GIANNOTTI Stefano,Spiker,1989,197,PD,ITA,until 20/12/2021,transferred to Med Store Tunit Macerata
2021/2022,A2,Gruppo Consoli McDonald's Brescia,7,BETTINZOLI Andrea,Spiker,2003,180,BS,ITA,-,-
2021/2022,A2,Gruppo Consoli McDonald's Brescia,8,PATRIARCA Stefano,Middleblocker,1987,205,IS,ITA,-,-
2021/2022,A2,Gruppo Consoli McDonald's Brescia,9,BISI Fabio,Spiker,1994,200,MO,ITA,from 20/12/2021,-
2021/2022,A2,Gruppo Consoli McDonald's Brescia,10,FRANZONI Andrea,Libero,1989,186,BS,ITA,-,-
2021/2022,A2,Gruppo Consoli McDonald's Brescia,11,GALLIANI Andrea,Spiker,1988,204,MB,ITA,-,-
2021/2022,A2,Gruppo Consoli McDonald's Brescia,12,NEUBERT Malte Niklas,Setter,1996,194,GER,GER,-,-
2021/2022,A2,Gruppo Consoli McDonald's Brescia,13,VENTURA Leonardo,Spiker,2002,183,BS,ITA,-,-
2021/2022,A2,Gruppo Consoli McDonald's Brescia,14,ESPOSITO Davide,Middleblocker,1995,203,CN,ITA,-,-
2021/2022,A2,Gruppo Consoli McDonald's Brescia,15,CISOLLA Alberto,Spiker,1977,198,TV,ITA,-,-
2021/2022,A2,Gruppo Consoli McDonald's Brescia,16,TOGNI Gianluca,Spiker,2005,188,BS,ITA,-,-
2021/2022,A2,Gruppo Consoli McDonald's Brescia,17,SEVEGLIEVICH Nicolò,Spiker,1996,190,PD,ITA,-,-
2021/2022,A2,Gruppo Consoli McDonald's Brescia,18,RIZZETTI Francesco,Libero,2003,182,BS,ITA,-,-
2021/2022,A2,HRK Diana Group Motta,1,ZACCARIA Marco,Setter,2001,185,SP,ITA,-,-
2021/2022,A2,HRK Diana Group Motta,2,SAIBENE Alberto,Spiker,1998,192,PD,ITA,-,-
2021/2022,A2,HRK Diana Group Motta,3,ALBERINI Alessio,Setter,1998,185,VE,ITA,-,-
2021/2022,A2,HRK Diana Group Motta,4,LOGLISCI Gianluca,Spiker,1998,195,MN,ITA,-,-
2021/2022,A2,HRK Diana Group Motta,5,GAMBA Kristian,Spiker,2000,190,AO,ITA,-,-
2021/2022,A2,HRK Diana Group Motta,6,PUGLIATTI Marco,Setter,1998,185,ME,ITA,from 11/12/2021,-
2021/2022,A2,HRK Diana Group Motta,6,FERRATO Leonardo,Setter,2001,196,PD,ITA,until 09/12/2021,transferred to Sieco Service Ortona
2021/2022,A2,HRK Diana Group Motta,7,CATTANEO Claudio,Spiker,1997,192,SV,ITA,-,-
2021/2022,A2,HRK Diana Group Motta,8,BIGLINO Omar,Middleblocker,1995,198,CN,ITA,-,-
2021/2022,A2,HRK Diana Group Motta,9,MORCHIO Luca,Middleblocker,1994,193,AT,ITA,-,-
2021/2022,A2,HRK Diana Group Motta,10,SECCO COSTA Matheus,Spiker,1995,201,-,BRA,from 03/09/2021,-
2021/2022,A2,HRK Diana Group Motta,11,ACUTI Alessandro,Middleblocker,2000,198,BZ,ITA,-,-
2021/2022,A2,HRK Diana Group Motta,12,LUISETTO Michele,Middleblocker,1996,190,PD,ITA,-,-
2021/2022,A2,HRK Diana Group Motta,13,PUGLIATTI Francesco,Spiker,1993,192,ME,ITA,-,-
2021/2022,A2,HRK Diana Group Motta,16,BATTISTA Leonardo,Libero,1995,180,BA,ITA,-,-
2021/2022,A2,Kemas Lamipel Santa Croce,2,SPOSATO Giovanni,Libero,2002,174,AR,ITA,-,-
2021/2022,A2,Kemas Lamipel Santa Croce,3,FESTI Roberto,Middleblocker,1994,202,TN,ITA,-,-
2021/2022,A2,Kemas Lamipel Santa Croce,4,PACE Domenico,Libero,2000,180,BA,ITA,-,-
2021/2022,A2,Kemas Lamipel Santa Croce,5,GIOVANNETTI Davide,Setter,2001,192,FI,ITA,-,-
2021/2022,A2,Kemas Lamipel Santa Croce,6,BEZERRA SOUZA Francisco Wallyson,Spiker,1990,195,BRA,BRA,-,-
2021/2022,A2,Kemas Lamipel Santa Croce,7,COLLI Leonardo,Spiker,1996,195,PI,ITA,-,-
2021/2022,A2,Kemas Lamipel Santa Croce,8,ARASOMWAN Martins,Middleblocker,1995,200,NGR,ITA,-,-
2021/2022,A2,Kemas Lamipel Santa Croce,9,ACQUARONE Alessandro,Setter,1999,186,IM,ITA,-,-
2021/2022,A2,Kemas Lamipel Santa Croce,10,MENCHETTI Filippo,Spiker,2003,193,PO,ITA,-,-
2021/2022,A2,Kemas Lamipel Santa Croce,11,CAPRONI Lorenzo,Middleblocker,2001,197,LI,ITA,-,-
2021/2022,A2,Kemas Lamipel Santa Croce,12,RICCIONI Tommaso,Spiker,2003,197,PI,ITA,-,-
2021/2022,A2,Kemas Lamipel Santa Croce,13,FEDRIZZI Michele,Spiker,1991,192,TN,ITA,-,-
2021/2022,A2,Kemas Lamipel Santa Croce,15,FERRINI Alessio,Spiker,1995,197,RM,ITA,-,-
2021/2022,A2,Pool Libertas Cantù,1,COPELLI Riccardo,Middleblocker,1996,198,CR,ITA,-,-
2021/2022,A2,Pool Libertas Cantù,2,CHAKRAVORTI Dante,Setter,1997,190,USA,ITA,from 22/01/2022,coming from Synergy Mondovì
2021/2022,A2,Pool Libertas Cantù,2,COSCIONE Manuel,Setter,1980,188,CN,ITA,until 09/01/2022,-
2021/2022,A2,Pool Libertas Cantù,3,MONGUZZI Dario,Middleblocker,1984,204,MB,ITA,-,-
2021/2022,A2,Pool Libertas Cantù,4,BUTTI Luca,Libero,1991,184,CO,ITA,-,-
2021/2022,A2,Pool Libertas Cantù,5,MOTZO Matheus,Spiker,1999,192,BRA,ITA,-,-
2021/2022,A2,Pool Libertas Cantù,6,BORTOLINI Riccardo,Libero,1994,180,TV,ITA,-,-
2021/2022,A2,Pool Libertas Cantù,7,SETTE Felice,Spiker,1996,187,BA,ITA,-,-
2021/2022,A2,Pool Libertas Cantù,8,MAZZA Federico,Middleblocker,1996,200,MI,ITA,-,-
2021/2022,A2,Pool Libertas Cantù,9,HANZIC Tino,Spiker,2000,198,CRO,CRO,-,-
2021/2022,A2,Pool Libertas Cantù,10,ROTA Giacomo,Spiker,2002,184,LC,ITA,-,-
2021/2022,A2,Pool Libertas Cantù,11,SALVADOR Matteo,Spiker,2001,198,MB,ITA,-,-
2021/2022,A2,Pool Libertas Cantù,12,PIETRONI Davide,Setter,1996,180,MI,ITA,-,-
2021/2022,A2,Pool Libertas Cantù,13,FLORIS Bruno,Spiker,2001,200,NU,ITA,from 31/12/2021,-
2021/2022,A2,Pool Libertas Cantù,14,PRINCI Ismael,Spiker,2000,198,GO,ITA,-,-
2021/2022,A2,Pool Libertas Cantù,16,FRATTINI Alessandro,Middleblocker,1997,198,MB,ITA,from 31/12/2021,coming from Gamma Chimica Brugherio
2021/2022,A2,Pool Libertas Cantù,18,TROVÒ Stefano,Middleblocker,1998,205,VA,ITA,from 15/10/2021,-
2021/2022,A2,Sieco Service Ortona,1,FABI Tommaso,Middleblocker,1996,200,MC,ITA,-,-
2021/2022,A2,Sieco Service Ortona,3,PESSOA Gabriel,Spiker,1993,198,BRA,BRA,-,-
2021/2022,A2,Sieco Service Ortona,4,DI SILVESTRE Alberto,Spiker,2000,192,CH,ITA,-,-
2021/2022,A2,Sieco Service Ortona,5,BENEDICENDI Alberto,Libero,2001,180,TO,ITA,-,-
2021/2022,A2,Sieco Service Ortona,6,DE PAOLA Antonio,Spiker,1988,192,LT,ITA,-,-
2021/2022,A2,Sieco Service Ortona,7,FUSCO Pasquale,Libero,1997,180,BS,ITA,-,-
2021/2022,A2,Sieco Service Ortona,8,SANTANGELO Andrea,Spiker,1994,200,IS,ITA,-,-
2021/2022,A2,Sieco Service Ortona,9,DEL FRA Antonio,Setter,1999,190,CH,ITA,-,-
2021/2022,A2,Sieco Service Ortona,10,BULFON Andrea,Spiker,1996,198,TS,ITA,-,-
2021/2022,A2,Sieco Service Ortona,11,MOLINARI Michael,Middleblocker,1998,197,MC,ITA,-,-
2021/2022,A2,Sieco Service Ortona,12,ELIA Alberto,Middleblocker,1985,205,VT,ITA,-,-
2021/2022,A2,Sieco Service Ortona,14,CAPPELLETTI Niccolò,Spiker,1996,197,PG,ITA,-,-
2021/2022,A2,Sieco Service Ortona,15,FERRATO Leonardo,Setter,2001,196,PD,ITA,from 10/12/2021,coming from HRK Diana Group Motta
2021/2022,A2,Sieco Service Ortona,18,LANCI Edoardo,Setter,2005,188,CH,ITA,-,-
2021/2022,A2,Synergy Mondovì,1,MESCHIARI Matteo,Spiker,2002,201,MO,ITA,from 25/09/2021,coming from Tinet Prata di Pordenone
2021/2022,A2,Synergy Mondovì,1,CHAKRAVORTI Dante,Setter,1997,190,USA,ITA,until 03/12/2021,transferred to Pool Libertas Cantù
2021/2022,A2,Synergy Mondovì,4,PIAZZA Lorenzo,Setter,1992,182,PE,ITA,from 17/12/2021,coming from Sieco Service Ortona
2021/2022,A2,Synergy Mondovì,5,CALDANO Matteo,Middleblocker,2002,196,CN,ITA,-,-
2021/2022,A2,Synergy Mondovì,6,RAFFA Mattia,Libero,1996,184,ZAM,ITA,-,-
2021/2022,A2,Synergy Mondovì,7,ARINZE KELVIN Nwachukwu,Spiker,2002,215,NGR,NGR,-,-
2021/2022,A2,Synergy Mondovì,9,FENOGLIO Mattia,Libero,2000,179,CN,ITA,-,-
2021/2022,A2,Synergy Mondovì,10,LUSETTI Matteo,Setter,2002,190,MO,ITA,-,-
2021/2022,A2,Synergy Mondovì,11,BOSCAINI Giuseppe,Spiker,1986,188,CT,ITA,-,-
2021/2022,A2,Synergy Mondovì,12,CATENA Stefano,Middleblocker,1992,205,RM,ITA,-,-
2021/2022,A2,Synergy Mondovì,13,BORSARELLI Gioele,Middleblocker,2002,195,CN,ITA,-,-
2021/2022,A2,Synergy Mondovì,14,GECCHELE Lorenzo,Libero,2002,180,TO,ITA,from 18/09/2021,-
2021/2022,A2,Synergy Mondovì,15,CAMPERI Filippo,Spiker,2003,188,CN,ITA,-,-
2021/2022,A2,Synergy Mondovì,16,CEBAN Victorio,Middleblocker,2001,203,FE,ITA,-,-
2021/2022,A2,Synergy Mondovì,17,MAZZON Riccardo,Spiker,1996,197,PD,ITA,-,-
2021/2022,A2,Synergy Mondovì,18,CIANCIOTTA Nicola,Spiker,2001,196,BA,ITA,-,-
2021/2022,A3,Abba Pineto,1,DEL CAMPO Federigo,Spiker,1994,189,FI,ITA,-,-
2021/2022,A3,Abba Pineto,2,GIULIANI Ludovico,Libero,1998,182,MC,ITA,-,-
2021/2022,A3,Abba Pineto,3,CALONICO Lorenzo,Middleblocker,1981,202,AQ,ITA,-,-
2021/2022,A3,Abba Pineto,4,BERTOLI Matteo,Spiker,1988,196,TN,ITA,-,-
2021/2022,A3,Abba Pineto,5,MARTINELLI Riccardo,Setter,2002,206,VR,ITA,from 26/10/2021,-
2021/2022,A3,Abba Pineto,5,DI CASTRI Alessandro,Spiker,2002,198,-,ITA,until 13/10/2021,-
2021/2022,A3,Abba Pineto,6,MAROLLA Angelo,Spiker,1983,175,RM,ITA,-,-
2021/2022,A3,Abba Pineto,7,CATONE Mattia,Setter,2001,180,TE,ITA,-,-
2021/2022,A3,Abba Pineto,8,PESARE Giancarlo,Libero,1995,178,CH,ITA,-,-
2021/2022,A3,Abba Pineto,9,DISABATO Piervito,Spiker,2001,187,BA,ITA,-,-
2021/2022,A3,Abba Pineto,10,MONTANARO Claudio,Middleblocker,1999,201,PE,ITA,-,-
2021/2022,A3,Abba Pineto,11,PERSOGLIA Sandi,Middleblocker,1995,200,GO,ITA,-,-
2021/2022,A3,Abba Pineto,12,OMAGGI Alessio,Diagonto,2001,200,RM,ITA,-,-
2021/2022,A3,Abba Pineto,13,LEONI Giacomo,Setter,1995,192,GE,ITA,until 11/12/2021,transferred to Sa.Ma. Portomaggiore
2021/2022,A3,Abba Pineto,14,LINK Jacob,Spiker,1997,198,SWE,SWE,-,-
2021/2022,A3,Abba Pineto,15,FIORETTI Andrea,Spiker,2002,190,AV,ITA,-,-
2021/2022,A3,Abba Pineto,17,ORLANDO Giuseppe,Middleblocker,1998,191,CS,ITA,from 28/12/2021,-
2021/2022,A3,Aurispa Libellula Lecce,3,SCARPI Enrico,Spiker,1995,190,RA,ITA,from 11/12/2021,-
2021/2022,A3,Aurispa Libellula Lecce,3,SCARPI Enrico,Spiker,1995,190,RA,ITA,from 11/12/2021,-
2021/2022,A3,Aurispa Libellula Lecce,4,CAPPIO Paolo,Libero,1999,186,PE,ITA,-,-
2021/2022,A3,Aurispa Libellula Lecce,4,CAPPIO Paolo,Libero,1999,186,PE,ITA,-,-
2021/2022,A3,Aurispa Libellula Lecce,5,D'ALBA Enrico,Setter,1998,185,LE,ITA,-,-
2021/2022,A3,Aurispa Libellula Lecce,5,D'ALBA Enrico,Setter,1998,185,LE,ITA,-,-
2021/2022,A3,Aurispa Libellula Lecce,6,LUCARELLI Marco,Spiker,1996,190,FR,ITA,-,-
2021/2022,A3,Aurispa Libellula Lecce,6,LUCARELLI Marco,Spiker,1996,190,FR,ITA,-,-
2021/2022,A3,Aurispa Libellula Lecce,7,VINTI Bruno,Spiker,1991,190,ARG,ITA,-,-
2021/2022,A3,Aurispa Libellula Lecce,7,VINTI Bruno,Spiker,1991,190,ARG,ITA,-,-
2021/2022,A3,Aurispa Libellula Lecce,8,FORTES Francesco,Middleblocker,1999,197,PA,ITA,-,-
2021/2022,A3,Aurispa Libellula Lecce,8,FORTES Francesco,Middleblocker,1999,197,PA,ITA,-,-
2021/2022,A3,Aurispa Libellula Lecce,9,KINDGARD Martin Alberto,Setter,1986,193,ARG,ITA,-,-
2021/2022,A3,Aurispa Libellula Lecce,9,KINDGARD Martin Alberto,Setter,1986,193,ARG,ITA,-,-
2021/2022,A3,Aurispa Libellula Lecce,10,CORRADO Francesco,Spiker,1997,196,KR,ITA,-,-
2021/2022,A3,Aurispa Libellula Lecce,10,CORRADO Francesco,Spiker,1997,196,KR,ITA,-,-
2021/2022,A3,Aurispa Libellula Lecce,11,RAU Giancarlo,Middleblocker,1989,197,MO,ITA,-,-
2021/2022,A3,Aurispa Libellula Lecce,11,RAU Giancarlo,Middleblocker,1989,197,MO,ITA,-,-
2021/2022,A3,Aurispa Libellula Lecce,12,GIAFFREDA Francesco,Libero,2000,188,LE,ITA,-,-
2021/2022,A3,Aurispa Libellula Lecce,12,GIAFFREDA Francesco,Libero,2000,188,LE,ITA,-,-
2021/2022,A3,Aurispa Libellula Lecce,13,PERSICHINO Lorenzo,Spiker,2000,201,LE,ITA,-,-
2021/2022,A3,Aurispa Libellula Lecce,13,PERSICHINO Lorenzo,Spiker,2000,201,LE,ITA,-,-
2021/2022,A3,Aurispa Libellula Lecce,14,CHIARELLO Damiano,Spiker,2004,188,LE,ITA,from 25/10/2021,-
2021/2022,A3,Aurispa Libellula Lecce,14,CHIARELLO Damiano,Spiker,2004,188,LE,ITA,from 25/10/2021,-
2021/2022,A3,Aurispa Libellula Lecce,16,MELCARNE Fiorenzo,Middleblocker,2000,184,LE,ITA,-,-
2021/2022,A3,Aurispa Libellula Lecce,16,MELCARNE Fiorenzo,Middleblocker,2000,184,LE,ITA,-,-
2021/2022,A3,Aurispa Libellula Lecce,17,CASARO Nicolò,Spiker,1994,199,PD,ITA,-,-
2021/2022,A3,Aurispa Libellula Lecce,17,CASARO Nicolò,Spiker,1994,199,PD,ITA,-,-
2021/2022,A3,Aurispa Libellula Lecce,18,MACCARONE Graziano,Middleblocker,1996,200,VV,ITA,-,-
2021/2022,A3,Aurispa Libellula Lecce,18,MACCARONE Graziano,Middleblocker,1996,200,VV,ITA,-,-
2021/2022,A3,Avimecc Modica,1,ALFIERI Manuel,Setter,1998,189,PE,ITA,-,-
2021/2022,A3,Avimecc Modica,2,RASO Andrea,Middleblocker,1996,196,AG,ITA,-,-
2021/2022,A3,Avimecc Modica,4,MARTINEZ Javier,Spiker,1995,191,ARG,ITA,-,-
2021/2022,A3,Avimecc Modica,5,CALECA Umberto,Setter,2001,197,TP,ITA,-,-
2021/2022,A3,Avimecc Modica,6,TURLÀ Piero,Spiker,2001,190,RG,ITA,-,-
2021/2022,A3,Avimecc Modica,7,CHILLEMI Stefano,Spiker,1999,194,RG,ITA,-,-
2021/2022,A3,Avimecc Modica,8,NASTASI Vincenzo,Libero,1995,182,TP,ITA,-,-
2021/2022,A3,Avimecc Modica,9,GAVAZZI Alberto Michele,Spiker,1995,187,CL,ITA,-,-
2021/2022,A3,Avimecc Modica,10,AIELLO Alex Francesco Maria,Libero,2002,180,MB,ITA,-,-
2021/2022,A3,Avimecc Modica,12,FIRRINCIELI Giovanni,Spiker,1989,180,RG,ITA,-,-
2021/2022,A3,Avimecc Modica,13,LONCAR Nikola,Spiker,1997,196,SRB,CRO,-,-
2021/2022,A3,Avimecc Modica,14,TIDONA Carmelo,Middleblocker,2003,197,RG,ITA,-,-
2021/2022,A3,Avimecc Modica,15,GAROFOLO Fabrizio,Middleblocker,1998,202,RM,ITA,-,-
2021/2022,A3,Avimecc Modica,16,SARAGÒ Francesco,Middleblocker,2000,198,VV,ITA,-,-
2021/2022,A3,Con.Crea Marigliano,2,CITRO Michele,Spiker,1998,194,SA,ITA,-,-
2021/2022,A3,Con.Crea Marigliano,2,GALLO Tomas,Spiker,1998,190,ARG,ARG,from 25/12/2021,-
2021/2022,A3,Con.Crea Marigliano,2,KRASNEVSKI Kirill,Spiker,1987,195,BLR,BLR,until 26/10/2021,-
2021/2022,A3,Con.Crea Marigliano,3,BIANCO Francesco,Middleblocker,1993,193,SA,ITA,-,-
2021/2022,A3,Con.Crea Marigliano,4,RUMIANO Dario,Middleblocker,1981,202,AV,ITA,-,-
2021/2022,A3,Con.Crea Marigliano,5,NAPPI Raffaele,Spiker,2002,182,NA,ITA,-,-
2021/2022,A3,Con.Crea Marigliano,6,BONGIORNO Roberto,Spiker,1996,196,CH,ITA,-,-
2021/2022,A3,Con.Crea Marigliano,6,CASOLI Cristian,Spiker,1975,192,VA,ITA,from 21/01/2022,-
2021/2022,A3,Con.Crea Marigliano,7,CANTARELLA Paolo,Setter,1997,190,SA,ITA,-,-
2021/2022,A3,Con.Crea Marigliano,8,MAUTONE Alessandro,Setter,1999,188,AV,ITA,-,-
2021/2022,A3,Con.Crea Marigliano,9,ESPOSITO Lorenzo Matteo,Spiker,1999,194,NA,ITA,-,-
2021/2022,A3,Con.Crea Marigliano,10,BARONE Pietro,Libero,2002,179,CE,ITA,-,-
2021/2022,A3,Con.Crea Marigliano,11,MILLE Luciano,Spiker,1992,190,VV,ITA,-,-
2021/2022,A3,Con.Crea Marigliano,12,CIOLLARO Marco,Middleblocker,1998,198,NA,ITA,-,-
2021/2022,A3,Con.Crea Marigliano,15,CONFORTI Mario,Libero,1993,177,SA,ITA,-,-
2021/2022,A3,Con.Crea Marigliano,17,HUKEL Jakub,Spiker,1989,193,SVK,SVK,from 08/11/2021,-
2021/2022,A3,Con.Crea Marigliano,-,DANESE Fabrizio,Diagonto,2005,-,-,ITA,from 24/01/2022,-
2021/2022,A3,Da Rold Logistics Belluno,2,PIAZZETTA Matteo,Middleblocker,1989,198,BL,ITA,-,-
2021/2022,A3,Da Rold Logistics Belluno,3,GIONCHETTI Alberto,Spiker,1998,182,TV,ITA,-,-
2021/2022,A3,Da Rold Logistics Belluno,4,CANDEAGO Giovanni,Spiker,1994,194,BL,ITA,-,-
2021/2022,A3,Da Rold Logistics Belluno,6,MARTINEZ Gonzalo,Libero,2002,187,TV,ITA,-,-
2021/2022,A3,Da Rold Logistics Belluno,7,MACCABRUNI Filippo,Setter,1999,195,MI,ITA,-,-
2021/2022,A3,Da Rold Logistics Belluno,8,DE SANTIS Danilo,Spiker,1993,202,VT,ITA,-,-
2021/2022,A3,Da Rold Logistics Belluno,9,DELLA VECCHIA Alessandro,Setter,1996,176,BL,ITA,-,-
2021/2022,A3,Da Rold Logistics Belluno,10,GRAZIANI Alessandro,Spiker,1991,193,GE,ITA,-,-
2021/2022,A3,Da Rold Logistics Belluno,12,MOZZATO Matteo,Middleblocker,2002,197,TV,ITA,-,-
2021/2022,A3,Da Rold Logistics Belluno,13,MILANI Andrea,Spiker,1998,194,BL,ITA,-,-
2021/2022,A3,Da Rold Logistics Belluno,14,OSTUZZI Massimo,Spiker,1999,193,VI,ITA,-,-
2021/2022,A3,Da Rold Logistics Belluno,15,PAGANIN Alessandro,Middleblocker,1993,193,BL,ITA,-,-
2021/2022,A3,Da Rold Logistics Belluno,17,GUOLLA Stefano Antonio,Spiker,2002,194,GER,ITA,-,-
2021/2022,A3,Da Rold Logistics Belluno,18,PIEROBON Tommaso,Libero,2000,176,BL,ITA,-,-
2021/2022,A3,Efficienza Energia Galatina,1,APOLLONIO Giuseppe,Libero,1997,179,LE,ITA,-,-
2021/2022,A3,Efficienza Energia Galatina,3,PEPE Stefano,Middleblocker,2003,195,VA,ITA,-,-
