Season,Division,Team,No,Player,Role,Born,Height,Nat. Sport.,Note
2021/2022,A1,Acqua & Sapone Roma Volley Club,1,AVENIA GIORGIA,Setter,1994,180,ITA,-
2021/2022,A1,Acqua & Sapone Roma Volley Club,2,TRNKOVA VERONIKA,Middleblocker,1995,189,CZE,-
2021/2022,A1,Acqua & Sapone Roma Volley Club,3,BUCCI GIULIA,Libero,2002,173,ITA,-
2021/2022,A1,Acqua & Sapone Roma Volley Club,4,BUGG MADISON,Setter,1994,183,USA,-
2021/2022,A1,Acqua & Sapone Roma Volley Club,5,RABADZHIEVA DOBRIANA,Spiker,1991,190,BUL,from 14/01/2022 AL 03/02/2022
2021/2022,A1,Acqua & Sapone Roma Volley Club,6,CECCONELLO AGNESE,Middleblocker,1999,190,ITA,-
2021/2022,A1,Acqua & Sapone Roma Volley Club,7,VENTURI MAILA,Libero,1996,162,ITA,-
2021/2022,A1,Acqua & Sapone Roma Volley Club,8,STIGROT LENA,Spiker,1994,182,GER,-
2021/2022,A1,Acqua & Sapone Roma Volley Club,9,PAPA VALERIA,Spiker,1989,183,ITA,until 18/01/2022
2021/2022,A1,Acqua & Sapone Roma Volley Club,10,PAMIO ALICE,Spiker,1998,181,ITA,-
2021/2022,A1,Acqua & Sapone Roma Volley Club,11,KLIMETS HANNA,Opposite,1998,186,BLR,-
2021/2022,A1,Acqua & Sapone Roma Volley Club,12,ARCIPRETE ALESSIA,Spiker,1997,181,ITA,-
2021/2022,A1,Acqua & Sapone Roma Volley Club,15,REBORA SOFIA,Middleblocker,1993,179,ITA,-
2021/2022,A1,Acqua & Sapone Roma Volley Club,17,DECORTES CLARA,Opposite,1996,183,ITA,-
2021/2022,A1,Bartoccini-Fortinfissi Perugia,2,PROVARONI CLAUDIA,Spiker,1998,181,ITA,-
2021/2022,A1,Bartoccini-Fortinfissi Perugia,4,BONGAERTS BRITT,Setter,1996,185,NED,-
2021/2022,A1,Bartoccini-Fortinfissi Perugia,5,SIRRESSI IMMA,Libero,1990,175,ITA,-
2021/2022,A1,Bartoccini-Fortinfissi Perugia,6,GUIDUCCI GAIA,Setter,2002,178,ITA,-
2021/2022,A1,Bartoccini-Fortinfissi Perugia,7,GALKOWSKA MONIKA,Opposite,1996,188,POL,from 05/02/2022
2021/2022,A1,Bartoccini-Fortinfissi Perugia,8,RUMORI CHIARA,Libero,1998,163,ITA,-
2021/2022,A1,Bartoccini-Fortinfissi Perugia,9,MELANDRI LAURA,Middleblocker,1995,186,ITA,-
2021/2022,A1,Bartoccini-Fortinfissi Perugia,12,GUERRA ANASTASIA,Spiker,1996,186,ITA,-
2021/2022,A1,Bartoccini-Fortinfissi Perugia,13,MELLI GIULIA,Spiker,1998,184,ITA,-
2021/2022,A1,Bartoccini-Fortinfissi Perugia,13,DIOUF VALENTINA,Opposite,1993,202,ITA,until 26/01/2022
2021/2022,A1,Bartoccini-Fortinfissi Perugia,15,SCARABOTTINI ANASTASIA,Spiker,2004,185,ITA,-
2021/2022,A1,Bartoccini-Fortinfissi Perugia,16,HAVELKOVA HELENA,Spiker,1988,188,CZE,-
2021/2022,A1,Bartoccini-Fortinfissi Perugia,17,NWAKALOR LINDA,Middleblocker,2002,187,ITA,-
2021/2022,A1,Bartoccini-Fortinfissi Perugia,18,DIOP BINTU,Opposite,2002,194,ITA,-
2021/2022,A1,Bartoccini-Fortinfissi Perugia,28,BAUER CHRISTINA,Middleblocker,1988,196,FRA,-
2021/2022,A1,Bosca S.Bernardo Cuneo,1,KUZNETSOVA SOFYA,Spiker,1999,182,RUS,-
2021/2022,A1,Bosca S.Bernardo Cuneo,2,DEGRADI ALICE,Spiker,1996,181,ITA,-
2021/2022,A1,Bosca S.Bernardo Cuneo,4,SQUARCINI FEDERICA,Middleblocker,2000,183,ITA,-
2021/2022,A1,Bosca S.Bernardo Cuneo,5,SPIRITO ILARIA,Libero,1994,175,ITA,-
2021/2022,A1,Bosca S.Bernardo Cuneo,6,GIOVANNINI GAIA,Spiker,2001,182,ITA,-
2021/2022,A1,Bosca S.Bernardo Cuneo,7,ZANETTE ELISA,Opposite,1996,193,ITA,-
2021/2022,A1,Bosca S.Bernardo Cuneo,9,AGRIFOGLIO BEATRICE,Setter,1994,178,ITA,-
