Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2021/2022,A1,Regular_Season,1st,1,-,1,10/10/2021,18:00,2003,21596,C,Sir Safety Conad Perugia,Perugia,1,Anderson Matthew,-,-,6.2,1,1,2,-,-,10,4,3,12,2,-,30,-,0.63,0.23,17,1,-,8,0.47,-,2
2021/2022,A1,Regular_Season,1st,1,-,1,10/10/2021,18:00,2003,21596,C,Sir Safety Conad Perugia,Perugia,2,Ricci Fabio,-,-,-,-,-,*,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
2021/2022,A1,Regular_Season,1st,1,-,1,10/10/2021,18:00,2003,21596,C,Sir Safety Conad Perugia,Perugia,3,Dardzans Kristers,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021/2022,A1,Regular_Season,1st,1,-,1,10/10/2021,18:00,2003,21596,C,Sir Safety Conad Perugia,Perugia,4,Travica Dragan,-,-,-,*,*,*,-,-,-,-,-1,3,-,-,-,-,-,-,-,-,-,-,-,-,-
2021/2022,A1,Regular_Season,1st,1,-,1,10/10/2021,18:00,2003,21596,C,Sir Safety Conad Perugia,Perugia,5,Ter Horst Thijs,-,-,-,-,-,*,-,-,1,-,-1,1,1,-,-,-,-,-,2,-,-,1,0.5,-,-
2021/2022,A1,Regular_Season,1st,1,-,1,10/10/2021,18:00,2003,21596,C,Sir Safety Conad Perugia,Perugia,6,Giannelli Simone,-,-,7,6,6,1,-,-,3,2,-,12,1,1,-,-,-,-,2,-,-,2,1,-,-
2021/2022,A1,Regular_Season,1st,1,-,1,10/10/2021,18:00,2003,21596,C,Sir Safety Conad Perugia,Perugia,7,Russo Roberto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021/2022,A1,Regular_Season,1st,1,-,1,10/10/2021,18:00,2003,21596,C,Sir Safety Conad Perugia,Perugia,8,Rychlicki Kamil,-,-,6.3,3,3,4,-,-,11,3,5,14,3,1,-,-,-,-,17,-,1,8,0.47,-,2
2021/2022,A1,Regular_Season,1st,1,-,1,10/10/2021,18:00,2003,21596,C,Sir Safety Conad Perugia,Perugia,9,Leon Venero Wilfredo,-,-,5.7,4,4,5,-,-,12,3,3,11,4,-,10,-,0.4,0.1,25,2,2,12,0.48,-,-
2021/2022,A1,Regular_Season,1st,1,-,1,10/10/2021,18:00,2003,21596,C,Sir Safety Conad Perugia,Perugia,10,Piccinelli Alessandro,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
