Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2021/2022,A1,Regular_Season,1st,1,-,3000,10/10/2021,20:30,2,-,C,Megabox Ondulati Del Savio Vallefoglia,Megabox Vallefoglia,2,Scola Francesca,-,-,-,1,1,1,-,-,2,1,-1,10,2,1,-,-,-,-,2,1,-,-,-,-,1
2021/2022,A1,Regular_Season,1st,1,-,3000,10/10/2021,20:30,2,-,C,Megabox Ondulati Del Savio Vallefoglia,Megabox Vallefoglia,3,Fiori Silvia,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021/2022,A1,Regular_Season,1st,1,-,3000,10/10/2021,20:30,2,-,C,Megabox Ondulati Del Savio Vallefoglia,Megabox Vallefoglia,6,Cecchetto Giada,L,-,-,*,*,*,-,-,-,-,-1,-,-,-,20,1,0.85,0.55,-,-,-,-,-,-,-
2021/2022,A1,Regular_Season,1st,1,-,3000,10/10/2021,20:30,2,-,C,Megabox Ondulati Del Savio Vallefoglia,Megabox Vallefoglia,7,Carcaces Kenia,-,-,-,4,4,4,-,-,4,1,-1,9,3,-,1,-,-,-,14,2,-,3,0.21,-,1
2021/2022,A1,Regular_Season,1st,1,-,3000,10/10/2021,20:30,2,-,C,Megabox Ondulati Del Savio Vallefoglia,Megabox Vallefoglia,8,Jack-Kisal Sinead,-,-,-,6,6,6,-,-,15,8,10,8,3,1,-,-,-,-,24,2,-,12,0.5,-,2
2021/2022,A1,Regular_Season,1st,1,-,3000,10/10/2021,20:30,2,-,C,Megabox Ondulati Del Savio Vallefoglia,Megabox Vallefoglia,11,Mancini Giulia,-,-,-,3,3,3,-,-,4,-,2,13,-,-,1,1,-,-,8,-,1,4,0.5,-,-
2021/2022,A1,Regular_Season,1st,1,-,3000,10/10/2021,20:30,2,-,C,Megabox Ondulati Del Savio Vallefoglia,Megabox Vallefoglia,14,Botezat Alexandra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021/2022,A1,Regular_Season,1st,1,-,3000,10/10/2021,20:30,2,-,C,Megabox Ondulati Del Savio Vallefoglia,Megabox Vallefoglia,15,Kosheleva Tatiana,-,C,-,5,5,5,-,-,19,4,12,14,1,-,24,3,0.67,0.38,45,1,2,17,0.38,-,2
2021/2022,A1,Regular_Season,1st,1,-,3000,10/10/2021,20:30,2,-,C,Megabox Ondulati Del Savio Vallefoglia,Megabox Vallefoglia,16,Newcombe Sonja,-,-,-,2,2,2,-,-,8,1,4,12,2,-,25,-,0.44,0.24,28,-,2,8,0.29,-,-
2021/2022,A1,Regular_Season,1st,1,-,3000,10/10/2021,20:30,2,-,C,Megabox Ondulati Del Savio Vallefoglia,Megabox Vallefoglia,17,Berasi Virginia,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021/2022,A1,Regular_Season,1st,1,-,3000,10/10/2021,20:30,2,-,C,Megabox Ondulati Del Savio Vallefoglia,Megabox Vallefoglia,18,Kosareva Dayana,-,-,-,*,-,-,-,-,-,-,-1,-,-,-,-,-,-,-,6,-,1,-,-,-,-
2021/2022,A1,Regular_Season,1st,1,-,3000,10/10/2021,20:30,2,-,C,Megabox Ondulati Del Savio Vallefoglia,Megabox Vallefoglia,22,Tonello Viola,-,-,-,-,*,*,-,-,1,-,1,-,-,-,-,-,-,-,3,-,-,1,0.33,-,-
2021/2022,A1,Regular_Season,1st,1,-,3000,10/10/2021,20:30,2,-,O,Prosecco Doc Imoco Volley Conegliano,Imoco Volley Conegliano,1,Caravello Lara,-,-,-,-,-,*,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
2021/2022,A1,Regular_Season,1st,1,-,3000,10/10/2021,20:30,2,-,O,Prosecco Doc Imoco Volley Conegliano,Imoco Volley Conegliano,2,Plummer Kathryn,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021/2022,A1,Regular_Season,1st,1,-,3000,10/10/2021,20:30,2,-,O,Prosecco Doc Imoco Volley Conegliano,Imoco Volley Conegliano,3,Courtney Megan,-,-,-,1,2,1,-,-,5,4,1,13,1,-,13,1,0.54,0.31,25,1,1,5,0.2,-,-
2021/2022,A1,Regular_Season,1st,1,-,3000,10/10/2021,20:30,2,-,O,Prosecco Doc Imoco Volley Conegliano,Imoco Volley Conegliano,4,Butigan Bozana,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021/2022,A1,Regular_Season,1st,1,-,3000,10/10/2021,20:30,2,-,O,Prosecco Doc Imoco Volley Conegliano,Imoco Volley Conegliano,5,De Kruijf Robin,-,-,-,5,6,5,-,-,7,5,4,5,1,-,-,-,-,-,14,1,1,7,0.5,-,-
2021/2022,A1,Regular_Season,1st,1,-,3000,10/10/2021,20:30,2,-,O,Prosecco Doc Imoco Volley Conegliano,Imoco Volley Conegliano,7,Folie Raphaela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021/2022,A1,Regular_Season,1st,1,-,3000,10/10/2021,20:30,2,-,O,Prosecco Doc Imoco Volley Conegliano,Imoco Volley Conegliano,9,Omoruyi Loveth Oghosasere,-,-,-,4,5,4,-,-,11,5,6,18,1,-,30,2,0.57,0.43,22,-,2,10,0.45,-,1
2021/2022,A1,Regular_Season,1st,1,-,3000,10/10/2021,20:30,2,-,O,Prosecco Doc Imoco Volley Conegliano,Imoco Volley Conegliano,10,De Gennaro Monica,L,-,-,*,*,*,-,-,-,-,-,-,-,-,10,-,0.9,0.6,-,-,-,-,-,-,-
2021/2022,A1,Regular_Season,1st,1,-,3000,10/10/2021,20:30,2,-,O,Prosecco Doc Imoco Volley Conegliano,Imoco Volley Conegliano,11,Vuchkova Hristina,-,-,-,2,3,2,-,-,11,2,9,9,1,1,-,-,-,-,7,1,-,6,0.86,-,4
