Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2010/2011,A1,Supercoppa,Final,-,-,0,22/12/2010,20:30,2800,-,C,Scavolini Pesaro,Pesaro,3,0,8,16,21,25,5,12,16,20,5,16,21,25,8,14,17,20,8,16,21,25,4,12,15,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,27,36,73,5,4,56,6,0.7,0.45,102,7,3,47,0.46,-,9
2010/2011,A1,Supercoppa,Final,-,-,0,22/12/2010,20:30,2800,-,O,MC-Carnaghi Villa Cortese,Villa Cortese,0,3,5,12,16,20,8,16,21,25,8,14,17,20,5,16,21,25,4,12,15,19,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,12,16,61,5,6,68,4,0.72,0.46,105,6,9,33,0.31,-,3
2010/2011,A1,Regular_Season,1st,1,-,3001,27/11/2010,20:30,1431,4277,C,Scavolini Pesaro,Pesaro,3,1,8,13,19,22,7,16,21,25,8,16,21,25,1,7,10,12,8,16,21,25,6,12,16,20,8,16,20,26,6,14,21,24,-,-,-,-,-,-,-,-,71,31,31,97,12,4,72,8,0.61,0.47,127,9,9,58,0.46,-,10
2010/2011,A1,Regular_Season,1st,1,-,3001,27/11/2010,20:30,1431,4277,O,Riso Scotti Pavia,Pavia Villanterio,1,3,7,16,21,25,8,13,19,22,1,7,10,12,8,16,21,25,6,12,16,20,8,16,21,25,6,14,21,24,8,16,20,26,-,-,-,-,-,-,-,-,59,18,19,81,9,5,85,7,0.64,0.44,138,13,10,45,0.33,-,9
2010/2011,A1,Regular_Season,1st,1,-,3002,28/11/2010,18:00,1281,10846,C,MC-Carnaghi Villa Cortese,Villa Cortese,3,1,8,16,21,25,4,8,12,17,8,16,21,25,6,13,19,21,8,11,20,22,7,16,21,25,8,16,21,25,4,10,11,20,-,-,-,-,-,-,-,-,66,29,32,96,10,5,71,1,0.8,0.7,136,13,9,51,0.38,-,10
2010/2011,A1,Regular_Season,1st,1,-,3002,28/11/2010,18:00,1281,10846,O,Chateau d'Ax Urbino Volley,Urbino,1,3,4,8,12,17,8,16,21,25,6,13,19,21,8,16,21,25,7,16,21,25,8,11,20,22,4,10,11,20,8,16,21,25,-,-,-,-,-,-,-,-,58,18,11,84,13,1,86,6,0.76,0.6,136,18,10,48,0.35,-,9
2010/2011,A1,Regular_Season,1st,1,-,3003,28/11/2010,18:00,4383,12571,C,Spes Conegliano,Conegliano,3,2,8,16,21,25,5,10,12,19,3,7,11,20,8,16,21,25,8,16,21,25,5,14,19,23,8,16,21,23,6,13,20,25,5,10,12,15,3,9,10,12,91,40,24,108,14,4,90,9,0.66,0.43,174,12,11,70,0.4,-,18
2010/2011,A1,Regular_Season,1st,1,-,3003,28/11/2010,18:00,4383,12571,O,Norda Foppapedretti Bergamo,Volley Bergamo,2,3,5,10,12,19,8,16,21,25,8,16,21,25,3,7,11,20,5,14,19,23,8,16,21,25,6,13,20,25,8,16,21,23,3,9,10,12,5,10,12,15,71,35,-11,105,11,6,94,17,0.6,0.47,164,8,17,54,0.33,-,11
2010/2011,A1,Regular_Season,1st,1,-,3004,28/11/2010,18:00,1990,3344,C,LIU•JO Volley Modena,Universal Modena,3,0,8,16,21,25,7,14,17,23,8,16,21,25,6,11,15,18,8,16,21,25,6,11,13,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,27,29,73,5,3,50,1,0.64,0.52,108,5,8,44,0.41,-,12
2010/2011,A1,Regular_Season,1st,1,-,3004,28/11/2010,18:00,1990,3344,O,Despar Perugia,Perugia,0,3,7,14,17,23,8,16,21,25,6,11,15,18,8,16,21,25,6,11,13,18,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,13,2,61,10,-,68,3,0.6,0.49,109,6,12,39,0.36,-,7
2010/2011,A1,Regular_Season,1st,1,-,3005,28/11/2010,18:00,807,1523,C,Florens Castellana Grotte,Castellana Grotte,0,3,3,10,15,16,8,16,21,25,6,10,14,17,8,16,21,25,7,12,18,19,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,7,-5,53,8,2,64,7,0.66,0.36,87,9,9,24,0.28,-,2
2010/2011,A1,Regular_Season,1st,1,-,3005,28/11/2010,18:00,807,1523,O,Yamamay Busto Arsizio,Busto Arsizio Uyba,3,0,8,16,21,25,3,10,15,16,8,16,21,25,6,10,14,17,8,16,21,25,7,12,18,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,30,27,74,10,4,45,3,0.56,0.42,89,12,2,41,0.46,-,9
2010/2011,A1,Regular_Season,1st,1,-,3006,28/11/2010,18:00,2820,4516,C,Asystel Volley Novara,Novara Trecate,2,3,4,15,20,22,8,16,21,25,6,16,19,25,8,14,21,22,8,16,21,25,4,9,10,11,3,10,17,21,8,16,21,25,5,8,8,8,3,10,12,15,80,27,29,106,7,2,90,3,0.57,0.34,151,12,17,62,0.41,-,16
2010/2011,A1,Regular_Season,1st,1,-,3006,28/11/2010,18:00,2820,4516,O,Rebecchi Nordmeccanica Piacenza,River Volley Piacenza,3,2,8,16,21,25,4,15,20,22,8,14,21,22,6,16,19,25,4,9,10,11,8,16,21,25,8,16,21,25,3,10,17,21,3,10,12,15,5,8,8,8,70,19,13,98,8,2,99,4,0.66,0.46,144,13,15,51,0.35,-,17
2010/2011,A1,Regular_Season,1st,2,-,3007,5/12/2010,20:30,1136,3183,C,Rebecchi Nordmeccanica Piacenza,River Volley Piacenza,1,3,5,13,21,25,8,16,18,23,6,15,17,18,8,16,21,25,5,10,13,20,8,16,21,25,4,10,14,17,8,16,21,25,-,-,-,-,-,-,-,-,53,16,14,81,14,1,85,4,0.71,0.38,140,9,11,44,0.31,-,8
2010/2011,A1,Regular_Season,1st,2,-,3007,5/12/2010,20:30,1136,3183,O,MC-Carnaghi Villa Cortese,Villa Cortese,3,1,8,16,18,23,5,13,21,25,8,16,21,25,6,15,17,18,8,16,21,25,5,10,13,20,8,16,21,25,4,10,14,17,-,-,-,-,-,-,-,-,69,29,40,95,10,4,67,1,0.67,0.42,142,10,8,56,0.39,-,11
2010/2011,A1,Regular_Season,1st,2,-,3008,4/12/2010,20:30,878,2358,C,Chateau d'Ax Urbino Volley,Urbino,3,2,8,11,18,22,6,16,21,25,5,11,14,21,8,16,21,25,8,16,21,25,6,12,14,20,8,16,21,25,3,11,14,17,5,10,12,15,3,8,9,10,88,38,51,107,10,4,89,2,0.87,0.76,188,13,11,72,0.38,-,14
2010/2011,A1,Regular_Season,1st,2,-,3008,4/12/2010,20:30,878,2358,O,Asystel Volley Novara,Novara Trecate,2,3,6,16,21,25,8,11,18,22,8,16,21,25,5,11,14,21,6,12,14,20,8,16,21,25,3,11,14,17,8,16,21,25,3,8,9,10,5,10,12,15,64,23,30,98,7,1,95,3,0.64,0.53,163,10,14,54,0.33,-,9
2010/2011,A1,Regular_Season,1st,2,-,3009,5/12/2010,18:00,793,2065,C,Riso Scotti Pavia,Pavia Villanterio,1,3,2,6,9,12,8,16,21,25,6,14,18,25,8,16,21,23,5,12,15,20,8,16,21,25,3,9,13,13,8,16,21,25,-,-,-,-,-,-,-,-,51,18,10,71,10,4,88,7,0.63,0.43,148,13,10,40,0.27,-,7
2010/2011,A1,Regular_Season,1st,2,-,3009,5/12/2010,18:00,793,2065,O,Spes Conegliano,Conegliano,3,1,8,16,21,25,2,6,9,12,8,16,21,23,6,14,18,25,8,16,21,25,5,12,15,20,8,16,21,25,3,9,13,13,-,-,-,-,-,-,-,-,71,38,39,97,8,5,60,5,0.65,0.43,135,10,7,56,0.41,-,10
2010/2011,A1,Regular_Season,1st,2,-,3010,5/12/2010,18:00,1800,10974,C,Norda Foppapedretti Bergamo,Volley Bergamo,0,3,6,12,15,16,8,16,21,25,6,10,15,18,8,16,21,25,8,16,21,21,7,14,20,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,10,-2,56,10,1,67,9,0.58,0.34,104,9,13,32,0.31,-,7
2010/2011,A1,Regular_Season,1st,2,-,3010,5/12/2010,18:00,1800,10974,O,LIU•JO Volley Modena,Universal Modena,3,0,8,16,21,25,6,12,15,16,8,16,21,25,6,10,15,18,7,14,20,25,8,16,21,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,29,33,72,5,6,47,4,0.55,0.15,93,5,7,36,0.39,-,12
2010/2011,A1,Regular_Season,1st,2,-,3011,5/12/2010,18:00,1245,2463,C,Despar Perugia,Perugia,3,0,5,16,21,25,8,14,17,23,8,16,21,25,5,14,18,23,8,16,21,25,4,9,13,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,26,24,73,8,6,58,1,0.67,0.4,113,8,7,42,0.37,-,12
2010/2011,A1,Regular_Season,1st,2,-,3011,5/12/2010,18:00,1245,2463,O,Florens Castellana Grotte,Castellana Grotte,0,3,8,14,17,23,5,16,21,25,5,14,18,23,8,16,21,25,4,9,13,17,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,17,-3,65,7,-,65,8,0.58,0.37,110,7,10,38,0.35,-,7
2010/2011,A1,Regular_Season,1st,2,-,3012,5/12/2010,18:00,3373,8036,C,Yamamay Busto Arsizio,Busto Arsizio Uyba,0,3,5,11,14,20,8,16,21,25,8,16,19,21,6,15,21,25,7,14,18,19,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,13,9,62,7,1,64,5,0.66,0.39,113,8,15,40,0.35,-,3
