Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2010/2011,A1,Regular_Season,1st,1,-,1,24/10/2010,18:00,1296,5096,C,Sisley Treviso,Treviso,2,Szabo Dàvid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2010/2011,A1,Regular_Season,1st,1,-,1,24/10/2010,18:00,1296,5096,C,Sisley Treviso,Treviso,3,Fei Alessandro,-,-,5.8,3,4,3,3,-,17,7,3,15,2,1,2,-,0.5,0.5,34,2,4,15,0.44,-,1
2010/2011,A1,Regular_Season,1st,1,-,1,24/10/2010,18:00,1296,5096,C,Sisley Treviso,Treviso,4,Horstink Robert,-,-,5.9,4,5,4,4,-,16,9,1,17,1,3,17,2,0.59,0.35,25,4,3,8,0.32,-,5
2010/2011,A1,Regular_Season,1st,1,-,1,24/10/2010,18:00,1296,5096,C,Sisley Treviso,Treviso,5,Kovar Jiri,-,-,-,*,*,-,*,-,2,2,1,3,-,-,4,1,0.25,-,4,-,-,1,0.25,-,1
2010/2011,A1,Regular_Season,1st,1,-,1,24/10/2010,18:00,1296,5096,C,Sisley Treviso,Treviso,6,Papi Samuele ,-,C,-,-,-,*,*,-,3,2,3,9,-,1,3,-,0.33,-,3,-,-,2,0.67,-,-
2010/2011,A1,Regular_Season,1st,1,-,1,24/10/2010,18:00,1296,5096,C,Sisley Treviso,Treviso,7,Farina Alessandro ,L,-,-,*,*,*,*,-,-,-,-1,-,-,-,23,1,0.65,0.35,-,-,-,-,-,-,-
2010/2011,A1,Regular_Season,1st,1,-,1,24/10/2010,18:00,1296,5096,C,Sisley Treviso,Treviso,10,Boninfante Dante,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2010/2011,A1,Regular_Season,1st,1,-,1,24/10/2010,18:00,1296,5096,C,Sisley Treviso,Treviso,11,De Togni Giorgio,-,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2010/2011,A1,Regular_Season,1st,1,-,1,24/10/2010,18:00,1296,5096,C,Sisley Treviso,Treviso,12,Bontje Rob,-,-,6.3,2,6,5,5,-,4,3,-4,13,3,-,-,-,-,-,7,-,-,1,0.14,-,3
2010/2011,A1,Regular_Season,1st,1,-,1,24/10/2010,18:00,1296,5096,C,Sisley Treviso,Treviso,13,Pujol Pierre,-,-,5.1,6,1,6,6,-,3,2,-3,13,3,1,1,1,-,-,2,1,-,-,-,-,2
2010/2011,A1,Regular_Season,1st,1,-,1,24/10/2010,18:00,1296,5096,C,Sisley Treviso,Treviso,15,Maruotti Gabriele,-,-,5.6,1,2,1,1,-,8,3,-6,8,1,-,21,3,0.48,0.43,21,3,2,8,0.38,-,-
2010/2011,A1,Regular_Season,1st,1,-,1,24/10/2010,18:00,1296,5096,C,Sisley Treviso,Treviso,16,Vanin Federico ,L,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2010/2011,A1,Regular_Season,1st,1,-,1,24/10/2010,18:00,1296,5096,C,Sisley Treviso,Treviso,18,Bjelica Novica,-,-,6,5,3,2,2,-,10,6,-2,19,3,1,-,-,-,-,10,2,1,4,0.4,-,5
2010/2011,A1,Regular_Season,1st,1,-,1,24/10/2010,18:00,1296,5096,O,Yoga Forlì,Forlì,1,Falasca Guillermo,-,-,5.5,3,3,3,3,-,17,5,1,20,4,1,1,1,-,-,43,2,6,15,0.35,-,1
2010/2011,A1,Regular_Season,1st,1,-,1,24/10/2010,18:00,1296,5096,O,Yoga Forlì,Forlì,4,Bacci Joel,-,-,-,-,*,*,*,-,-,-,-1,2,1,-,-,-,-,-,-,-,-,-,-,-,-
2010/2011,A1,Regular_Season,1st,1,-,1,24/10/2010,18:00,1296,5096,O,Yoga Forlì,Forlì,5,Diachkov Andrii,-,-,6,1,1,1,1,-,12,7,-1,10,2,-,32,4,0.5,0.34,22,2,1,10,0.45,-,2
2010/2011,A1,Regular_Season,1st,1,-,1,24/10/2010,18:00,1296,5096,O,Yoga Forlì,Forlì,6,Cuturic Jasmin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2010/2011,A1,Regular_Season,1st,1,-,1,24/10/2010,18:00,1296,5096,O,Yoga Forlì,Forlì,7,Olivucci Gianmaria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2010/2011,A1,Regular_Season,1st,1,-,1,24/10/2010,18:00,1296,5096,O,Yoga Forlì,Forlì,8,De Pandis Daniele ,L,-,-,*,*,*,*,-,-,-,-1,-,-,-,25,1,0.72,0.44,-,-,-,-,-,-,-
2010/2011,A1,Regular_Season,1st,1,-,1,24/10/2010,18:00,1296,5096,O,Yoga Forlì,Forlì,9,Ainsworth Graydon,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2010/2011,A1,Regular_Season,1st,1,-,1,24/10/2010,18:00,1296,5096,O,Yoga Forlì,Forlì,10,Saitta Davide,-,-,5.1,6,6,6,6,-,5,4,-2,13,5,1,-,-,-,-,5,-,1,2,0.4,-,2
